dataset,source,train_size,noise_level,skeleton_recall_mean,skeleton_recall_std,skeleton_precision_mean,skeleton_precision_std,skeleton_shd_mean,skeleton_shd_std,direction_precision_mean,direction_precision_std,direction_recall_mean,direction_recall_std,v_structure_precision_mean,v_structure_precision_std,v_structure_recall_mean,v_structure_recall_std,v_structure_f1_mean,v_structure_f1_std,directed_edges_mean,directed_edges_std,skeleton_edges_mean,skeleton_edges_std,v_structures_mean,v_structures_std,runs,runs_with_directed
csuite_mixed_simpson,csuite,500,,0.805,0.10408329997330663,0.8343333333333334,0.11732187348382796,1.49,0.6112580172368813,0.671875,0.19690898442719204,0.32,0.2412090756622109,,,,,,,2.05,1.6719612870681384,3.93,0.7142842712828137,0.0,0.0,100,64
csuite_nonlin_simpson,csuite,20,,0.24,0.049236596391733105,0.51,0.15859229221975182,3.98,0.31718458443950365,,,0.0,0.0,,,,,,,0.0,0.0,1.9,0.30151134457776363,0.0,0.0,100,0
csuite_nonlin_simpson,csuite,50,,0.2575,0.04286165199944133,0.48666666666666664,0.06122578771996663,4.08,0.3673547263197997,0.0,0.0,0.0,0.0,,,,,,,0.06,0.3428932159955306,2.14,0.34873508801977704,0.0,0.0,100,3
csuite_nonlin_simpson,csuite,100,,0.275,0.07537783614444091,0.445,0.09491859587495582,4.33,0.5695115752497348,0.041666666666666664,0.10206207261596575,0.0025,0.024999999999999998,,,,,,,0.14,0.5863773391242056,2.53,0.5938234271450247,0.0,0.0,100,6
csuite_nonlin_simpson,csuite,200,,0.2875,0.08971757032065919,0.405,0.08624541497922236,4.57,0.5174724898753343,0.0,0.0,0.0,0.0,,,,,,,0.2,0.6030226891555271,2.87,0.6301354672375671,0.0,0.0,100,10
csuite_nonlin_simpson,csuite,500,,0.4425,0.1115490108346184,0.4676666666666667,0.06823985558316506,4.19,0.4191140246479061,,,0.0,0.0,,,,,,,0.0,0.0,3.73,0.5478147589295219,0.0,0.0,100,0
csuite_symprod_simpson,csuite,20,,0.1625,0.1393301072556782,0.9596774193548387,0.16442615305852207,3.39,0.584220105194208,,,0.0,0.0,,,,,,,0.0,0.0,0.69,0.5978919195596706,0.0,0.0,100,0
csuite_symprod_simpson,csuite,50,,0.295,0.10882754404760932,0.85,0.2374811706163384,3.12,0.685786431991061,0.0,0.0,0.0,0.0,,,,,,,0.06,0.34289321599553063,1.48,0.577000253838153,0.0,0.0,100,3
csuite_symprod_simpson,csuite,100,,0.3125,0.11445412825559187,0.6791666666666667,0.22391244831805251,3.44,0.6863753427324668,0.0,,0.0,0.0,,,,,,,0.02,0.2,1.94,0.6166052385457168,0.0,0.0,100,1
csuite_symprod_simpson,csuite,200,,0.3325,0.12337325316274834,0.5691666666666666,0.11728731018875455,3.65,0.519809599951771,,,0.0,0.0,,,,,,,0.0,0.0,2.31,0.5807518637703434,0.0,0.0,100,0
csuite_symprod_simpson,csuite,500,,0.5625,0.15231794896123563,0.6723333333333333,0.07889600195560689,2.8,0.6666666666666666,0.4,0.4183300132670378,0.0175,0.10209299583213245,,,,,,,0.16,0.7208300490378851,3.3,0.6276459144608479,0.0,0.0,100,5
csuite_weak_arrows,csuite,20,,0.04666666666666667,0.048778571586463176,0.4284313725490196,0.3657711243471284,15.07,0.9239244361073927,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,1.47,0.9476712552783311,0.0,0.0,100,0
csuite_weak_arrows,csuite,50,,0.23866666666666667,0.0569954809479212,0.6308214285714285,0.09707079455008283,13.49,1.1145955465204551,0.36217948717948717,0.21205647530303978,0.013333333333333332,0.02680100840691232,0.0,,0.0,0.0,,,0.58,1.026713891082328,5.65,0.9142530206997328,0.01,0.09999999999999999,100,26
csuite_weak_arrows,csuite,100,,0.3253333333333333,0.050390172380165625,0.6775952380952381,0.0680250490105188,12.44,1.047556078390908,0.43039215686274507,0.2230031214060977,0.012,0.030528454464426005,,,0.0,0.0,,,0.43,1.0274514906585934,7.2,0.8287754140107481,0.0,0.0,100,17
csuite_weak_arrows,csuite,200,,0.37666666666666665,0.03592609948238131,0.6981309523809525,0.0576419782269293,11.82,0.8805416147766869,0.34845938375350144,0.21222990308677248,0.021333333333333333,0.04006728347900823,0.0,0.0,0.0,0.0,,,0.99,1.7780650020500235,8.12,0.7691002220225601,0.03,0.1714466079977653,100,34
csuite_weak_arrows,csuite,500,,0.40399999999999997,0.018519865270894283,0.6667853535353535,0.035478401479226054,11.99,0.5221362491019588,0.4799674890036336,0.09384650756715163,0.06733333333333333,0.05483983413001362,0.0,0.0,0.0,0.0,,,2.14,1.6997920253057224,9.11,0.5842201051942075,0.04,0.24287836253956216,100,83
custom_scm,custom,20,,0.66,0.08178699991918044,1.0,0.0,1.02,0.24536099975754133,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.04,0.2814105882725794,1.98,0.24536099975754133,0.0,0.0,100,2
custom_scm,custom,50,,0.6833333333333332,0.07301430451919678,1.0,0.0,0.95,0.2190429135575903,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.1,0.4380858271151806,2.05,0.21904291355759029,0.0,0.0,100,5
custom_scm,custom,100,,0.6766666666666665,0.05714886933258844,0.9933333333333333,0.04690176471209658,0.99,0.22450844172110856,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.06,0.3428932159955306,2.05,0.21904291355759023,0.0,0.0,100,3
custom_scm,custom,200,,0.6866666666666665,0.07956108552531402,1.0,0.0,0.94,0.23868325657594208,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.12,0.47736651315188394,2.06,0.23868325657594208,0.0,0.0,100,6
custom_scm,custom,500,,0.68,0.06564879518897748,0.9975,0.025,0.97,0.1714466079977653,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.06,0.3428932159955306,2.05,0.26111648393354686,0.0,0.0,100,3
custom_scm_noise1e-2,custom,20,,0.6633333333333333,0.08857266985429448,1.0,0.0,1.01,0.26571800956288344,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.06,0.3428932159955306,1.99,0.26571800956288344,0.0,0.0,100,3
custom_scm_noise1e-2,custom,50,,0.6866666666666665,0.07956108552531402,0.9966666666666667,0.03333333333333334,0.95,0.26111648393354675,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.14,0.5128647999524856,2.07,0.2564323999762428,0.0,0.0,100,7
custom_scm_noise1e-2,custom,100,,0.6766666666666665,0.05714886933258844,0.9933333333333333,0.04690176471209658,0.99,0.22450844172110856,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.08,0.3938927711338647,2.05,0.21904291355759023,0.0,0.0,100,4
custom_scm_noise1e-2,custom,200,,0.7,0.10050378152592122,1.0,0.0,0.9,0.30151134457776363,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.2,0.6030226891555273,2.1,0.30151134457776363,0.0,0.0,100,10
custom_scm_noise1e-2,custom,500,,0.6966666666666665,0.09587449708822046,1.0,0.0,0.91,0.2876234912646614,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.18,0.5752469825293227,2.09,0.2876234912646614,0.0,0.0,100,9
