dataset,source,result_file,train_size,seed,repetition,noise_level,skeleton_recall,skeleton_precision,skeleton_shd,direction_precision,direction_recall,v_structure_precision,v_structure_recall,v_structure_f1,directed_edges,undirected_edges,skeleton_edges,v_structures
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,33,34,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,34,35,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,35,36,,0.0,0.0,10.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,36,37,,0.0,0.0,10.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,37,38,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,38,39,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,39,40,,0.0,,9.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,40,41,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,41,42,,0.0,0.0,10.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,42,43,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,44,45,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,45,46,,0.0,0.0,10.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,46,47,,0.0,,9.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,47,48,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,48,49,,0.1111111111111111,1.0,8.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,49,50,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,50,51,,0.0,0.0,10.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,51,52,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,52,53,,0.1111111111111111,1.0,8.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,53,54,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,54,55,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,55,56,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,56,57,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,57,58,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,58,59,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,59,60,,0.0,0.0,11.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,61,62,,0.0,,9.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,62,63,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,63,64,,0.1111111111111111,0.25,11.0,0.0,0.0,,0.0,,2.0,2.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,64,65,,0.1111111111111111,1.0,8.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,65,66,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,66,67,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,67,68,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,68,69,,0.1111111111111111,1.0,8.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,69,70,,0.0,0.0,10.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,70,71,,0.0,0.0,10.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,71,72,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,72,73,,0.0,,9.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,73,74,,0.1111111111111111,1.0,8.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,74,75,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,75,76,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,76,77,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,77,78,,0.1111111111111111,1.0,8.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,78,79,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,79,80,,0.1111111111111111,1.0,8.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,80,81,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,81,82,,0.1111111111111111,1.0,8.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,82,83,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,84,85,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,85,86,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,86,87,,0.0,,9.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,87,88,,0.0,0.0,10.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,88,89,,0.0,0.0,10.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,89,90,,0.0,0.0,10.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,90,91,,0.0,0.0,10.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,91,92,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,92,93,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,93,94,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,94,95,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,95,96,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,96,97,,0.0,0.0,11.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,97,98,,0.1111111111111111,0.25,11.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,98,99,,0.0,0.0,10.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,99,100,,0.1111111111111111,1.0,8.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,100,101,,0.0,0.0,11.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,101,102,,0.0,,9.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,102,103,,0.1111111111111111,0.25,11.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,20,103,104,,0.1111111111111111,0.5,9.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,145,1,,0.1111111111111111,0.25,11.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,146,2,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,147,3,,0.1111111111111111,0.2,12.0,,0.0,,0.0,,0.0,5.0,5.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,149,5,,0.1111111111111111,0.25,11.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,150,6,,0.1111111111111111,0.25,11.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,151,7,,0.1111111111111111,0.25,11.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,152,8,,0.1111111111111111,0.25,11.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,155,11,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,156,12,,0.1111111111111111,0.2,12.0,0.0,0.0,,0.0,,2.0,3.0,5.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,158,14,,0.1111111111111111,0.3333333333333333,10.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,159,15,,0.1111111111111111,0.16666666666666666,13.0,0.0,0.0,,0.0,,2.0,4.0,6.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,160,16,,0.1111111111111111,0.25,11.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,161,17,,0.1111111111111111,0.16666666666666666,13.0,,0.0,,0.0,,0.0,6.0,6.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,162,18,,0.1111111111111111,0.25,11.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/comparison_experiment/data/result_csuite_large_backdoor_comparison_experiment_cleaned_reps_100.csv,50,164,20,,0.1111111111111111,0.2,12.0,,0.0,,0.0,,0.0,5.0,5.0,0.0
