dataset,train_size,effect,ci_lower,ci_upper,p_value,p_holm,comparison,is_significant
csuite_mixed_simpson,20,0.0,0.0,0.0,0.4932642291008212,1.0,vanilla_vs_cpdag_discovered,False
csuite_mixed_simpson,50,0.0,0.0,0.0,0.3174854812699001,0.6349709625398003,vanilla_vs_cpdag_discovered,False
csuite_mixed_simpson,100,0.0,0.0,0.0,0.2569403531243551,0.5138807062487103,vanilla_vs_cpdag_discovered,False
csuite_mixed_simpson,200,0.0,0.0,0.0,0.5935351328085922,1.0,vanilla_vs_cpdag_discovered,False
csuite_mixed_simpson,500,0.0,-0.0054936123788355,0.0016173720359802,0.8781782155224834,1.0,vanilla_vs_cpdag_discovered,False
csuite_mixed_simpson,1000,0.0,-0.0116784585416315,0.0171923935413361,0.7499835127381768,1.0,vanilla_vs_cpdag_discovered,False
csuite_nonlin_simpson,20,0.0,0.0,0.0,0.3173105078629141,0.9519315235887424,vanilla_vs_cpdag_discovered,False
csuite_nonlin_simpson,50,0.0,0.0,0.0,1.0,1.0,vanilla_vs_cpdag_discovered,False
csuite_nonlin_simpson,100,0.0,0.0,0.0,0.3100281185717677,0.8594327215320345,vanilla_vs_cpdag_discovered,False
csuite_nonlin_simpson,200,0.0,0.0,0.0,0.688229861942359,1.0,vanilla_vs_cpdag_discovered,False
csuite_nonlin_simpson,500,0.0,0.0,0.0,0.9886075685658025,1.0,vanilla_vs_cpdag_discovered,False
csuite_nonlin_simpson,1000,0.0,0.0,0.004847764968872,0.649395271306553,1.0,vanilla_vs_cpdag_discovered,False
csuite_symprod_simpson,20,-0.043566845357418,-0.0742435604333878,-0.0134586095809937,0.0020648752113698,0.0066840723711801,vanilla_vs_cpdag_discovered,True
csuite_symprod_simpson,50,0.0070781814865767,-0.028742279857397,0.0442065460998565,0.6449883613873455,1.0,vanilla_vs_cpdag_discovered,False
csuite_symprod_simpson,100,-0.0001974769672379,-0.0263152569532394,0.0254301950335502,0.9945132706275844,1.0,vanilla_vs_cpdag_discovered,False
csuite_symprod_simpson,200,0.0081772522265091,-0.0125911501776427,0.0294462405145168,0.2637995846253631,1.0,vanilla_vs_cpdag_discovered,False
csuite_symprod_simpson,500,0.0107183954678476,-0.0056936102379112,0.0272550932131707,0.0754672820319289,0.3773364101596446,vanilla_vs_cpdag_discovered,False
csuite_symprod_simpson,1000,0.010415763683617,-0.0086205754820257,0.02707605570741,0.1458322787653961,0.642882197712759,vanilla_vs_cpdag_discovered,False
csuite_weak_arrows,20,0.0,0.0,0.0,0.9762360495794148,1.0,vanilla_vs_cpdag_discovered,False
csuite_weak_arrows,50,0.0,0.0,0.0,0.6618369908116863,0.7724782511968327,vanilla_vs_cpdag_discovered,False
csuite_weak_arrows,100,0.0,-0.0011086463928222,0.0,0.5192022937671547,1.0,vanilla_vs_cpdag_discovered,False
csuite_weak_arrows,200,0.0,-0.0070108849005774,0.0048750638961792,0.9547338987070934,1.0,vanilla_vs_cpdag_discovered,False
csuite_weak_arrows,500,-0.0070528647205792,-0.0176771283149718,0.0046195089817047,0.0937017972384696,0.3748071889538785,vanilla_vs_cpdag_discovered,False
csuite_weak_arrows,1000,-0.011956807067152,-0.0236364006996154,-0.0012757104439659,0.0061374741651446,0.0291193533277615,vanilla_vs_cpdag_discovered,True
custom_scm,20,0.0,0.0,0.0,0.0832750040512064,0.0832750040512064,vanilla_vs_cpdag_discovered,False
custom_scm,50,0.0,0.0,0.0,0.173908154490004,0.173908154490004,vanilla_vs_cpdag_discovered,False
custom_scm,100,0.0,0.0,0.0,0.5637161229380503,0.7390080548681119,vanilla_vs_cpdag_discovered,False
custom_scm,200,0.0,0.0,0.0,0.3173105078629141,0.6346210157258283,vanilla_vs_cpdag_discovered,False
custom_scm,500,0.0,0.0,0.0,0.3173105078629141,0.6346210157258283,vanilla_vs_cpdag_discovered,False
custom_scm,1000,0.0,0.0,0.0,1.0,1.0,vanilla_vs_cpdag_discovered,False
