algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,correlation_matrix_difference,k_marginal_tvd,nnaa,nnaa_train,nnaa_raw_original
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,31,32,,0.4970432584503097,0.2820833333333333,0.08800000000000008,0.474167,0.5880000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,32,33,,1.2263357161663833,0.3386666666666666,0.14900000000000002,0.355833,0.649
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,33,34,,0.4003430558697168,0.3110833333333333,0.12074999999999991,0.405833,0.6207499999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,34,35,,0.1828149069947812,0.32575,0.13949999999999996,0.37,0.6395
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,35,36,,0.602046613411261,0.3136666666666667,0.13624999999999998,0.393333,0.63625
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,36,37,,0.1895739662469555,0.3223333333333334,0.13874999999999993,0.459167,0.6387499999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,37,38,,0.5359035269930487,0.2781666666666667,0.11099999999999999,0.515,0.611
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,38,39,,1.554220937328939,0.40625,0.1665000000000001,0.44,0.6665000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,39,40,,0.1111476685504525,0.3249166666666667,0.13175000000000003,0.460833,0.63175
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,40,41,,0.9909273087049288,0.3405833333333333,0.16700000000000004,0.455,0.667
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,41,42,,0.1161157384457603,0.4033333333333334,0.15849999999999997,0.450833,0.6585
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,42,43,,0.3584467310515421,0.28275,0.10850000000000004,0.45,0.6085
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,43,44,,0.3870094197025878,0.316,0.14,0.406667,0.64
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,44,45,,0.1728509881656429,0.2905833333333333,0.124,0.399167,0.624
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,45,46,,0.3135844306856478,0.2525833333333333,0.10000000000000009,0.370833,0.6000000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,46,47,,1.6609092174880296,0.3479166666666667,0.12424999999999997,0.375,0.62425
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,47,48,,1.1035604239345964,0.3668333333333333,0.17000000000000004,0.433333,0.67
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,48,49,,0.0630057004783903,0.2876666666666667,0.1127499999999999,0.475,0.6127499999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,49,50,,0.2208519025946363,0.30925,0.121,0.451667,0.621
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,50,51,,0.3601819278472935,0.33275,0.14250000000000007,0.428333,0.6425000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,51,52,,0.4068086061476847,0.3065,0.11524999999999996,0.485833,0.61525
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,52,53,,0.489183543680683,0.3069166666666667,0.11949999999999994,0.418333,0.6194999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,53,54,,0.1518779209084069,0.2928333333333333,0.11975000000000002,0.543333,0.61975
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,54,55,,0.324289309974092,0.2889166666666667,0.13775000000000004,0.385833,0.63775
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,55,56,,0.1439839427325898,0.36825,0.15799999999999992,0.425,0.6579999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,56,57,,0.3380415913651443,0.2831666666666667,0.11450000000000005,0.380833,0.6145
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,57,58,,0.1498485963173472,0.28125,0.14,0.390833,0.64
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,58,59,,0.5940552276635079,0.3278333333333333,0.15175000000000005,0.389167,0.65175
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,59,60,,0.1226255627512456,0.3510833333333333,0.13775000000000004,0.466667,0.63775
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,61,62,,0.0763051180506366,0.3122499999999999,0.12349999999999994,0.391667,0.6234999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,63,64,,0.3974998754170249,0.4035833333333333,0.17500000000000004,0.454167,0.675
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,64,65,,0.1085147517761425,0.2575833333333333,0.11224999999999996,0.445833,0.61225
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,65,66,,0.680255126005385,0.32525,0.15799999999999992,0.421667,0.6579999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,66,67,,0.8219188788099401,0.3185833333333334,0.14450000000000007,0.460833,0.6445000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,67,68,,0.8892468201051964,0.29925,0.12175000000000002,0.419167,0.62175
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,68,69,,0.1989200962343217,0.2943333333333334,0.10549999999999993,0.394167,0.6054999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,69,70,,0.3837229836051344,0.30725,0.14925,0.470833,0.64925
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,70,71,,0.2904282177678136,0.27025,0.11050000000000004,0.436667,0.6105
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,71,72,,0.8423465072054042,0.3684166666666666,0.17575000000000007,0.3875,0.6757500000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,72,73,,0.3996462699035981,0.26375,0.10749999999999993,0.448333,0.6074999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,73,74,,0.2439867498215114,0.2674166666666667,0.10650000000000004,0.460833,0.6065
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,74,75,,0.2625769982777223,0.30525,0.126,0.425,0.626
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,75,76,,0.4358816223230088,0.3065,0.15975000000000006,0.466667,0.6597500000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,76,77,,0.1312874270471498,0.2860833333333333,0.12024999999999997,0.425833,0.62025
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,77,78,,0.322713607299191,0.3063333333333334,0.1492500000000001,0.469167,0.6492500000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,78,79,,0.0750096840900438,0.3916666666666668,0.16949999999999998,0.43,0.6695
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,79,80,,0.2947743319301257,0.3174166666666667,0.13349999999999995,0.424167,0.6335
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,80,81,,1.3383738580083675,0.3976666666666666,0.19025000000000003,0.380833,0.69025
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,81,82,,0.2593436893394895,0.2891666666666667,0.12175000000000002,0.413333,0.62175
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,82,83,,0.4456052353425039,0.3343333333333333,0.14749999999999996,0.413333,0.6475
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,83,84,,0.7849688929356329,0.3413333333333334,0.15474999999999994,0.435,0.6547499999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,84,85,,0.200219179556851,0.3531666666666668,0.16549999999999998,0.495833,0.6655
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,85,86,,0.7339417066213542,0.3109166666666667,0.12375000000000003,0.384167,0.62375
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,86,87,,0.2947933180358364,0.3816666666666666,0.15000000000000002,0.428333,0.65
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,87,88,,0.3242560360963998,0.293,0.12475000000000003,0.435,0.62475
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,88,89,,0.2415337283115335,0.2834166666666667,0.11824999999999997,0.395833,0.61825
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,89,90,,0.3594084473541191,0.3445,0.13274999999999992,0.4325,0.6327499999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,90,91,,0.6643395175618307,0.31775,0.12274999999999991,0.423333,0.6227499999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,91,92,,0.3228217605095155,0.2966666666666667,0.1312500000000001,0.4725,0.6312500000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,92,93,,1.4898433074969015,0.4014166666666667,0.15999999999999992,0.498333,0.6599999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,93,94,,0.1056572899485068,0.2751666666666667,0.10599999999999998,0.475,0.606
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,94,95,,1.4851361605428317,0.3394166666666667,0.1605000000000001,0.404167,0.6605000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,95,96,,0.0625691531484418,0.3135,0.15200000000000002,0.455,0.652
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,96,97,,0.2646934778377124,0.2834166666666667,0.10299999999999998,0.391667,0.603
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,97,98,,0.1232203723563654,0.3254999999999999,0.11749999999999994,0.414167,0.6174999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,98,99,,0.1500755588575234,0.2863333333333334,0.11674999999999991,0.464167,0.6167499999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,99,100,,0.6549590226357609,0.3553333333333333,0.16949999999999998,0.453333,0.6695
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,100,101,,0.5655814108511888,0.3171666666666666,0.15125,0.404167,0.65125
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,101,102,,0.2698934383527787,0.3340833333333333,0.14349999999999996,0.414167,0.6435
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,125,1,,0.0960046327254557,0.2405,0.07025000000000003,0.515333,0.57025
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,126,2,,0.1276581696818877,0.253,0.08899999999999997,0.473333,0.589
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,127,3,,0.2829807803930543,0.266,0.07674999999999998,0.474333,0.57675
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,128,4,,0.0942011648436507,0.2505,0.07874999999999999,0.504667,0.57875
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,129,5,,0.0710815247527316,0.2404166666666667,0.05774999999999997,0.491333,0.55775
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,130,6,,0.0803581085654718,0.2640833333333333,0.08450000000000002,0.464667,0.5845
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,131,7,,0.3892673226920832,0.2599166666666667,0.08325000000000005,0.461333,0.58325
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,132,8,,0.1589346188028065,0.252,0.08950000000000002,0.463667,0.5895
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,133,9,,0.2626934605626823,0.2570833333333333,0.06875000000000009,0.498,0.5687500000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,134,10,,0.2033044231827485,0.25175,0.08325000000000005,0.467,0.58325
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,135,11,,0.1443909776645658,0.2389166666666666,0.06325000000000003,0.495667,0.56325
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,136,12,,0.2898330371533384,0.24775,0.06174999999999997,0.487333,0.56175
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,137,13,,0.3698047184252218,0.2645833333333333,0.08725000000000005,0.468333,0.58725
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,138,14,,0.1356959702116364,0.281,0.11024999999999996,0.430667,0.61025
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,139,15,,0.3720859683776625,0.2645,0.08400000000000007,0.420667,0.5840000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,140,16,,0.3604340544317295,0.2633333333333333,0.07600000000000007,0.435333,0.5760000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,141,17,,0.3931003636391591,0.2744166666666667,0.08325000000000005,0.407,0.58325
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,142,18,,0.0855639121463591,0.2634166666666667,0.050999999999999934,0.439333,0.5509999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,143,19,,0.2578874774346995,0.3003333333333333,0.09949999999999992,0.444667,0.5994999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,144,20,,0.5679412587551151,0.2605833333333333,0.08675,0.456667,0.58675
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,145,21,,0.336136538308986,0.2507500000000001,0.09650000000000003,0.466667,0.5965
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,146,22,,0.2986699197981885,0.2566666666666666,0.09599999999999997,0.486,0.596
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,147,23,,0.0632583452943645,0.2394166666666667,0.0665,0.457,0.5665
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,148,24,,0.1050008237276007,0.2471666666666666,0.08400000000000007,0.421667,0.5840000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,149,25,,0.1431668157497289,0.2465833333333333,0.07400000000000007,0.462,0.5740000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,150,26,,0.1197451760327729,0.2443333333333333,0.07850000000000001,0.428333,0.5785
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,151,27,,0.1765825347831537,0.23375,0.060249999999999915,0.477667,0.5602499999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,152,28,,0.2047309871417124,0.2690833333333334,0.06574999999999998,0.416333,0.56575
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,153,29,,0.3326195633725102,0.2670833333333333,0.08850000000000002,0.445667,0.5885
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,154,30,,0.065208595518489,0.2733333333333333,0.08174999999999999,0.504333,0.58175
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,155,31,,0.1290873916792168,0.2400833333333333,0.07800000000000007,0.445667,0.5780000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,156,32,,0.3136496321105044,0.2384166666666667,0.06525000000000003,0.462,0.56525
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,157,33,,0.0973181190032776,0.2529166666666667,0.06624999999999992,0.435333,0.5662499999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,158,34,,0.3478913074391713,0.2613333333333333,0.09499999999999997,0.49,0.595
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,159,35,,0.1800269025840445,0.2885,0.09075,0.524333,0.59075
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,160,36,,0.1196748306030291,0.2503333333333333,0.07824999999999993,0.432333,0.5782499999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,161,37,,0.214993645242385,0.24125,0.07074999999999998,0.453,0.57075
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,162,38,,0.0414824665439822,0.2646666666666666,0.07850000000000001,0.436333,0.5785
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,164,40,,0.0723810272649999,0.25625,0.08424999999999994,0.432333,0.5842499999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,165,41,,0.1127196776005003,0.2400833333333333,0.09200000000000008,0.452333,0.5920000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,166,42,,0.0683824543035201,0.241,0.0774999999999999,0.485667,0.5774999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,167,43,,0.3037801950354601,0.2746666666666666,0.09749999999999992,0.479667,0.5974999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,168,44,,0.2750338386503,0.2769166666666667,0.07350000000000001,0.498667,0.5735
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,169,45,,0.0996167280206019,0.24975,0.08325000000000005,0.466333,0.58325
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,171,47,,0.1543381670474779,0.2393333333333333,0.07774999999999999,0.46,0.57775
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,172,48,,0.2864703214911205,0.2716666666666666,0.09050000000000002,0.418667,0.5905
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,173,49,,0.2007200209098091,0.2559166666666667,0.06599999999999995,0.474667,0.566
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,174,50,,0.134148321672839,0.2680833333333333,0.08699999999999997,0.467667,0.587
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,175,51,,0.0923642985485518,0.2520833333333333,0.055499999999999994,0.475333,0.5555
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,176,52,,0.1331073466150978,0.2424166666666667,0.06800000000000006,0.431667,0.5680000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,177,53,,0.3952351223877363,0.28275,0.09475,0.478333,0.59475
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,178,54,,0.0671015992852368,0.2809166666666666,0.09675,0.476,0.59675
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,179,55,,0.2663766496492212,0.2441666666666666,0.07799999999999996,0.491667,0.578
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,180,56,,0.1280994623469579,0.2883333333333334,0.09950000000000003,0.485,0.5995
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,181,57,,0.2197805383305849,0.26125,0.07400000000000007,0.494,0.5740000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,182,58,,0.1619216080421898,0.269,0.12375000000000003,0.472333,0.62375
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,183,59,,0.2379945765394556,0.2508333333333333,0.07974999999999999,0.495667,0.57975
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,184,60,,0.1241764190400845,0.25475,0.09349999999999992,0.456,0.5934999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,185,61,,0.3135992773958578,0.2664166666666667,0.08325000000000005,0.498667,0.58325
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,186,62,,0.1822905000869562,0.24425,0.09024999999999994,0.436,0.5902499999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,187,63,,0.2317826044427516,0.2570833333333334,0.08675,0.509,0.58675
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,188,64,,0.1345237666189997,0.2415,0.06499999999999995,0.397333,0.565
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,189,65,,0.2364917983839309,0.25575,0.06675000000000009,0.433333,0.5667500000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,190,66,,0.2861651912782904,0.25675,0.07525000000000004,0.507667,0.57525
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,191,67,,0.3342766885375949,0.28725,0.09499999999999997,0.466667,0.595
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,192,68,,0.1363176259575255,0.252,0.09525000000000006,0.459667,0.5952500000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,193,69,,0.0830424502223312,0.2685,0.10624999999999996,0.521333,0.60625
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,194,70,,0.3890747553573489,0.2784166666666667,0.10499999999999998,0.403333,0.605
