algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,correlation_matrix_difference,k_marginal_tvd,nnaa,noise_level,test_dataset_path,train_dataset_path,nnaa_raw
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,12,12,,0.5783742383696647,0.3635,0.11050000000000004,0.2,datasets/global_test_set.npz,,0.6105
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,13,13,,0.5854431447172465,0.2685,0.05025000000000002,0.2,datasets/global_test_set.npz,,0.55025
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,14,14,,0.3806647966746282,0.2773333333333334,0.05349999999999999,0.2,datasets/global_test_set.npz,,0.5535
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,15,15,,0.2183435621125782,0.2939166666666666,0.04774999999999996,0.2,datasets/global_test_set.npz,,0.54775
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,16,16,,0.2775105618184884,0.2606666666666666,0.029749999999999943,0.2,datasets/global_test_set.npz,,0.5297499999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,17,17,,0.8049810347052846,0.3375000000000001,0.07574999999999998,0.2,datasets/global_test_set.npz,,0.57575
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,18,18,,0.1505742050299835,0.27075,0.03849999999999998,0.2,datasets/global_test_set.npz,,0.5385
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,19,19,,0.2947268093845527,0.2725833333333333,0.0665,0.2,datasets/global_test_set.npz,,0.5665
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,20,20,,0.2502814639494388,0.2869166666666667,0.06874999999999998,0.2,datasets/global_test_set.npz,,0.56875
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,21,21,,0.7618283487326437,0.3205833333333333,0.06499999999999995,0.2,datasets/global_test_set.npz,,0.565
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,22,22,,0.1411834801321143,0.296,0.05049999999999999,0.2,datasets/global_test_set.npz,,0.5505
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,23,23,,0.63412144047855,0.32175,0.11199999999999999,0.2,datasets/global_test_set.npz,,0.612
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,24,24,,0.6739245949637391,0.3020833333333334,0.07450000000000001,0.2,datasets/global_test_set.npz,,0.5745
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,25,25,,0.300319876297872,0.2776666666666667,0.05974999999999997,0.2,datasets/global_test_set.npz,,0.55975
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,26,26,,0.6502817122248954,0.2943333333333333,0.04774999999999996,0.2,datasets/global_test_set.npz,,0.54775
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,28,27,,0.62556214583819,0.288,0.043500000000000094,0.2,datasets/global_test_set.npz,,0.5435000000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,29,28,,1.1181880308430487,0.3298333333333333,0.06425000000000003,0.2,datasets/global_test_set.npz,,0.56425
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,30,29,,0.9891078794021884,0.3249166666666667,0.08174999999999999,0.2,datasets/global_test_set.npz,,0.58175
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,31,30,,0.1311785279071844,0.3113333333333334,0.06800000000000006,0.2,datasets/global_test_set.npz,,0.5680000000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,32,31,,1.0063337384678055,0.3458333333333334,0.08374999999999999,0.2,datasets/global_test_set.npz,,0.58375
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,33,32,,0.3174231952971315,0.2680833333333334,0.04499999999999993,0.2,datasets/global_test_set.npz,,0.5449999999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,34,33,,0.4711276028136789,0.29025,0.057499999999999996,0.2,datasets/global_test_set.npz,,0.5575
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,35,34,,0.3169565670664871,0.2980833333333333,0.052000000000000046,0.2,datasets/global_test_set.npz,,0.552
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,36,35,,0.3193912910396562,0.2929166666666667,0.05800000000000005,0.2,datasets/global_test_set.npz,,0.558
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,37,36,,0.3512533029339674,0.2609999999999999,0.05449999999999999,0.2,datasets/global_test_set.npz,,0.5545
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,38,37,,1.366660075311574,0.33975,0.08925000000000005,0.2,datasets/global_test_set.npz,,0.58925
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,39,38,,0.9311968373154328,0.3698333333333334,0.09499999999999997,0.2,datasets/global_test_set.npz,,0.595
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,40,39,,0.4619657381236746,0.3064166666666667,0.09800000000000009,0.2,datasets/global_test_set.npz,,0.5980000000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,41,40,,0.2079751276685373,0.2819166666666666,0.07874999999999999,0.2,datasets/global_test_set.npz,,0.57875
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,42,41,,0.2871316273371575,0.2899166666666667,0.04899999999999993,0.2,datasets/global_test_set.npz,,0.5489999999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,43,42,,0.6630701405967797,0.3186666666666666,0.06000000000000005,0.2,datasets/global_test_set.npz,,0.56
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,44,43,,0.6864117818186349,0.2746666666666666,0.06225000000000003,0.2,datasets/global_test_set.npz,,0.56225
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,45,44,,0.6771344620341707,0.2583333333333333,0.04425000000000001,0.2,datasets/global_test_set.npz,,0.54425
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,46,45,,0.6705393679310662,0.3150833333333333,0.06274999999999997,0.2,datasets/global_test_set.npz,,0.56275
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,47,46,,0.2314901884854308,0.2556666666666666,0.04875000000000007,0.2,datasets/global_test_set.npz,,0.5487500000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,48,47,,0.3267461061367654,0.27175,0.06000000000000005,0.2,datasets/global_test_set.npz,,0.56
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,49,48,,1.1225534338856231,0.3385,0.10050000000000003,0.2,datasets/global_test_set.npz,,0.6005
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,50,49,,0.5693106295775531,0.3154999999999999,0.07474999999999998,0.2,datasets/global_test_set.npz,,0.57475
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,51,50,,0.3446862361657641,0.3258333333333333,0.10824999999999996,0.2,datasets/global_test_set.npz,,0.60825
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,52,51,,0.1815202635897266,0.3096666666666667,0.07499999999999996,0.2,datasets/global_test_set.npz,,0.575
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,53,52,,0.4947665520962225,0.2805,0.052999999999999936,0.2,datasets/global_test_set.npz,,0.5529999999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,54,53,,0.2329125003227026,0.2913333333333334,0.058499999999999996,0.2,datasets/global_test_set.npz,,0.5585
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,55,54,,0.2899169690433527,0.2755833333333333,0.0605,0.2,datasets/global_test_set.npz,,0.5605
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,56,55,,0.1598393228699596,0.2576666666666666,0.04325000000000001,0.2,datasets/global_test_set.npz,,0.54325
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,57,56,,0.8070676658301489,0.3640833333333335,0.10525000000000007,0.2,datasets/global_test_set.npz,,0.6052500000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,58,57,,0.9192541696212644,0.316,0.05600000000000005,0.2,datasets/global_test_set.npz,,0.556
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,59,58,,0.3035140337811134,0.3015833333333333,0.052999999999999936,0.2,datasets/global_test_set.npz,,0.5529999999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,61,59,,1.6238704135024091,0.3978333333333334,0.13050000000000006,0.2,datasets/global_test_set.npz,,0.6305000000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,62,60,,0.2220504722571999,0.3056666666666667,0.03875000000000006,0.2,datasets/global_test_set.npz,,0.5387500000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,63,61,,0.3795160722730565,0.2745,0.04300000000000004,0.2,datasets/global_test_set.npz,,0.543
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,64,62,,0.1283477853121526,0.25975,0.03400000000000003,0.2,datasets/global_test_set.npz,,0.534
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,65,63,,0.2642070578468465,0.2810000000000001,0.06824999999999992,0.2,datasets/global_test_set.npz,,0.5682499999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,66,64,,0.6971565998625273,0.33425,0.08699999999999997,0.2,datasets/global_test_set.npz,,0.587
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,67,65,,0.3441617219434782,0.359,0.12924999999999998,0.2,datasets/global_test_set.npz,,0.62925
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,68,66,,1.058376678204367,0.31125,0.06425000000000003,0.2,datasets/global_test_set.npz,,0.56425
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,69,67,,0.3262067144906362,0.3008333333333333,0.07574999999999998,0.2,datasets/global_test_set.npz,,0.57575
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,70,68,,0.156229729436776,0.349,0.10099999999999998,0.2,datasets/global_test_set.npz,,0.601
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,71,69,,0.4349268977839096,0.2703333333333333,0.06925000000000003,0.2,datasets/global_test_set.npz,,0.56925
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,72,70,,0.7012909287552636,0.27725,0.048250000000000015,0.2,datasets/global_test_set.npz,,0.54825
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,73,71,,0.5283341919111434,0.35025,0.10575000000000001,0.2,datasets/global_test_set.npz,,0.60575
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,74,72,,0.905762122747784,0.3145833333333334,0.08250000000000002,0.2,datasets/global_test_set.npz,,0.5825
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,75,73,,0.2207725122996832,0.2750833333333333,0.06824999999999992,0.2,datasets/global_test_set.npz,,0.5682499999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,76,74,,0.1920805888234842,0.3096666666666667,0.06699999999999995,0.2,datasets/global_test_set.npz,,0.567
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,77,75,,0.2860774700522719,0.2703333333333333,0.0685,0.2,datasets/global_test_set.npz,,0.5685
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,78,76,,0.180870183222696,0.2514166666666667,0.02675000000000005,0.2,datasets/global_test_set.npz,,0.52675
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,79,77,,0.9103401092276252,0.3248333333333333,0.07950000000000002,0.2,datasets/global_test_set.npz,,0.5795
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,80,78,,0.2991750209436732,0.2820833333333334,0.05224999999999991,0.2,datasets/global_test_set.npz,,0.5522499999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,81,79,,0.4949598613481293,0.27025,0.05699999999999994,0.2,datasets/global_test_set.npz,,0.5569999999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,82,80,,0.457852153055533,0.28125,0.03200000000000003,0.2,datasets/global_test_set.npz,,0.532
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,83,81,,0.5986221771493799,0.3019166666666666,0.07325000000000004,0.2,datasets/global_test_set.npz,,0.57325
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,84,82,,0.548199943467369,0.3416666666666667,0.09075,0.2,datasets/global_test_set.npz,,0.59075
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,85,83,,0.4854201145916957,0.3165,0.07650000000000001,0.2,datasets/global_test_set.npz,,0.5765
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,86,84,,0.9441785474657792,0.3116666666666667,0.07499999999999996,0.2,datasets/global_test_set.npz,,0.575
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,87,85,,0.2568834468573249,0.2793333333333334,0.07899999999999996,0.2,datasets/global_test_set.npz,,0.579
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,88,86,,0.7674090335710065,0.3436666666666667,0.08525000000000005,0.2,datasets/global_test_set.npz,,0.58525
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,89,87,,0.9636571493801452,0.2989166666666667,0.0605,0.2,datasets/global_test_set.npz,,0.5605
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,90,88,,0.2839985688828747,0.3181666666666667,0.07200000000000006,0.2,datasets/global_test_set.npz,,0.5720000000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,91,89,,1.3662144102207217,0.3559166666666667,0.11650000000000005,0.2,datasets/global_test_set.npz,,0.6165
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,92,90,,0.5929925420724894,0.3011666666666667,0.06225000000000003,0.2,datasets/global_test_set.npz,,0.56225
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,93,91,,1.494294386929358,0.3996666666666666,0.127,0.2,datasets/global_test_set.npz,,0.627
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,94,92,,0.5426088951684482,0.2875833333333333,0.06325000000000003,0.2,datasets/global_test_set.npz,,0.56325
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,95,93,,1.332876819860631,0.3258333333333333,0.05774999999999997,0.2,datasets/global_test_set.npz,,0.55775
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,96,94,,0.962460290520893,0.31375,0.06325000000000003,0.2,datasets/global_test_set.npz,,0.56325
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,97,95,,0.8325296970298933,0.3071666666666666,0.07950000000000002,0.2,datasets/global_test_set.npz,,0.5795
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,98,96,,0.97721772161753,0.3515833333333333,0.07950000000000002,0.2,datasets/global_test_set.npz,,0.5795
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,99,97,,0.3322027582904517,0.2933333333333334,0.07250000000000001,0.2,datasets/global_test_set.npz,,0.5725
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,100,98,,0.3569290864566101,0.2889166666666666,0.06275000000000008,0.2,datasets/global_test_set.npz,,0.5627500000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,101,99,,0.3669130054610611,0.287,0.0625,0.2,datasets/global_test_set.npz,,0.5625
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,102,100,,0.0771176815237126,0.26775,0.05174999999999996,0.2,datasets/global_test_set.npz,,0.55175
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,0,1,,0.205704651966135,0.2954166666666667,0.06425000000000003,0.2,datasets/global_test_set.npz,,0.56425
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,1,2,,0.3443425992203541,0.2846666666666667,0.08725000000000005,0.2,datasets/global_test_set.npz,,0.58725
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,2,3,,0.2273590894217744,0.2693333333333333,0.04400000000000004,0.2,datasets/global_test_set.npz,,0.544
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,3,4,,0.2795107848091101,0.43275,0.16674999999999995,0.2,datasets/global_test_set.npz,,0.66675
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,5,5,,0.0967900721591886,0.2575,0.04049999999999998,0.2,datasets/global_test_set.npz,,0.5405
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,6,6,,0.1271395968617,0.26425,0.02400000000000002,0.2,datasets/global_test_set.npz,,0.524
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,7,7,,0.1884171439773884,0.3054166666666667,0.09050000000000002,0.2,datasets/global_test_set.npz,,0.5905
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,8,8,,0.579989853208106,0.3200833333333334,0.07224999999999993,0.2,datasets/global_test_set.npz,,0.5722499999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,9,9,,0.2469207259160751,0.2856666666666667,0.05774999999999997,0.2,datasets/global_test_set.npz,,0.55775
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,10,10,,0.4887431711548984,0.3114166666666667,0.10399999999999998,0.2,datasets/global_test_set.npz,,0.604
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,11,11,,0.535957737020716,0.2713333333333333,0.028999999999999915,0.2,datasets/global_test_set.npz,,0.5289999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,12,12,,0.5518027980602004,0.3645833333333333,0.10850000000000004,0.2,datasets/global_test_set.npz,,0.6085
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,13,13,,0.1384651753036062,0.2626666666666666,0.048250000000000015,0.2,datasets/global_test_set.npz,,0.54825
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,14,14,,0.3309230974849747,0.29275,0.04899999999999993,0.2,datasets/global_test_set.npz,,0.5489999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,15,15,,0.2256841362495861,0.2928333333333333,0.05149999999999999,0.2,datasets/global_test_set.npz,,0.5515
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,16,16,,0.1076345019995905,0.2448333333333333,0.015249999999999986,0.2,datasets/global_test_set.npz,,0.51525
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,17,17,,0.332363343421148,0.3168333333333333,0.0475000000000001,0.2,datasets/global_test_set.npz,,0.5475000000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,18,18,,0.2273796571797864,0.2753333333333334,0.05499999999999994,0.2,datasets/global_test_set.npz,,0.5549999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,19,19,,0.1540305305482229,0.2665833333333334,0.056499999999999995,0.2,datasets/global_test_set.npz,,0.5565
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,20,20,,0.1998317569119116,0.31925,0.08274999999999999,0.2,datasets/global_test_set.npz,,0.58275
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,21,21,,0.2932548352695203,0.3070833333333334,0.06125000000000003,0.2,datasets/global_test_set.npz,,0.56125
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,22,22,,0.0768998537749165,0.2875,0.03750000000000009,0.2,datasets/global_test_set.npz,,0.5375000000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,23,23,,0.5220344904650288,0.3001666666666667,0.07599999999999996,0.2,datasets/global_test_set.npz,,0.576
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,24,24,,0.381409973655142,0.302,0.07424999999999993,0.2,datasets/global_test_set.npz,,0.5742499999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,25,25,,0.1558393946085469,0.2773333333333334,0.0625,0.2,datasets/global_test_set.npz,,0.5625
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,26,26,,0.1276894881525151,0.2758333333333334,0.06725000000000003,0.2,datasets/global_test_set.npz,,0.56725
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,28,27,,0.0757563251896741,0.256,0.02300000000000002,0.2,datasets/global_test_set.npz,,0.523
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,29,28,,0.5090498061259342,0.281,0.05525000000000002,0.2,datasets/global_test_set.npz,,0.55525
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,30,29,,0.5054350072271926,0.3033333333333334,0.07624999999999993,0.2,datasets/global_test_set.npz,,0.5762499999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,31,30,,0.1691059723419495,0.2933333333333334,0.060250000000000026,0.2,datasets/global_test_set.npz,,0.56025
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,32,31,,0.4780570506901072,0.3116666666666667,0.06275000000000008,0.2,datasets/global_test_set.npz,,0.5627500000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,33,32,,0.1890711032509723,0.2655,0.034499999999999975,0.2,datasets/global_test_set.npz,,0.5345
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,34,33,,0.3710964835864567,0.2869166666666666,0.05249999999999999,0.2,datasets/global_test_set.npz,,0.5525
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,35,34,,0.1998891917671468,0.2986666666666667,0.062000000000000055,0.2,datasets/global_test_set.npz,,0.562
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,36,35,,0.1727174516081736,0.2728333333333333,0.04674999999999996,0.2,datasets/global_test_set.npz,,0.54675
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,37,36,,0.1716697027379171,0.258,0.0402499999999999,0.2,datasets/global_test_set.npz,,0.5402499999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,38,37,,0.7661071922402676,0.3178333333333334,0.07800000000000007,0.2,datasets/global_test_set.npz,,0.5780000000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,39,38,,0.3531625306920855,0.3590833333333333,0.09275,0.2,datasets/global_test_set.npz,,0.59275
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,40,39,,0.2524687213309213,0.3015,0.08099999999999996,0.2,datasets/global_test_set.npz,,0.581
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,41,40,,0.0578863984402767,0.2744166666666666,0.06800000000000006,0.2,datasets/global_test_set.npz,,0.5680000000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,42,41,,0.1297865247990985,0.2755,0.05725000000000002,0.2,datasets/global_test_set.npz,,0.55725
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,43,42,,0.2621919152772601,0.3147500000000001,0.06974999999999998,0.2,datasets/global_test_set.npz,,0.56975
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,44,43,,0.2399995956308791,0.2653333333333333,0.05225000000000002,0.2,datasets/global_test_set.npz,,0.55225
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,45,44,,0.3541274825196883,0.2539166666666667,0.042750000000000066,0.2,datasets/global_test_set.npz,,0.5427500000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,46,45,,0.2827367835856244,0.3239166666666667,0.09299999999999997,0.2,datasets/global_test_set.npz,,0.593
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,47,46,,0.2241097608338077,0.2695833333333333,0.058499999999999996,0.2,datasets/global_test_set.npz,,0.5585
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,48,47,,0.1766728050438173,0.2671666666666666,0.04049999999999998,0.2,datasets/global_test_set.npz,,0.5405
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,49,48,,0.613105894735843,0.321,0.08899999999999997,0.2,datasets/global_test_set.npz,,0.589
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,50,49,,0.2432221451239945,0.3011666666666667,0.0625,0.2,datasets/global_test_set.npz,,0.5625
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,51,50,,0.4532918754757429,0.36125,0.11475000000000002,0.2,datasets/global_test_set.npz,,0.61475
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,52,51,,0.1217524142758429,0.31475,0.09899999999999998,0.2,datasets/global_test_set.npz,,0.599
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,53,52,,0.2863427841404596,0.2950833333333333,0.06800000000000006,0.2,datasets/global_test_set.npz,,0.5680000000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,54,53,,0.1996472928829931,0.2971666666666667,0.04800000000000004,0.2,datasets/global_test_set.npz,,0.548
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,55,54,,0.1507809677635682,0.2591666666666667,0.03774999999999995,0.2,datasets/global_test_set.npz,,0.53775
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,56,55,,0.1574993923319497,0.2584999999999999,0.03699999999999992,0.2,datasets/global_test_set.npz,,0.5369999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,57,56,,0.779251903786858,0.3658333333333334,0.11499999999999999,0.2,datasets/global_test_set.npz,,0.615
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,58,57,,0.3389723575193156,0.279,0.04200000000000004,0.2,datasets/global_test_set.npz,,0.542
