algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,correlation_matrix_difference,k_marginal_tvd,nnaa,noise_level,test_dataset_path,train_dataset_path
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,91,89,,1.3662144102207217,0.3559166666666667,0.6165,0.2,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,92,90,,0.5929925420724894,0.3011666666666667,0.56225,0.2,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,93,91,,1.494294386929358,0.3996666666666666,0.627,0.2,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,94,92,,0.5426088951684482,0.28758333333333336,0.56325,0.2,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,95,93,,1.332876819860631,0.3258333333333333,0.55775,0.2,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,96,94,,0.962460290520893,0.31375000000000003,0.56325,0.2,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,97,95,,0.8325296970298933,0.30716666666666664,0.5795,0.2,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,98,96,,0.97721772161753,0.3515833333333333,0.5795,0.2,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,99,97,,0.3322027582904517,0.2933333333333334,0.5725,0.2,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,100,98,,0.3569290864566101,0.28891666666666665,0.5627500000000001,0.2,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,101,99,,0.36691300546106115,0.28700000000000003,0.5625,0.2,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,102,100,,0.07711768152371264,0.26775000000000004,0.55175,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,0,1,,0.205704651966135,0.2954166666666667,0.56425,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,1,2,,0.3443425992203541,0.2846666666666667,0.58725,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,2,3,,0.22735908942177446,0.26933333333333337,0.544,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,3,4,,0.2795107848091101,0.43275,0.66675,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,5,5,,0.0967900721591886,0.2575,0.5405,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,6,6,,0.1271395968617,0.26425000000000004,0.524,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,7,7,,0.1884171439773884,0.3054166666666667,0.5905,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,8,8,,0.579989853208106,0.3200833333333334,0.5722499999999999,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,9,9,,0.24692072591607514,0.2856666666666667,0.55775,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,10,10,,0.4887431711548984,0.31141666666666673,0.604,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,11,11,,0.535957737020716,0.27133333333333337,0.5289999999999999,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,12,12,,0.5518027980602004,0.3645833333333333,0.6085,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,13,13,,0.13846517530360625,0.26266666666666666,0.54825,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,14,14,,0.3309230974849747,0.29275,0.5489999999999999,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,15,15,,0.22568413624958614,0.29283333333333333,0.5515,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,16,16,,0.10763450199959052,0.24483333333333332,0.51525,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,17,17,,0.33236334342114804,0.31683333333333336,0.5475000000000001,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,18,18,,0.22737965717978648,0.2753333333333334,0.5549999999999999,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,19,19,,0.15403053054822297,0.2665833333333334,0.5565,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,20,20,,0.19983175691191166,0.31925000000000003,0.58275,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,21,21,,0.2932548352695203,0.3070833333333334,0.56125,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,22,22,,0.07689985377491651,0.2875,0.5375000000000001,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,23,23,,0.5220344904650288,0.3001666666666667,0.576,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,24,24,,0.381409973655142,0.30200000000000005,0.5742499999999999,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,25,25,,0.15583939460854693,0.2773333333333334,0.5625,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,26,26,,0.1276894881525151,0.2758333333333334,0.56725,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,28,27,,0.07575632518967416,0.256,0.523,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,29,28,,0.5090498061259342,0.281,0.55525,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,30,29,,0.5054350072271926,0.3033333333333334,0.5762499999999999,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,31,30,,0.16910597234194957,0.2933333333333334,0.56025,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,32,31,,0.4780570506901072,0.3116666666666667,0.5627500000000001,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,33,32,,0.18907110325097237,0.2655,0.5345,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,34,33,,0.3710964835864567,0.28691666666666665,0.5525,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,35,34,,0.19988919176714687,0.2986666666666667,0.562,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,36,35,,0.17271745160817364,0.2728333333333333,0.54675,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,37,36,,0.17166970273791718,0.258,0.5402499999999999,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,38,37,,0.7661071922402676,0.3178333333333334,0.5780000000000001,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,39,38,,0.35316253069208553,0.35908333333333337,0.59275,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,40,39,,0.2524687213309213,0.30150000000000005,0.581,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,41,40,,0.057886398440276744,0.27441666666666664,0.5680000000000001,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,42,41,,0.12978652479909852,0.2755,0.55725,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,43,42,,0.26219191527726016,0.3147500000000001,0.56975,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,44,43,,0.23999959563087914,0.26533333333333337,0.55225,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,45,44,,0.3541274825196883,0.25391666666666673,0.5427500000000001,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,46,45,,0.28273678358562443,0.32391666666666674,0.593,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,47,46,,0.2241097608338077,0.26958333333333334,0.5585,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,48,47,,0.17667280504381733,0.26716666666666666,0.5405,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,49,48,,0.613105894735843,0.321,0.589,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,50,49,,0.24322214512399454,0.3011666666666667,0.5625,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,51,50,,0.45329187547574296,0.36125000000000007,0.61475,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,52,51,,0.1217524142758429,0.31475000000000003,0.599,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,53,52,,0.2863427841404596,0.29508333333333336,0.5680000000000001,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,54,53,,0.19964729288299318,0.2971666666666667,0.548,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,55,54,,0.15078096776356822,0.2591666666666667,0.53775,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,56,55,,0.15749939233194976,0.25849999999999995,0.5369999999999999,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,57,56,,0.779251903786858,0.3658333333333334,0.615,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,58,57,,0.33897235751931565,0.279,0.542,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,59,58,,0.1565850667578167,0.27841666666666665,0.5347500000000001,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,61,59,,1.0543488098657872,0.33933333333333343,0.5894999999999999,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,62,60,,0.14202028327209965,0.3064166666666667,0.542,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,63,61,,0.12414425683000356,0.25275,0.527,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,64,62,,0.1296440454291518,0.24850000000000003,0.5225,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,65,63,,0.13020967699452535,0.2729166666666667,0.5622499999999999,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,66,64,,0.21042526049533694,0.30550000000000005,0.57075,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,67,65,,0.28564811973147763,0.3416666666666666,0.6114999999999999,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,68,66,,0.5312177848211601,0.2873333333333334,0.5715,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,69,67,,0.35525590729133993,0.29708333333333337,0.5755,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,70,68,,0.20457395961806338,0.36441666666666667,0.615,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,71,69,,0.3365147095146032,0.2636666666666667,0.5642499999999999,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,72,70,,0.19061005476347667,0.2770000000000001,0.55425,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,73,71,,0.4812941981549469,0.34566666666666673,0.62325,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,74,72,,0.4895172930942158,0.29191666666666666,0.573,0.2,datasets/global_test_set.npz,
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,75,73,,0.12893141604512826,0.26058333333333333,0.5489999999999999,0.2,datasets/global_test_set.npz,
