algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,correlation_matrix_difference,k_marginal_tvd,nnaa,noise_level,test_dataset_path,train_dataset_path
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,27,28,,1.1598351349287253,0.31800000000000006,0.5885,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,28,29,,0.5456692200598416,0.27133333333333337,0.5405,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,29,30,,1.035492155041573,0.3149166666666667,0.58325,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,31,31,,0.21622274473935635,0.29833333333333334,0.562,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,32,32,,1.0326370472151778,0.323,0.59125,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,33,33,,0.4688699880934249,0.2648333333333333,0.54,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,34,34,,0.6790407019988984,0.30475,0.53975,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,35,35,,0.32648021737543254,0.30224999999999996,0.56525,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,36,36,,0.4401341600238203,0.28675,0.54775,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,37,37,,0.8472861598966999,0.2818333333333333,0.56125,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,38,38,,1.2480953001415085,0.32016666666666665,0.5722499999999999,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,39,39,,0.6934492402948057,0.36508333333333337,0.5965,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,40,40,,0.8074585090932005,0.31316666666666676,0.60225,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,41,41,,0.22381259744551307,0.2933333333333334,0.577,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,42,42,,0.5254867817469215,0.29941666666666666,0.569,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,43,43,,0.9852176668962628,0.3441666666666667,0.5985,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,44,44,,0.8054322831638208,0.28800000000000003,0.56175,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,45,45,,0.5882091993963375,0.272,0.54625,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,46,46,,0.6683495921419238,0.34675000000000006,0.5845,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,47,47,,0.5451727267643892,0.29875,0.5902499999999999,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,48,48,,0.466965125859319,0.27566666666666667,0.5447500000000001,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,49,49,,0.9941577813762217,0.3136666666666667,0.5705,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,50,50,,0.7247120875584115,0.31941666666666674,0.5785,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,51,51,,0.48399736091785694,0.32908333333333334,0.5882499999999999,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,52,52,,0.3931725341810122,0.3455000000000001,0.623,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,53,53,,0.8092757658966008,0.3143333333333334,0.5762499999999999,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,54,54,,0.6720330057946979,0.30208333333333337,0.5702499999999999,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,55,55,,0.5595685437768602,0.27908333333333335,0.55225,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,56,56,,0.6381617775077051,0.2714166666666667,0.55175,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,57,57,,0.7221334437349343,0.31025,0.581,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,58,58,,0.8315558657148301,0.3115833333333333,0.55925,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,59,59,,0.47891914445370465,0.2956666666666667,0.5609999999999999,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,61,60,,1.5044245766737543,0.3620833333333333,0.607,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,62,61,,0.36256558427113883,0.296,0.54625,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,63,62,,0.33988001058970596,0.27608333333333335,0.5445,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,64,63,,0.39909530631688,0.27183333333333337,0.54175,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,65,64,,0.42376457739736784,0.28225000000000006,0.5745,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,66,65,,1.0187046579624572,0.3474166666666667,0.6152500000000001,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,67,66,,0.510355702816476,0.35766666666666663,0.6214999999999999,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,68,67,,0.950615166852377,0.30883333333333335,0.5700000000000001,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,69,68,,0.648689124289493,0.32775,0.5760000000000001,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,70,69,,0.2692727071126274,0.355,0.6215,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,71,70,,0.44676361835136746,0.26991666666666675,0.5640000000000001,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,72,71,,0.8217821148071789,0.29983333333333334,0.5675,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,73,72,,0.42480492843167367,0.3455,0.6105,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,74,73,,1.1967891027266988,0.32,0.57075,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,75,74,,0.3304163832106288,0.28491666666666665,0.541,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,76,75,,0.24428514963668144,0.2963333333333333,0.5589999999999999,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,77,76,,0.6365004790017859,0.27708333333333335,0.56575,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,78,77,,0.319387804406823,0.2576666666666667,0.5425,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,79,78,,0.769402877762495,0.3091666666666667,0.55775,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,80,79,,0.5523701803497456,0.29741666666666666,0.56375,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,81,80,,0.586510306503612,0.2684166666666667,0.5435,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,82,81,,0.33966867607774015,0.28775,0.53925,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,83,82,,0.8581450020154634,0.30975,0.57475,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,84,83,,0.764631475708672,0.36200000000000004,0.5992500000000001,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,85,84,,0.5587131431679151,0.33516666666666667,0.5842499999999999,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,86,85,,0.8022438639448326,0.31583333333333335,0.5922499999999999,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,87,86,,0.33994014124783634,0.266,0.56675,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,88,87,,0.8384642143650164,0.33408333333333334,0.58475,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,89,88,,0.7734382727307284,0.28625,0.5542499999999999,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,90,89,,0.30561791482733713,0.3291666666666667,0.59175,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,91,90,,1.179789395745505,0.35125000000000006,0.616,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,92,91,,0.8197253271201923,0.3375000000000001,0.5834999999999999,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,93,92,,1.3331027535342581,0.37433333333333335,0.62575,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,94,93,,1.0768444633319074,0.3154166666666667,0.59775,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,95,94,,1.1856632248439805,0.31525,0.583,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,96,95,,0.9660491523835812,0.29525,0.5467500000000001,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,97,96,,0.6508481715812907,0.30500000000000005,0.5589999999999999,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,98,97,,1.0554874377635293,0.35033333333333333,0.5972500000000001,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,99,98,,0.42145293251250643,0.29308333333333336,0.563,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,100,99,,0.9042588689282051,0.3121666666666667,0.5922499999999999,0.5,datasets/global_test_set.npz,
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,101,100,,0.5905952695831295,0.2983333333333334,0.5822499999999999,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,0,1,,0.46852539517661146,0.28783333333333344,0.5569999999999999,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,2,0,20,1,2,,1.1943404098036163,0.32233333333333336,0.59175,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [], ""undirected"": [2]}, 2: {""parents"": [], ""undirected"": [1]}, 3: {""parents"": [], ""undirected"": []}}",4,0,1,20,2,3,,0.8411219097783048,0.27658333333333335,0.56525,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,2,0,20,3,4,,1.0819031166052797,0.4164999999999999,0.65525,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,2,0,20,4,5,,0.29666277521443535,0.28275000000000006,0.55075,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": [1]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,0,2,20,5,6,,0.5885515035782571,0.2618333333333333,0.56125,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,6,7,,0.4293950939702514,0.2701666666666667,0.519,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": [1]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,0,2,20,7,8,,0.26539129409817824,0.3265,0.61175,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [], ""undirected"": [2]}, 2: {""parents"": [], ""undirected"": [1, 3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,0,2,20,8,9,,1.1893660775280386,0.33383333333333337,0.579,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,9,10,,0.24506775407622686,0.29833333333333334,0.56,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,2,0,20,10,11,,1.0347420879395077,0.31583333333333335,0.60425,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,11,12,,0.6714247718272531,0.28258333333333335,0.54425,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": [1]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,0,2,20,12,13,,0.5569763697067878,0.35625,0.61225,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,13,14,,0.26340842819390414,0.2834166666666667,0.548,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,14,15,,0.5040850558795562,0.28983333333333333,0.5665,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,2,0,20,15,16,,0.2196874855371419,0.3140833333333333,0.5782499999999999,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,16,17,,0.14298868949129576,0.25225000000000003,0.5365,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,17,18,,0.532687310296768,0.2980833333333333,0.5635,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,18,19,,0.2944290930654861,0.2683333333333333,0.56025,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,2,0,20,19,20,,0.43021682303322456,0.2979166666666667,0.569,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,20,21,,0.6770511564491455,0.3246666666666667,0.59375,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,21,22,,0.959594624747192,0.3044166666666667,0.58325,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,22,23,,0.13461158977760415,0.276,0.5429999999999999,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [], ""undirected"": [2]}, 2: {""parents"": [], ""undirected"": [1]}, 3: {""parents"": [], ""undirected"": []}}",4,0,1,20,23,24,,0.8727895986005342,0.3121666666666667,0.5985,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,24,25,,0.5328651825606238,0.29841666666666666,0.5707500000000001,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,2,0,20,25,26,,0.46870587226175536,0.2861666666666667,0.57925,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,26,27,,0.1913261628660817,0.27475,0.5725,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [], ""undirected"": [2]}, 2: {""parents"": [], ""undirected"": [1]}, 3: {""parents"": [], ""undirected"": []}}",4,0,1,20,27,28,,1.1598351349287253,0.31800000000000006,0.5885,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,28,29,,0.3830593795424841,0.2559166666666667,0.53775,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,29,30,,0.7610913074087238,0.30125,0.57575,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,31,31,,0.2165283024828506,0.2859166666666667,0.5625,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [], ""undirected"": []}, 2: {""parents"": [1, 3], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,2,0,20,32,32,,1.1599831876145814,0.32975000000000004,0.5992500000000001,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,2,0,20,33,33,,0.4627849747400479,0.27375,0.538,0.5,datasets/global_test_set.npz,
cpdag_discovered,original,"X0,X1,X2,X3","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [0, 2], ""undirected"": []}, 2: {""parents"": [], ""undirected"": [3]}, 3: {""parents"": [], ""undirected"": [2]}}",4,2,1,20,34,34,,0.5219086353723466,0.2870833333333333,0.5405,0.5,datasets/global_test_set.npz,
