dataset,train_size,effect,ci_lower,ci_upper,p_value,p_holm,comparison,is_significant
csuite_nonlin_simpson,100,0.1629524655342101,0.1219665751457214,0.2071776390075684,9.19039850435332e-15,5.514239102611991e-14,vanilla_original_vs_topological,True
csuite_nonlin_simpson,200,0.0624508984088897,0.0278243422508239,0.1013009548187256,9.638686889926218e-06,4.819343444963109e-05,vanilla_original_vs_topological,True
csuite_nonlin_simpson,500,-0.0023142144680024,-0.0303426132202149,0.0250074863433837,0.8338723094405576,1.0,vanilla_original_vs_topological,False
csuite_nonlin_simpson,1000,0.0611826398372651,0.0302382202148439,0.0884460554122925,1.3595385568830117e-06,6.797692784415057e-06,vanilla_original_vs_topological,True
csuite_symprod_simpson,20,-0.0462897403901442,-0.0815361589193344,-0.0107540705315768,0.001336814474236,0.0066840723711801,vanilla_original_vs_topological,True
csuite_symprod_simpson,50,0.010032795369625,-0.0262518376111983,0.0472565367817878,0.4981839177712257,1.0,vanilla_original_vs_topological,False
csuite_symprod_simpson,100,-0.0033876239322126,-0.0287031605839728,0.0217211954295635,0.7155127213140642,1.0,vanilla_original_vs_topological,False
csuite_symprod_simpson,200,0.00794343277812,-0.0127006345968693,0.0291097536683082,0.2757356210934105,1.0,vanilla_original_vs_topological,False
csuite_symprod_simpson,500,0.0107183954678476,-0.0056936102379112,0.0272550932131707,0.0754672820319289,0.3773364101596446,vanilla_original_vs_topological,False
csuite_symprod_simpson,1000,0.0109176691081374,-0.0081482729334384,0.0281424018945544,0.1285764395425518,0.642882197712759,vanilla_original_vs_topological,False
csuite_weak_arrows,20,0.0162308290600776,-0.0133801847696304,0.0466572642326355,0.1477472085371342,0.5909888341485369,vanilla_original_vs_topological,False
csuite_weak_arrows,50,0.0172976702451706,-0.003555766920559,0.0388252437114716,0.0254231825157624,0.1525390950945744,vanilla_original_vs_topological,False
csuite_weak_arrows,100,0.0121161937713623,-0.0068478661971167,0.0316874980926513,0.0981611949127084,0.4908059745635422,vanilla_original_vs_topological,False
csuite_weak_arrows,200,0.015512816290371,-0.0001993775367737,0.0323091071648523,0.0136906635189791,0.0547626540759164,vanilla_original_vs_topological,False
csuite_weak_arrows,500,-0.0084231573538855,-0.0228884297804908,0.0053174936380235,0.0981611949127084,0.3748071889538785,vanilla_original_vs_topological,False
csuite_weak_arrows,1000,0.0150322875282726,0.0013695799913255,0.0278004330201073,0.003832475442483,0.0229948526548984,vanilla_original_vs_topological,True
custom_scm,20,0.8471518754959106,0.6331732273101807,1.0751983357059878,5.790255143573768e-14,2.3161020574295073e-13,vanilla_original_vs_topological,True
custom_scm,50,0.8257744527155122,0.6509809494018555,1.0147738456726074,1.1020511023218767e-16,5.510255511609384e-16,vanilla_original_vs_topological,True
custom_scm,100,0.5252735614776611,0.3660635948181152,0.694838285446167,2.540385380669566e-13,1.2701926903347829e-12,vanilla_original_vs_topological,True
custom_scm,200,0.0719308853149413,-0.0165259838104248,0.1680610179901123,0.0572504721619659,0.1717514164858977,vanilla_original_vs_topological,False
custom_scm,500,0.0653702997869291,-0.0085048675537109,0.1399204301250058,0.0251982742271116,0.1007930969084467,vanilla_original_vs_topological,False
custom_scm,1000,0.0751732587814331,0.0117044878590029,0.1475529670715332,0.0025663133753302,0.0128315668766512,vanilla_original_vs_topological,True
simglucose,20,31.289304025955342,13.586593627929688,51.67420196533203,0.0007435485144769,0.0007435485144769,vanilla_original_vs_topological,True
simglucose,50,14.945569284744412,-8.091221841126071,43.174700276031786,0.1833102218003396,0.1833102218003396,vanilla_original_vs_topological,False
simglucose,100,23.232968791351027,3.6924185594174337,44.12289145782528,0.0208574862603717,0.0208574862603717,vanilla_original_vs_topological,True
simglucose,200,34.44551347892747,25.33526611328125,44.321044921875,2.6806833296131677e-10,2.6806833296131677e-10,vanilla_original_vs_topological,True
simglucose,500,24.29961416725115,17.10759975112944,32.10468575164737,5.311468043336473e-10,5.311468043336473e-10,vanilla_original_vs_topological,True
simglucose,1000,9.060518972091526,0.81170654296875,16.37322998046875,0.0344666316769785,0.0344666316769785,vanilla_original_vs_topological,True
csuite_large_backdoor,20,0.0214461684226989,-0.0092678293585777,0.0520243495702743,0.0806947671176439,0.3133449107549024,vanilla_original_vs_worst,False
csuite_large_backdoor,50,0.0289128876795876,0.0054359696805477,0.0523435994982719,0.0015418077914324,0.0077090389571624,vanilla_original_vs_worst,True
csuite_large_backdoor,100,0.0117506608366966,-0.0046487152576446,0.0298495469770859,0.0581564215456164,0.2326256861824658,vanilla_original_vs_worst,False
csuite_large_backdoor,200,0.0093118890693295,-0.0058456868786597,0.0238329768180846,0.0913694854432102,0.3654779417728411,vanilla_original_vs_worst,False
csuite_large_backdoor,500,0.004489853978157,-0.0082288295883918,0.0171595425267004,0.3461409289190746,0.9393969138020808,vanilla_original_vs_worst,False
csuite_large_backdoor,1000,0.0020929917266476,-0.0114855170249939,0.0146042495112634,0.6425231921087418,0.6425231921087418,vanilla_original_vs_worst,False
csuite_mixed_confounding,20,0.066700130701065,0.0246453996263444,0.1112723387777805,0.0001512342302204,0.0004537026906614,vanilla_original_vs_worst,True
csuite_mixed_confounding,50,0.017394792612642,-0.0132177472114562,0.0495752692222595,0.1429955837300879,0.3754633786785987,vanilla_original_vs_worst,False
csuite_mixed_confounding,100,0.0238942503929138,0.0056851506233214,0.0422124564647673,0.0005853250706648,0.0023413002826595,vanilla_original_vs_worst,True
csuite_mixed_confounding,200,0.014869749546051,-0.0068870003782212,0.0379369258880615,0.0825012524037887,0.247503757211366,vanilla_original_vs_worst,False
csuite_mixed_confounding,500,0.0239675377048551,-0.0001400824151934,0.0489512979984282,0.013047485720484,0.0521899428819363,vanilla_original_vs_worst,False
csuite_mixed_confounding,1000,0.0268109474815427,0.0069557794407008,0.0465955734252929,0.0005492396394109,0.0027461981970546,vanilla_original_vs_worst,True
csuite_mixed_simpson,20,-0.0005096352547407,-0.0363259613513946,0.0367191135883331,0.9807981497441512,1.0,vanilla_original_vs_worst,False
csuite_mixed_simpson,50,-0.0143711753189563,-0.0471385879218578,0.0147792696952819,0.2069972897479258,0.6209918692437776,vanilla_original_vs_worst,False
csuite_mixed_simpson,100,-0.0432684011757373,-0.0729544907808303,-0.0121901644170283,0.0012440340007009,0.0037321020021029,vanilla_original_vs_worst,True
csuite_mixed_simpson,200,-0.0262313485145569,-0.0443245470523834,-0.0074699521064758,0.0009641238143119,0.0028923714429357,vanilla_original_vs_worst,True
csuite_mixed_simpson,500,-0.0077366083860397,-0.0279207825660705,0.0114357160627842,0.2990959214526674,0.8972877643580022,vanilla_original_vs_worst,False
csuite_mixed_simpson,1000,0.0092381679564714,-0.0096441507339477,0.0288847101628779,0.2368948638669006,0.7106845916007019,vanilla_original_vs_worst,False
csuite_nonlin_simpson,20,-0.0231589972972869,-0.0856458842754364,0.0404436290264129,0.3881267260191617,0.9519315235887424,vanilla_original_vs_worst,False
csuite_nonlin_simpson,50,-0.002323530614376,-0.0487161026000977,0.0437009334564209,0.9069368853915614,1.0,vanilla_original_vs_worst,False
csuite_nonlin_simpson,100,-0.0164075791835785,-0.052223801612854,0.0211079120635986,0.2864775738440115,0.8594327215320345,vanilla_original_vs_worst,False
csuite_nonlin_simpson,200,0.0029569864273071,-0.0247316360473632,0.0304961204528809,0.8204786096104631,1.0,vanilla_original_vs_worst,False
csuite_nonlin_simpson,500,-0.0092360422611237,-0.0359016404151917,0.017803430557251,0.3120798490408729,1.0,vanilla_original_vs_worst,False
csuite_nonlin_simpson,1000,-0.0096704065799713,-0.0326646313667298,0.0131967067718505,0.3170431898121025,0.9511295694363076,vanilla_original_vs_worst,False
csuite_symprod_simpson,20,0.0550054016327485,0.0161239477954804,0.0941385105252265,0.0001598275961821,0.0009589655770928,vanilla_original_vs_worst,True
csuite_symprod_simpson,50,0.0666466914117336,0.0256946384906768,0.1081538354586809,3.746988239658441e-05,0.0002248192943795,vanilla_original_vs_worst,True
csuite_symprod_simpson,100,0.019693138077855,-0.0067416355013847,0.0468105897307395,0.0516437060347023,0.3098622362082139,vanilla_original_vs_worst,False
csuite_symprod_simpson,200,-0.0030064405873418,-0.0242375507950783,0.0160664394497871,0.6698511676891292,1.0,vanilla_original_vs_worst,False
csuite_symprod_simpson,500,-0.003635068424046,-0.02074044518359,0.0125150713678449,0.5247177003787094,0.8661529065687117,vanilla_original_vs_worst,False
csuite_symprod_simpson,1000,0.0103555451808497,-0.0097810067236423,0.0288739385474473,0.1637645170282948,0.642882197712759,vanilla_original_vs_worst,False
csuite_weak_arrows,20,0.0387809684774837,0.0079364102883263,0.0694908127188682,0.001143320987677,0.006859925926062,vanilla_original_vs_worst,True
csuite_weak_arrows,50,0.0089819133281707,-0.0080599188804626,0.0255432128906249,0.1546009710035258,0.6184038840141034,vanilla_original_vs_worst,False
csuite_weak_arrows,100,-0.0019021779298782,-0.01624085722398,0.0129845142364502,0.7283878786577169,1.0,vanilla_original_vs_worst,False
csuite_weak_arrows,200,0.0026715397834777,-0.0099566578865051,0.0146953839259223,0.6084337865773708,1.0,vanilla_original_vs_worst,False
csuite_weak_arrows,500,-0.0076176971197128,-0.0178291797637938,0.0035671669440344,0.0663479749390851,0.3317398746954256,vanilla_original_vs_worst,False
csuite_weak_arrows,1000,-0.0099392345449886,-0.0199810486836358,-0.0003918927712364,0.0199255992854234,0.0398511985708468,vanilla_original_vs_worst,True
custom_scm,20,-1.123063302665349,-1.409568190574646,-0.835391879081726,6.836767705041718e-13,2.0510303115125154e-12,vanilla_original_vs_worst,True
custom_scm,50,-0.1451249718666076,-0.3243255019187927,0.0495916604995727,0.0749039122437255,0.149807824487451,vanilla_original_vs_worst,False
custom_scm,100,-0.0887592816060821,-0.3081567287445067,0.1178904439186894,0.3695040274340559,0.7390080548681119,vanilla_original_vs_worst,False
custom_scm,200,-0.2864458893561519,-0.4651373957419552,-0.1062080000662959,0.0001081437928602,0.0004325751714409,vanilla_original_vs_worst,True
custom_scm,500,-0.0884364628499785,-0.2005515098571778,0.0248544645893495,0.0488200207262864,0.1464600621788593,vanilla_original_vs_worst,False
custom_scm,1000,-0.0096761535722133,-0.1026386784923154,0.0872199535369872,0.7674623006604582,1.0,vanilla_original_vs_worst,False
