algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,ate_difference,ate_relative_error,ate_synthetic,ate_test,dataset_name,intervention_values,intervention_variable,n_synthetic_samples,n_test_samples,synthetic_data_path,target_variable,test_dataset_path,train_dataset_path
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,11,12,x0_0;x2_0;x4_0;x5_0;x7_0,0.2106085900701582,0.2054634819392955,1.2356500625610352,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s11.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s11.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,12,13,x0_0;x2_0;x4_0;x5_0;x7_0,0.0584175701700151,0.0569904454968626,0.9666239023208618,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s12.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s12.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,13,14,x0_0;x2_0;x4_0;x5_0;x7_0,0.054484021242708,0.0531529920543706,0.970557451248169,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s13.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s13.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,14,15,x0_0;x2_0;x4_0;x5_0;x7_0,0.8204809840284288,0.8004368662612636,0.2045604884624481,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s14.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s14.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,15,16,x0_0;x2_0;x4_0;x5_0;x7_0,0.9187642227374018,0.8963190733198153,0.1062772497534751,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s15.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s15.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,16,17,x0_0;x2_0;x4_0;x5_0;x7_0,0.3837241645418108,0.3743498920188578,0.6413173079490662,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s16.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s16.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,17,18,x0_0;x2_0;x4_0;x5_0;x7_0,0.5464950318895281,0.5331443132359622,0.4785464406013489,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s17.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s17.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,18,19,x0_0;x2_0;x4_0;x5_0;x7_0,0.8450028415285051,0.824359661736541,0.1800386309623718,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s18.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s18.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,19,20,x0_0;x2_0;x4_0;x5_0;x7_0,0.2124307270608842,0.2072411046400612,0.8126107454299927,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s19.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s19.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,20,21,x0_0;x2_0;x4_0;x5_0;x7_0,0.4367699142061174,0.4260997490616213,0.5882715582847595,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s20.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s20.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,21,22,x0_0;x2_0;x4_0;x5_0;x7_0,0.2652924175821245,0.2588113990524278,0.7597490549087524,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s21.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s21.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,22,23,x0_0;x2_0;x4_0;x5_0;x7_0,0.151796210233122,0.1480878718636168,1.176837682723999,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s22.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s22.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,23,24,x0_0;x2_0;x4_0;x5_0;x7_0,0.4616701717935503,0.450391700417428,0.5633713006973267,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s23.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s23.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,24,25,x0_0;x2_0;x4_0;x5_0;x7_0,0.1496946330629289,0.1460376356277246,0.875346839427948,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s24.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s24.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,25,26,x0_0;x2_0;x4_0;x5_0;x7_0,0.5437802787385881,0.5304958807346479,0.4812611937522888,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s25.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s25.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,26,27,x0_0;x2_0;x4_0;x5_0;x7_0,0.9483903239928186,0.9252214173229556,0.0766511484980583,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s26.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s26.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,27,28,x0_0;x2_0;x4_0;x5_0;x7_0,0.0333891992010175,0.0325735105330723,1.0584306716918943,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s27.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s27.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,28,29,x0_0;x2_0;x4_0;x5_0;x7_0,0.3356017585359514,0.3274031027451314,0.6894397139549255,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s28.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s28.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,29,30,x0_0;x2_0;x4_0;x5_0;x7_0,0.0622125979028642,0.0606927617783952,0.9628288745880128,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s29.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s29.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,30,31,x0_0;x2_0;x4_0;x5_0;x7_0,0.4838428612314165,0.472022717340076,0.5411986112594604,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s30.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s30.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,31,32,x0_0;x2_0;x4_0;x5_0;x7_0,0.1137865896783769,0.1110068155602257,0.9112548828125,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s31.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s31.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,32,33,x0_0;x2_0;x4_0;x5_0;x7_0,0.0273512120805681,0.0266830297257182,0.9976902604103088,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s32.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s32.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,33,34,x0_0;x2_0;x4_0;x5_0;x7_0,0.8177686150632799,0.7977907597007575,0.207272857427597,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s33.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s33.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,34,35,x0_0;x2_0;x4_0;x5_0;x7_0,0.0792926434911787,0.07735554669656,1.1043341159820557,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s34.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s34.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,35,36,x0_0;x2_0;x4_0;x5_0;x7_0,0.4939649816118181,0.4818975571900233,0.5310764908790588,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s35.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s35.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,36,37,x0_0;x2_0;x4_0;x5_0;x7_0,0.2818313952051103,0.2749463341422204,0.7432100772857666,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s36.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s36.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,37,38,x0_0;x2_0;x4_0;x5_0;x7_0,0.0062471743188798,0.0060945576218483,1.018794298171997,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s37.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s37.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,38,39,x0_0;x2_0;x4_0;x5_0;x7_0,0.0166269655786455,0.0162207735246473,1.0084145069122314,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s38.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s38.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,39,40,x0_0;x2_0;x4_0;x5_0;x7_0,0.4612385745607317,0.4499706469826144,0.5638028979301453,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s39.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s39.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,40,41,x0_0;x2_0;x4_0;x5_0;x7_0,0.7407996539510786,0.7227021284816082,1.7658411264419556,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s40.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s40.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,41,42,x0_0;x2_0;x4_0;x5_0;x7_0,0.2417802329622209,0.2358736104351844,0.783261239528656,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s41.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s41.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,42,43,x0_0;x2_0;x4_0;x5_0;x7_0,0.4153675551973284,0.4052202436141189,0.6096739172935486,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s42.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s42.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,43,44,x0_0;x2_0;x4_0;x5_0;x7_0,0.4656583185754717,0.4542824179044288,0.5593831539154053,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s43.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s43.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,44,45,x0_0;x2_0;x4_0;x5_0;x7_0,0.0636134262643755,0.0620593683002827,0.9614280462265016,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s44.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s44.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,46,47,x0_0;x2_0;x4_0;x5_0;x7_0,0.7085102681554853,0.6912015632243516,1.7335517406463623,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s46.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s46.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,47,48,x0_0;x2_0;x4_0;x5_0;x7_0,1.0563628341518343,1.030556189677717,-0.0313213616609573,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s47.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s47.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,48,49,x0_0;x2_0;x4_0;x5_0;x7_0,0.4549152736105024,0.4438018224814326,1.4799567461013794,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s48.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s48.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,49,50,x0_0;x2_0;x4_0;x5_0;x7_0,0.027800511892885,0.027121353271033,0.997240960597992,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s49.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s49.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,50,51,x0_0;x2_0;x4_0;x5_0;x7_0,1.001255911167711,0.9767955131948308,0.0237855613231658,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s50.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s50.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,51,52,x0_0;x2_0;x4_0;x5_0;x7_0,0.6898352320753038,0.6729827529797273,0.3352062404155731,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s51.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s51.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,52,53,x0_0;x2_0;x4_0;x5_0;x7_0,0.7092717702947557,0.691944462082307,0.3157697021961212,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s52.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s52.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,53,54,x0_0;x2_0;x4_0;x5_0;x7_0,1.0114971663318575,0.9867865773995402,0.0135443061590194,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s53.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s53.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,54,55,x0_0;x2_0;x4_0;x5_0;x7_0,0.6319863681234419,0.6165471203693826,1.6570278406143188,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s54.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s54.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,56,57,x0_0;x2_0;x4_0;x5_0;x7_0,0.9475377019010484,0.9243896245471002,0.0775037705898284,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s56.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s56.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,57,58,x0_0;x2_0;x4_0;x5_0;x7_0,0.1130726452432573,0.1103103125851951,0.9119688272476196,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s57.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s57.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,58,59,x0_0;x2_0;x4_0;x5_0;x7_0,0.6699209030233324,0.6535549253391744,0.3551205694675445,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s58.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s58.npz
vanilla,original,"x0_0,x1_0,x2_0,x3_0,x4_0,x5_0,x6_0,x7_0,x8_0,x9_0,x10_0,x11_0",no_graph,0,0,0,20,59,60,x0_0;x2_0;x4_0;x5_0;x7_0,0.3281576152406633,0.3201408177595312,0.6968838572502136,1.025041472490877,csuite_mixed_confounding,"0,1",x0_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s59.npz,x1_0,datasets/global_test_set.npz,datasets/train_ts20_s59.npz
