algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,ate_difference,ate_relative_error,ate_synthetic,ate_test,dataset_name,intervention_values,intervention_variable,n_synthetic_samples,n_test_samples,synthetic_data_path,target_variable,test_dataset_path,train_dataset_path
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,10,11,,1.6181038365364075,0.8268393164505523,0.3388711214065552,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s10.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s10.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,11,12,,1.228580807209015,0.6277958755795294,0.7283941507339478,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s11.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s11.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,12,13,,0.6966502413749696,0.355983217131833,1.2603247165679932,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s12.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s12.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,13,14,,1.3956165657043458,0.7131499358434927,0.5613583922386169,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s13.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s13.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,14,15,,0.1712628350257874,0.0875140656913704,1.7857121229171753,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s14.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s14.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,15,16,,1.0257859482765197,0.5241691745277902,2.9827609062194824,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s15.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s15.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,16,17,,0.997616316318512,0.5097746970493365,2.9545912742614746,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s16.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s16.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,17,18,,0.5005306944847108,0.2557675520849966,1.456444263458252,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s17.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s17.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,18,19,,1.307302023410797,0.6680218457087171,3.26427698135376,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s18.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s18.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,20,21,,1.7045603737831116,0.8710179794915864,0.2524145841598511,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s20.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s20.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,21,22,,0.1069536461830138,0.0546525369417277,2.063928604125977,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s21.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s21.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,22,23,,1.395716522693634,0.7132010131395422,0.5612584352493286,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s22.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s22.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,23,24,,0.9707150802612304,0.4960283606702762,0.9862598776817322,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s23.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s23.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,24,25,,1.6189766869544984,0.8272853366791444,0.3379982709884643,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s24.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s24.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,25,26,,0.15454647397995,0.0789721265224561,1.8024284839630127,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s25.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s25.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,26,27,,0.8701481566429139,0.4446393926049793,1.0868268013000488,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s26.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s26.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,27,28,,0.6148342833518983,0.314175856393262,1.3421406745910645,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s27.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s27.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,28,29,,1.3454006061553956,0.6874899449758867,0.6115743517875671,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s28.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s28.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,29,30,,0.056156422138214,0.0286955241354962,2.0131313800811768,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s29.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s29.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,30,31,,0.375463222026825,0.1918589813849667,1.5815117359161377,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s30.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s30.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,31,32,,1.507066701412201,0.7701001462973883,0.4499082565307617,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s31.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s31.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,33,34,,0.5850834593772889,0.2989734012704426,1.3718914985656738,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s33.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s33.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,34,35,,1.1396936521530152,0.5823751844791017,0.8172813057899475,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s34.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s34.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,35,36,,0.3444000229835511,0.1759859121271335,1.6125749349594116,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s35.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s35.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,36,37,,0.4277425065040587,0.2185733163155405,2.384717464447021,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s36.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s36.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,37,38,,1.723957513332367,0.8809297770189519,0.2330174446105957,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s37.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s37.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,38,39,,1.0884880170822144,0.556209476602786,0.8684869408607483,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s38.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s38.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,39,40,,0.5223004565238953,0.2668917424844831,1.4346745014190674,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s39.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s39.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,40,41,,1.658307825088501,0.8473832628045481,0.2986671328544616,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s40.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s40.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,41,42,,0.303539131641388,0.1551062932151403,1.6534358263015747,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s41.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s41.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,42,43,,0.800468231678009,0.4090334566771391,2.757443189620972,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s42.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s42.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,43,44,,0.0421306834220887,0.021528473448824,1.914844274520874,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s43.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s43.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,44,45,,1.0742588982582093,0.5489385001570977,0.8827160596847534,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s44.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s44.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,45,46,,0.3054604277610779,0.156088061587746,1.6515145301818848,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s45.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s45.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,46,47,,1.144127224445343,0.5846407077421015,0.8128477334976196,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s46.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s46.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,47,48,,0.5952277436256408,0.3041570568952518,2.5522027015686035,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s47.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s47.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,48,49,,0.0813374772071837,0.0415628605144135,2.0383124351501465,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s48.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s48.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,49,50,,1.5029586300849915,0.7680009516651138,0.4540163278579712,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s49.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s49.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,50,51,,0.4274888978004456,0.2184437241086582,1.529486060142517,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s50.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s50.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,51,52,,0.3333769097328185,0.1703531812605519,2.290351867675781,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s51.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s51.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,52,53,,1.1021890892982482,0.5632106250643051,3.059164047241211,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s52.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s52.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,53,54,,0.1027525410652161,0.0525058027176916,1.8542224168777464,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s53.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s53.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,54,55,,1.699688588142395,0.8685285323880642,0.2572863698005676,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s54.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s54.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,55,56,,1.1560499415397645,0.5907331296435825,0.8009250164031982,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s55.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s55.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,56,57,,0.8669736638069152,0.4430172498059036,2.823948621749878,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s56.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s56.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,57,58,,0.5288569674491883,0.2702420719808731,1.4281179904937744,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s57.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s57.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,58,59,,0.358314727306366,0.1830962250446995,1.598660230636597,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s58.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s58.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,59,60,,1.76617715215683,0.9025037060327608,0.1907978057861328,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s59.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s59.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,60,61,,0.6448365197181702,0.3295067814234976,1.3121384382247925,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s60.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s60.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,61,62,,1.7190916285514832,0.8784433452119765,0.2378833293914795,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s61.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s61.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,62,63,,1.159025405406952,0.5922535700841259,0.7979495525360107,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s62.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s62.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,63,64,,0.511472915172577,0.2613589474390628,1.4455020427703855,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s63.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s63.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,64,65,,0.116351152896881,0.0594545946664444,2.073326110839844,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s64.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s64.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,65,66,,0.1841693177223204,0.0941091846754679,2.141144275665283,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s65.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s65.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,66,67,,0.3120287404060364,0.1594444216772296,1.6449462175369265,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s66.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s66.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,67,68,,0.3820028557777404,0.1952006867677425,2.338977813720703,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s67.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s67.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,68,69,,0.2596771969795226,0.1326931629480212,2.2166521549224854,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s68.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s68.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,69,70,,0.1028197064399718,0.0525401237367129,2.0597946643829346,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s69.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s69.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,70,71,,1.8371358857154847,0.9387631038705552,0.119839072227478,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s70.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s70.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,71,72,,1.5102004156112672,0.7717014515089584,0.4467745423316955,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s71.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s71.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,72,73,,1.9154872045516969,0.978800059130611,0.0414877533912658,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s72.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s72.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,73,74,,1.6775674269199372,0.8572247795563417,0.2794075310230255,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s73.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s73.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,74,75,,0.2943525061607361,0.1504119942700438,1.6626224517822266,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s74.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s74.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,75,76,,1.6419307336807252,0.8390146879583016,0.3150442242622375,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s75.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s75.npz
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,76,77,,0.4371600403785705,0.2233856077739916,2.394134998321533,1.9569749579429627,csuite_nonlin_simpson,"-1.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s76.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s76.npz
