algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,ate_difference,ate_relative_error,ate_synthetic,ate_test,dataset_name,intervention_values,intervention_variable,n_synthetic_samples,n_test_samples,target_variable
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,24,25,x0_0;x2_0,0.6421768678128719,0.8828682053754577,0.0851988196372985,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,25,26,x0_0;x2_0,0.1006148470342158,0.1383258318502824,0.6267608404159546,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,26,27,x0_0;x2_0,0.669125614106655,0.919917486453648,0.0582500733435153,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,27,28,x0_0;x2_0,0.5286977750957012,0.7268565394989506,0.1986779123544693,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,28,29,x0_0;x2_0,0.7261061681210994,0.9982546580110184,0.001269519329071,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,29,30,x0_0;x2_0,0.4312246429026127,0.5928499540784475,1.1586003303527832,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,30,31,x0_0;x2_0,0.3399626029431819,0.4673824116048302,0.3874130845069885,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,31,32,x0_0;x2_0,0.6307097835242748,0.867103196334813,0.0966659039258956,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,32,33,x0_0;x2_0,0.1044645296633244,0.143618396195681,0.8318402171134949,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,33,34,x0_0;x2_0,0.4422039402425288,0.6079443510033767,0.2851717472076416,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,34,35,x0_0;x2_0,0.7282612085118889,1.0012174191095424,-0.0008855210617184,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,35,36,x0_0;x2_0,0.5597370875775813,0.7695295529326125,0.1676385998725891,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,36,37,x0_0;x2_0,0.3112786399424077,0.4279475452824124,1.038654327392578,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,38,39,x0_0;x2_0,0.672184647411108,0.924123061862934,0.0551910400390625,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,39,40,x0_0;x2_0,0.3973693562448024,0.546305524230248,0.330006331205368,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,40,41,x0_0;x2_0,0.6400948552191257,0.8800058432843564,0.0872808322310447,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,41,42,x0_0;x2_0,0.3460869205892085,0.4758021563827943,0.3812887668609619,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,42,43,x0_0;x2_0,0.1360406266748905,0.187029383882466,0.863416314125061,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,43,44,x0_0;x2_0,0.3360704792439937,0.4620314990484426,0.3913052082061767,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,44,45,x0_0;x2_0,0.8078581405580043,1.1106477086001687,-0.0804824531078338,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,45,46,x0_0;x2_0,0.3074072612226008,0.4226251530350471,0.4199684262275696,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,46,47,x0_0;x2_0,0.4853120608031749,0.6672096265747426,0.2420636266469955,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,47,48,x0_0;x2_0,0.2423527227938176,0.3331878243599119,0.969728410243988,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,48,49,x0_0;x2_0,0.3001989139020442,0.4127150784409599,0.4271767735481262,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,49,50,x0_0;x2_0,0.7875740913450717,1.0827610888479486,-0.0601984038949012,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,50,51,x0_0;x2_0,0.360190154403448,0.495191357943378,0.3671855330467224,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,51,52,x0_0;x2_0,0.089196561485529,0.1226279115792408,0.8165722489356995,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,52,53,x0_0;x2_0,0.9037703858911992,1.2425083783861182,1.6311460733413696,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,53,54,x0_0;x2_0,0.4376925540864467,0.6017420730967602,0.2896831333637237,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,54,55,x0_0;x2_0,0.8318926779329776,1.1436905196119402,-0.1045169904828071,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,55,56,x0_0;x2_0,0.6548475635945796,0.9002879459583815,0.0725281238555908,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,56,57,x0_0;x2_0,0.5235138522684575,0.7197296545663293,1.250889539718628,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,57,58,x0_0;x2_0,0.4027449501454829,0.5536959195836104,0.3246307373046875,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,58,59,x0_0;x2_0,0.1004917012751103,0.1381565303995599,0.8278673887252808,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,59,60,x0_0;x2_0,0.8450897050797939,1.1618338633812084,-0.1177140176296234,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,60,61,x0_0;x2_0,0.6064687607586383,0.8337765080994476,0.1209069266915321,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,61,62,x0_0;x2_0,0.8663937909305095,1.1911228349790872,-0.139018103480339,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,62,63,x0_0;x2_0,0.1868934048116206,0.2569420562663829,0.5404822826385498,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,63,64,x0_0;x2_0,0.6453546745479106,0.8872370711347446,0.0820210129022598,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,64,65,x0_0;x2_0,0.1442217243611812,0.198276800901544,0.5831539630889893,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,65,66,x0_0;x2_0,0.0375912772715092,0.0516806898004608,0.7649669647216797,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,66,67,x0_0;x2_0,0.0133534682691096,0.0183584198640464,0.7140222191810608,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,67,68,x0_0;x2_0,0.1477420317232609,0.2031165383615907,0.8751177191734314,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,68,69,x0_0;x2_0,0.2741803514063359,0.3769446190420255,1.0015560388565063,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,69,70,x0_0;x2_0,0.030719996780157,0.0422340164926965,0.6966556906700134,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,70,71,x0_0;x2_0,0.76802122721076,1.0558797062671608,-0.0406455397605896,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,71,72,x0_0;x2_0,0.746923507541418,1.0268744480033043,-0.0195478200912475,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,73,74,x0_0;x2_0,0.8104313326776027,1.1141853469402936,-0.0830556452274322,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,74,75,x0_0;x2_0,0.2191294444501399,0.3012603366195843,0.5082462430000305,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,75,76,x0_0;x2_0,0.9250152421891688,1.2717159208769098,-0.1976395547389984,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,76,77,x0_0;x2_0,0.1998236762583256,0.2747186628670686,0.927199363708496,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,77,78,x0_0;x2_0,0.2345558988153935,0.3224687088973701,0.961931586265564,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,78,79,x0_0;x2_0,0.7259602317363023,0.9980540238857446,0.0014154557138681,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,79,80,x0_0;x2_0,0.8185500664412975,1.125347025703788,-0.091174378991127,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,80,81,x0_0;x2_0,0.6583676425516605,0.9051273694060096,0.0690080448985099,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,81,82,x0_0;x2_0,0.3351383520066737,0.4607500055184793,0.3922373354434967,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,82,83,x0_0;x2_0,0.8557337833344936,1.176467399308169,-0.1283580958843231,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,83,84,x0_0;x2_0,0.1874589336812495,0.2577195483923727,0.5399167537689209,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,84,85,x0_0;x2_0,0.6762238157689571,0.9296761322054532,0.0511518716812133,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,85,86,x0_0;x2_0,0.1718093765676021,0.2362044532583748,0.5555663108825684,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,86,87,x0_0;x2_0,0.5971985621154308,0.8210317892379959,0.1301771253347396,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,87,88,x0_0;x2_0,0.4921300722062587,0.676583065253982,0.2352456152439117,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,88,89,x0_0;x2_0,0.5368064356744289,0.7380043695936748,0.1905692517757415,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,89,90,x0_0;x2_0,0.2871534241139888,0.3947800690460396,0.4402222633361816,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,90,91,x0_0;x2_0,0.6080808950364589,0.8359928789592875,0.1192947924137115,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,91,92,x0_0;x2_0,0.5966752780377864,0.8203123754788164,0.130700409412384,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,92,93,x0_0;x2_0,0.3129843188226222,0.4302925217638148,0.4143913686275482,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,93,94,x0_0;x2_0,0.6067796213328838,0.8342038808857655,0.1205960661172866,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,94,95,x0_0;x2_0,0.2115511907041072,0.2908417126859216,0.5158244967460632,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,95,96,x0_0;x2_0,0.7914237243831157,1.0880535850152857,-0.0640480369329452,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,96,97,x0_0;x2_0,0.3563230646550654,0.489874862196952,0.371052622795105,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,97,98,x0_0;x2_0,0.4365282667577266,0.600141404626796,0.2908474206924438,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,98,99,x0_0;x2_0,0.4763491762578486,0.6548874047848643,0.2510265111923218,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,99,100,x0_0;x2_0,0.5130284441411495,0.7053142591823224,0.214347243309021,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,100,101,x0_0;x2_0,0.2364832771718501,0.3251184790088968,0.4908924102783203,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,101,102,x0_0;x2_0,0.7629809690415859,1.0489503322777125,-0.0356052815914154,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,50,125,1,x0_0;x2_0,0.1090736972391606,0.1499551045231117,0.836449384689331,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,50,126,2,x0_0;x2_0,0.315540165990591,0.4338063141713234,0.4118355214595794,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,50,127,3,x0_0;x2_0,0.5718638909757137,0.7862015473467275,0.1555117964744568,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,50,128,4,x0_0;x2_0,0.2898452865183354,0.398480855930714,1.017220973968506,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,50,129,5,x0_0;x2_0,0.2310323131978511,0.3176244644741143,0.4963433742523193,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,50,130,6,x0_0;x2_0,0.1976163970530033,0.2716840835658825,0.9249920845031738,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,50,131,7,x0_0;x2_0,0.3973809493482112,0.5463214624910516,0.3299947381019592,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,50,132,8,x0_0;x2_0,0.6422301692664623,0.882941484500001,0.0851455181837081,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,50,133,9,x0_0;x2_0,0.8106670690476894,1.114509438567432,-0.0832913815975189,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,50,134,10,x0_0;x2_0,0.033580003887415,0.046165969617613,0.7609556913375854,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
vanilla,original,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,50,135,11,x0_0;x2_0,0.7208959100544452,0.9910915672498756,0.0064797773957252,0.7273756874501704,csuite_mixed_simpson,"0,1",x0_0,2000,2000,x1_0
