algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,ate_difference,ate_relative_error,ate_synthetic,ate_test,n_synthetic_samples,n_test_samples
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,43,44,,1.5579965544330996,0.3126165725728473,3.4257333278656006,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,44,45,,0.7723632288563174,0.1549769443965273,4.211366653442383,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,45,46,,1.3857074213612002,0.2780462533258434,3.5980224609375,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,46,47,,2.1326752138721865,0.4279275290274178,2.8510546684265137,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,47,48,,0.9845736456501406,0.1975575861659691,3.99915623664856,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,48,49,,0.381741957606085,0.0765976420515812,5.365471839904785,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,49,50,,0.4854083490955752,0.0973986071796662,4.498321533203125,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,50,51,,0.6562896204578799,0.1316864348505124,4.32744026184082,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,51,52,,1.1517863703358096,0.2311093091996708,3.83194351196289,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,52,53,,2.1944046450245303,0.440313720215587,2.78932523727417,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,53,54,,1.791480498255499,0.3594658098582973,6.775210380554199,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,54,55,,2.253666357935675,0.4522047565098355,7.237396240234375,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,55,56,,0.9632181691539364,0.1932725472492222,5.946948051452637,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,56,57,,0.7191634607899111,0.1443022550929673,4.264566421508789,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,57,58,,1.6533563566791931,0.3317507962362915,3.330373525619507,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,58,59,,1.3975131941425722,0.2804151162177317,3.586216688156128,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,59,60,,0.3036237192737978,0.0609229886941132,4.680106163024902,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,61,62,,4.119637770711176,0.8266173865769447,0.8640921115875244,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,62,63,,1.1281842755687317,0.2263734797457294,6.111914157867432,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,63,64,,3.558765215932123,0.7140766654653994,1.4249646663665771,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,64,65,,3.2954721880543154,0.6612461481428261,1.6882576942443848,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,65,66,,5.178522629796259,1.0390857354026002,-0.1947927474975586,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,66,67,,1.226851267873041,0.2461713007822902,3.756878614425659,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,67,68,,1.3030505610096377,0.2614609121649702,3.6806793212890625,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,68,69,,0.5373344851124209,0.1078177384815607,4.446395397186279,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,69,70,,0.2755804491627138,0.0552960243976154,4.708149433135986,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,70,71,,1.1000256108653623,0.2207233611862578,6.0837554931640625,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,71,72,,1.476160330830805,0.2961958945796514,3.5075695514678955,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,72,73,,4.9807892275440615,0.9994099490092584,0.0029406547546386,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,73,74,,1.1539669466602724,0.2315468482268576,3.829762935638428,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,74,75,,0.4653292132007998,0.0933696697434514,4.5184006690979,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,75,76,,2.5170329046833437,0.5050500256090094,2.4666969776153564,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,76,77,,1.145294232426874,0.2298066427104627,3.838435649871826,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,77,78,,2.948218388615839,0.5915686560556528,2.0355114936828613,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,78,79,,3.2894232702839297,0.6600324150727673,1.6943066120147705,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,79,80,,0.9259719418895322,0.1857989826411772,5.909701824188232,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,80,81,,2.3141122294056338,0.4643333976877315,2.6696176528930664,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,81,82,,5.131000952662237,1.0295503716777703,10.114730834960938,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,82,83,,2.2014568281757754,0.4417287614232361,2.782273054122925,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,83,84,,0.9085454511058408,0.1823023062170421,5.892275333404541,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,84,85,,0.1911205815684873,0.0383489045518523,5.1748504638671875,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,85,86,,2.0096373987781924,0.403239631007302,2.974092483520508,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,86,87,,1.3056745099437317,0.2619874152050754,6.289404392242432,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,87,88,,1.2020601796519834,0.2411968963088232,6.185790061950684,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,88,89,,1.0099548863780576,0.2026504064687039,5.993684768676758,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,89,90,,1.0992224646198672,0.2205622075393983,3.884507417678833,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,90,91,,3.0850042867076475,0.6190151472023033,8.068734169006348,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,91,92,,1.2266406583201963,0.2461290413585616,6.2103705406188965,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,92,93,,0.0135855245006162,0.0027259752878801,4.997315406799316,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,93,94,,2.4549787474262637,0.4925986771766866,2.5287511348724365,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,94,95,,1.8662362528431335,0.3744657710024904,3.1174936294555664,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,95,96,,0.0345053243053037,0.0069235944002222,5.018235206604004,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,96,97,,1.5121422243702334,0.3034157669220972,3.471587657928467,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,97,98,,0.1068405675304013,0.0214378728489839,5.090570449829102,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,98,99,,1.2613930272471985,0.2531022059858092,6.245122909545898,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,99,100,,2.136897368489496,0.428774716719573,2.846832513809204,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,100,101,,3.6592745351207334,0.7342441547881255,8.643004417419434,4.9837298822987,2000,2000
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,101,102,,1.6119554472553652,0.3234435824824168,3.371774435043335,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,0,1,,1.38127045160412,0.2771559623466233,3.60245943069458,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,1,2,,0.0057563352000791,0.0011550255202483,4.989486217498779,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,2,3,,0.7549151944530088,0.1514759451820071,5.738645076751709,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,3,4,,0.0984483194935244,0.0197539436965062,4.885281562805176,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,4,5,,0.0486206578624326,0.0097558774272908,5.032350540161133,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,5,6,,1.2058802080738469,0.2419633962018915,3.7778496742248535,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,6,7,,0.0422501993763368,0.0084776262707178,4.941479682922363,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,7,8,,1.4559767675983828,0.2921460034922331,3.5277531147003174,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,8,9,,0.3303151560413759,0.066278703670236,4.653414726257324,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,9,10,,0.0983500050914365,0.0197342166237295,5.082079887390137,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,10,11,,0.2347406911265928,0.047101407313496,5.218470573425293,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,11,12,,0.625157399235956,0.1254396634649885,4.358572483062744,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,12,13,,0.158123536168329,0.0317279507322327,4.825606346130371,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,13,14,,0.0096216631519716,0.0019306148967154,4.9741082191467285,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,14,15,,0.5501752329456728,0.1103942721494186,4.433554649353027,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,15,16,,0.5811409520518858,0.1166076343976812,5.564870834350586,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,16,17,,0.1004176569569033,0.0201490970274228,4.883312225341797,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,17,18,,0.1082673502552431,0.0217241609822773,4.875462532043457,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,18,19,,0.0092544125926572,0.0018569249961815,4.992984294891357,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,19,20,,0.9861440228831846,0.1978726869579726,5.969873905181885,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,20,21,,2.0375289487254697,0.4088361522084897,7.02125883102417,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,21,22,,1.152360396326788,0.2312244891962869,6.136090278625488,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,22,23,,0.8596377802479189,0.1724888387914432,4.124092102050781,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,23,24,,0.3720012140858095,0.0746431333301369,4.611728668212891,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,24,25,,0.4246620702159482,0.0852096883750201,5.408391952514648,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,25,26,,0.3793067502391416,0.0761090105598158,5.363036632537842,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,26,27,,0.1161475611317079,0.0233053483785794,4.867582321166992,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,27,28,,0.0110907124888974,0.0022253839495374,4.994820594787598,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,28,29,,0.6309217976939756,0.1265963069015628,5.614651679992676,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,29,30,,0.3507194089305478,0.0703728767837597,5.334449291229248,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,30,31,,0.1397771405589658,0.0280466927100982,5.123507022857666,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,31,32,,5.500301794947394,1.103651667495757,10.484031677246094,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,33,34,,0.131014304102667,0.0262884039056783,5.114744186401367,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,34,35,,0.5800505114185732,0.1163888342903187,4.403679370880127,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,35,36,,0.6049895716297549,0.1213929297770666,4.378740310668945,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,36,37,,0.7145514917957705,0.143376850004196,4.26917839050293,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,37,38,,4.050370974599115,0.8127188010299865,0.933358907699585,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,38,39,,0.1326088475596982,0.0266083537213163,5.116338729858398,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,39,40,,0.2605857419383603,0.0522872924682201,5.2443156242370605,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,40,41,,0.2482480573070127,0.0498116999054753,5.231977939605713,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,41,42,,0.3789129686939638,0.0760299971392497,4.604816913604736,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,42,43,,0.7638688517200869,0.1532725227410919,4.219861030578613,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,43,44,,0.1684365702259462,0.0337972912264371,4.815293312072754,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,44,45,,0.2323990297901552,0.0466315461067812,4.751330852508545,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,45,46,,0.0530744028675478,0.0106495344091698,4.930655479431152,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,46,47,,0.2217107248890322,0.0444869064185256,4.762019157409668,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,47,48,,0.0504946278941709,0.0101318950036836,5.034224510192871,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,48,49,,0.2389654683482724,0.0479491212389006,5.222695350646973,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,49,50,,0.2286414670360166,0.045877580132926,5.212371349334717,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,50,51,,0.16742186075329,0.0335936867983038,4.81630802154541,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,51,52,,0.0795026255237978,0.0159524347028069,4.904227256774902,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,52,53,,0.2459874582874697,0.0493581040901057,4.7377424240112305,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,53,54,,2.442532019556769,0.4901012047687811,7.426261901855469,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,54,55,,0.8763036298167783,0.1758328903276337,5.8600335121154785,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,55,56,,1.490067915858038,0.2989864922556272,6.473797798156738,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,56,57,,0.3536773157703798,0.0709663894559328,4.63005256652832,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,57,58,,0.4383702707874697,0.0879602789758893,4.5453596115112305,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,58,59,,0.1131458712208193,0.0227030505049426,4.870584011077881,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,59,60,,0.1656240987193662,0.0332329605799128,5.149353981018066,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,61,62,,1.7239747477161806,0.3459205832642384,3.2597551345825195,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,62,63,,0.228733973444708,0.0458961418148141,5.212463855743408,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,63,64,,1.0849318934070986,0.2176947625633923,3.8987979888916016,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,64,65,,0.3040361834156435,0.0610057508324286,4.679693698883057,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,65,66,,1.892169518529169,0.379669356730149,3.0915603637695312,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,66,67,,0.0772510004627626,0.0155006395384998,4.9064788818359375,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,67,68,,0.6510204839122373,0.1306291671674549,5.6347503662109375,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,68,69,,0.5547184514415342,0.1113058822493155,5.538448333740234,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,69,70,,0.1081147623646181,0.0216935437750392,4.875615119934082,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,70,71,,0.2227167653453428,0.0446887713831345,5.206446647644043,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,71,72,,0.3677359057056826,0.0737872867090597,4.615993976593018,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,72,73,,2.6790059042560976,0.5375503824497869,2.3047239780426025,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,73,74,,0.5818262529957217,0.116745142039552,4.4019036293029785,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,74,75,,0.4797559214222353,0.0962644310090402,4.503973960876465,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,75,76,,0.8315997553455752,0.1668629269614442,4.152130126953125,4.9837298822987,2000,2000
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,76,77,,0.3272762728321474,0.0656689428523349,4.656453609466553,4.9837298822987,2000,2000
