algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,ate_difference,ate_relative_error,ate_synthetic,ate_test,dataset_name,intervention_values,intervention_variable,n_synthetic_samples,n_test_samples,synthetic_data_path,target_variable,test_dataset_path,train_dataset_path
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,10,11,,0.1577758709359914,4.257108773396474,0.1207141280174255,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s10.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s10.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,11,12,,0.466824046747759,12.595847091527531,0.4297623038291931,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s11.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s11.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,12,13,,0.0103590110708028,0.2795068514064275,-0.026702731847763,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s12.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s12.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,13,14,,0.3579737166333944,9.65884732997998,0.3209119737148285,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s13.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s13.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,15,16,,0.1725127915311604,4.654740385799319,0.1354510486125946,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s15.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s15.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,16,17,,0.244740792138502,6.603596400640416,-0.2818025350570678,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s16.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s16.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,17,18,,0.2869421323370188,7.742273021738456,-0.3240038752555847,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s17.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s17.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,18,19,,0.2666508177686483,7.194772743271906,0.2295890748500824,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s18.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s18.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,19,20,,0.1687971433233469,4.554484760585531,-0.2058588862419128,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s19.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s19.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,20,21,,0.1973181287217885,5.324038029062662,0.1602563858032226,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s20.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s20.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,21,22,,0.3269297102857381,8.821217906672288,0.2898679673671722,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s21.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s21.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,22,23,,0.1890695760417729,5.101475568950095,0.1520078331232071,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s22.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s22.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,23,24,,0.2275092969108373,6.138656171965075,0.1904475539922714,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s23.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s23.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,24,25,,0.0443861572463065,1.1976273577806171,0.0073244143277406,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s24.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s24.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,25,26,,0.7522855321336538,20.298169295130496,0.7152237892150879,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s25.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s25.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,26,27,,0.168394424540922,4.543618601826894,-0.2054561674594879,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s26.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s26.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,27,28,,0.372584692614153,10.053080704618154,0.3355229496955871,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s27.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s27.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,28,29,,0.1359205772709101,3.667409208724005,-0.172982320189476,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s28.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s28.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,29,30,,0.2317399004865437,6.252806323645804,0.1946781575679779,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s29.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s29.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,30,31,,0.2243534704279154,6.053505657326409,-0.2614152133464813,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s30.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s30.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,31,32,,0.20701899327524,5.585786770204352,0.1699572503566742,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s31.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s31.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,33,34,,0.8400593916345388,22.66648369668864,0.8029976487159729,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s33.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s33.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,34,35,,0.0034663448501378,0.0935289216633518,-0.033595398068428,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s34.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s34.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,35,36,,0.0508123929072171,1.371020057498779,0.0137506499886512,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s35.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s35.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,36,37,,0.2154084662366658,5.812151541549823,0.1783467233180999,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s36.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s36.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,37,38,,0.1667411843705922,4.499010873205971,0.1296794414520263,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s37.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s37.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,38,39,,0.3032014151643961,8.18098101405018,-0.340263158082962,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s38.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s38.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,39,40,,0.1504919300246983,4.060573469395858,0.1134301871061325,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s39.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s39.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,40,41,,0.2770310262609273,7.474851543534673,0.2399692833423614,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s40.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s40.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,42,43,,0.3623928347993642,9.7780839826026,0.3253310918807983,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s42.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s42.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,43,44,,0.1841641137767583,4.969116379157181,0.1471023708581924,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s43.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s43.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,44,45,,0.6269843061994761,16.917291439237516,-0.664046049118042,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s44.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s44.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,45,46,,0.2588286022115499,6.983713712014639,0.221766859292984,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s45.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s45.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,46,47,,0.5284481564927846,14.258588908080238,0.4913864135742187,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s46.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s46.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,47,48,,0.0503771374393254,1.3592759938467252,0.0133153945207595,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s47.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s47.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,48,49,,0.2493894775938242,6.729027238189977,-0.2864512205123901,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s48.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s48.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,49,50,,0.1408680597711354,3.8009021885629775,0.1038063168525695,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s49.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s49.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,50,51,,0.8522783001493662,22.99617430356796,-0.8893400430679321,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s50.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s50.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,51,52,,0.2382659236360341,6.428891489522371,0.2012041807174682,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s51.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s51.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,52,53,,0.3732319990564138,10.070546327961424,0.3361702561378479,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s52.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s52.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,53,54,,0.0309383938480168,0.8347797866926125,-0.006123349070549,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s53.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s53.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,54,55,,0.0646363725494593,1.7440186958147643,-0.1016981154680252,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s54.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s54.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,55,56,,0.5903627952169627,15.929169777960544,-0.6274245381355286,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s55.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s55.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,56,57,,0.178965262548998,4.828840967955297,0.1419035196304321,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s56.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s56.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,57,58,,0.149398959653452,4.031082941288535,0.1123372167348861,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s57.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s57.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,58,59,,0.014763019459322,0.3983358119924426,-0.0222987234592437,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s58.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s58.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,59,60,,0.04897407204099,1.321418481278621,0.0119123291224241,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s59.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s59.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,60,61,,0.3957560142111033,10.678289336815068,-0.4328177571296692,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s60.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s60.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,61,62,,0.1204128345083445,3.248979271507072,-0.1574745774269104,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s61.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s61.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,62,63,,0.1120142558980733,3.0223688115315377,0.0749525129795074,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s62.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s62.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,63,64,,0.2093765506912022,5.649398387745987,0.1723148077726364,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s63.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s63.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,64,65,,0.1265855064224451,3.4155303138491333,-0.163647249341011,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s64.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s64.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,65,66,,0.709286518914625,19.13796985946152,-0.7463482618331909,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s65.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s65.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,66,67,,0.1418562451768666,3.827565408582136,0.1047945022583007,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s66.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s66.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,67,68,,0.3286369363237172,8.867282282050704,0.2915751934051513,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s67.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s67.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,68,69,,0.5421656886506826,14.628715380222657,0.5051039457321167,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s68.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s68.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,69,70,,0.5179745634626597,13.975990406084849,-0.5550363063812256,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s69.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s69.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,70,71,,0.1366904000211507,3.688180567262972,0.0996286571025848,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s70.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s70.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,71,72,,0.2639916459489614,7.123022965461138,0.2269299030303955,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s71.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s71.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,72,73,,0.000892200095579,0.0240733442444792,-0.0379539430141449,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s72.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s72.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,73,74,,0.5353028098512441,14.443541174721364,0.4982410669326782,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s73.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s73.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,74,75,,0.1135638723541051,3.0641805649462843,0.0765021294355392,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s74.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s74.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,75,76,,0.1627790252137929,4.392103889216977,0.125717282295227,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s75.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s75.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,76,77,,0.2372598270345479,6.401744989593944,0.200198084115982,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s76.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s76.npz
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,77,78,,0.2789952973295003,7.527851508293184,0.2419335544109344,-0.0370617429185658,csuite_symprod_simpson,"-2.0,2.0",x1_0,2000,2000,datasets/synthetic/synthetic_vanilla_original_ts20_s77.npz,x2_0,datasets/global_test_set.npz,datasets/train_ts20_s77.npz
