algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,correlation_matrix_difference,k_marginal_tvd,nnaa
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,16,17,,0.0563634681101198,0.35275,0.63975
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,17,18,,0.0491011617153704,0.3323333333333333,0.59775
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,18,19,,0.1487053140208596,0.3440833333333333,0.63175
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,19,20,,0.3231547036809912,0.3615000000000001,0.6192500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,20,21,,0.1959871898207333,0.3295,0.60775
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,21,22,,0.2740925003891222,0.3458333333333334,0.6395
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,22,23,,0.5047295213956767,0.3174166666666667,0.61225
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,23,24,,0.1322557545788414,0.37425,0.63
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,24,25,,0.5688028456965414,0.3665,0.6547499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,25,26,,0.2225506188285494,0.3309166666666667,0.5972500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,26,27,,0.3537395202560262,0.30125,0.6292500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,27,28,,0.5871524943840529,0.35,0.62725
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,28,29,,0.4218419301286146,0.356,0.6399999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,29,30,,0.2343071225968702,0.3531666666666667,0.63575
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,30,31,,0.4507466693655154,0.3618333333333334,0.64625
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,31,32,,0.5569836219654015,0.2946666666666667,0.58475
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,32,33,,0.1389685510967729,0.3558333333333334,0.60875
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,33,34,,0.7163645538522919,0.3056666666666666,0.61025
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,34,35,,1.2795934094708687,0.3569166666666667,0.63025
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,35,36,,0.7426892600921218,0.3641666666666667,0.635
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,36,37,,0.0788419727889975,0.3503333333333334,0.66125
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,37,38,,0.327542048697643,0.3243333333333334,0.62225
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,38,39,,0.0445463861606788,0.3761666666666667,0.629
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,39,40,,0.3602220811826305,0.3508333333333334,0.62425
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,40,41,,0.3891193522241624,0.328,0.63725
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,41,42,,0.8033264939095651,0.4233333333333333,0.63225
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,42,43,,0.0968896113233785,0.3113333333333333,0.6275
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,43,44,,0.0621119895568308,0.3550833333333334,0.66475
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,44,45,,0.3741881452433825,0.354,0.6697500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,45,46,,0.1987032320894229,0.3455833333333333,0.636
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,46,47,,0.1167921619056902,0.39675,0.64525
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,47,48,,0.1069481680769165,0.3524166666666666,0.641
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,48,49,,0.07491875927077,0.3098333333333333,0.60775
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,49,50,,0.8005021743042083,0.2925,0.591
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,50,51,,0.1090631529347671,0.3001666666666667,0.60775
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,51,52,,0.6545696012405995,0.3365833333333334,0.6245
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,52,53,,0.1696756636304252,0.3145833333333333,0.61325
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,53,54,,0.2811454439274906,0.3275,0.6275
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,54,55,,0.1690443994643149,0.29775,0.6092500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,55,56,,0.3505897432894265,0.3779166666666667,0.67875
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,56,57,,0.1739487291559973,0.3551666666666667,0.607
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,57,58,,0.4605358138806921,0.3166666666666666,0.6147499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,58,59,,0.5876685181485755,0.3947500000000001,0.647
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,59,60,,0.3307171845831101,0.32575,0.6214999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,61,62,,0.4732023674686714,0.3184166666666666,0.57875
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,62,63,,0.5249193501683201,0.36025,0.65175
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,63,64,,0.865171092617601,0.4357500000000001,0.67175
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,64,65,,0.6001372349494228,0.303,0.6127499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,65,66,,0.5898082647289782,0.3273333333333333,0.6485
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,66,67,,0.3892238615048031,0.36775,0.6332500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,67,68,,0.1777136857530563,0.3300833333333333,0.6174999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,68,69,,0.2486430486923153,0.314,0.594
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,69,70,,0.3348938203491826,0.3524166666666666,0.62625
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,70,71,,0.2575117443843471,0.3730833333333334,0.66525
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,71,72,,0.8897571314635698,0.3483333333333333,0.6419999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,72,73,,0.1410926518724878,0.3284166666666667,0.60025
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,73,74,,0.1030783072317704,0.3590833333333333,0.6459999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,74,75,,0.4576638127643294,0.3693333333333333,0.6535
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,75,76,,0.215411356232609,0.3246666666666667,0.59675
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,76,77,,0.082291234990187,0.3033333333333334,0.601
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,78,79,,0.4037047017184005,0.3785833333333333,0.665
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,79,80,,0.136013978076906,0.305,0.606
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,80,81,,0.486352040941829,0.405,0.6475
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,81,82,,0.4250120599532007,0.3325833333333333,0.63375
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,82,83,,0.4192738067795248,0.4045833333333333,0.6637500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,83,84,,0.7753187598716793,0.3258333333333333,0.6305000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,84,85,,0.6107067766537195,0.3659999999999999,0.64825
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,85,86,,0.1046961355934576,0.4154166666666667,0.65875
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,86,87,,1.0688531391846974,0.4605833333333333,0.67675
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,87,88,,0.4821262553155256,0.3254166666666667,0.626
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,88,89,,0.0751951177666252,0.2953333333333333,0.5762499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,89,90,,0.8943988232552373,0.3465,0.623
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,90,91,,0.2323918741891146,0.3308333333333333,0.645
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,91,92,,0.2651401346977779,0.4123333333333333,0.665
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,92,93,,0.363091289078224,0.3871666666666666,0.657
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,93,94,,0.5682411202570751,0.3209166666666667,0.612
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,94,95,,0.1354683096319172,0.3861666666666667,0.6665
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,96,97,,0.1207782481338855,0.3579166666666666,0.65575
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,97,98,,0.0958709926476784,0.38675,0.6527499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,98,99,,0.359371005216369,0.318,0.58925
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,99,100,,0.5243128761793,0.39,0.64925
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,100,101,,0.4187309754493449,0.3295,0.62975
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,101,102,,0.9308222956110928,0.3604166666666666,0.6292500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,102,103,,0.1847390568962591,0.3248333333333333,0.62875
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,103,104,,0.2122560888210471,0.312,0.6012500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,125,1,,0.1062317146715499,0.2591666666666667,0.5660000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,126,2,,0.1309249731879918,0.28425,0.57875
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,127,3,,0.6288456373249393,0.29025,0.58575
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,128,4,,0.0889525778353074,0.2445,0.53625
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,129,5,,0.2019450993940221,0.26825,0.5765
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,130,6,,0.5768386862966801,0.2634166666666667,0.5680000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,131,7,,0.0365525747221074,0.2472499999999999,0.55125
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,132,8,,0.0653056857922513,0.24425,0.57725
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,133,9,,0.2644504916692254,0.2855,0.5682499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,134,10,,0.2041622565420414,0.2378333333333333,0.5385
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,135,11,,0.0784369304220561,0.2529166666666667,0.547
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,136,12,,0.385828524010134,0.2631666666666667,0.5615
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,137,13,,0.0764323940109724,0.2650833333333334,0.5549999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,138,14,,0.3161557334294655,0.3028333333333334,0.5802499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,139,15,,0.1090908994771662,0.27125,0.5840000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,140,16,,0.1176295244049375,0.2631666666666667,0.57575
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,141,17,,0.0709330543971354,0.2491666666666666,0.53575
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,142,18,,0.1377142515679512,0.2688333333333333,0.57925
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,143,19,,0.212697718632871,0.2819166666666667,0.57525
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,144,20,,0.0861339147096747,0.3111666666666666,0.58725
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,145,21,,0.3504264321486396,0.2685833333333334,0.5735
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,146,22,,0.1680322152306717,0.2475,0.5407500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,147,23,,0.3803865315969757,0.2648333333333333,0.55775
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,148,24,,0.0570865359440723,0.254,0.5515
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,149,25,,0.1019613574396906,0.2695833333333333,0.5725
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,150,26,,0.1239538482342088,0.245,0.54825
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,151,27,,0.1484810075898458,0.2618333333333333,0.55325
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,152,28,,0.1988104039370088,0.2529166666666667,0.5582499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,153,29,,0.2611029213602083,0.2798333333333333,0.59575
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,154,30,,0.566035094464079,0.33725,0.60975
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,155,31,,0.0971660067729568,0.26775,0.57525
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,156,32,,0.2599134464605737,0.2726666666666666,0.5780000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,157,33,,0.0557661760916007,0.2695833333333333,0.5529999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,158,34,,0.2991816882540381,0.2555833333333333,0.56225
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,159,35,,0.3174578949215731,0.2975833333333333,0.57475
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,160,36,,0.3109935857916747,0.2838333333333333,0.5615
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,161,37,,0.1177459509528714,0.2526666666666667,0.5605
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,162,38,,0.1388602020090105,0.2585833333333334,0.5882499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,164,40,,0.2589772952260531,0.2728333333333333,0.56725
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,165,41,,0.2063501304952901,0.2989166666666666,0.58475
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,166,42,,0.122496520386521,0.2853333333333334,0.5655
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,167,43,,0.0325443865490959,0.27825,0.57675
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,168,44,,0.0565026470950212,0.2645833333333333,0.56175
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,169,45,,0.551354391888351,0.2625,0.556
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,170,46,,0.3311797543570163,0.2659166666666667,0.5542499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,172,48,,0.2593342100999727,0.2636666666666666,0.5660000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,173,49,,0.1545223125304086,0.3023333333333334,0.5915
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,174,50,,0.3723043344477623,0.2980833333333333,0.5840000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,175,51,,0.1855898066656877,0.2506666666666666,0.5525
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,176,52,,0.1807428853639593,0.2878333333333334,0.6005
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,177,53,,0.0711601773217172,0.2773333333333333,0.56325
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,178,54,,0.7449051673266261,0.2974166666666666,0.587
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,179,55,,0.4927970111815806,0.26175,0.558
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,180,56,,0.7101862187336087,0.2781666666666667,0.571
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,181,57,,0.0682348114774938,0.2770833333333333,0.5972500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,182,58,,0.3296325060917653,0.3015,0.596
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,183,59,,0.2180931976204975,0.264,0.5427500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,184,60,,0.1557739643963401,0.2744166666666667,0.562
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,185,61,,0.0831487064176148,0.26975,0.579
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,186,62,,0.103500871688517,0.2924166666666667,0.5805
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,187,63,,0.3037496909383148,0.2899166666666666,0.57775
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,188,64,,0.0696223313497386,0.262,0.5529999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,189,65,,0.1412325615640818,0.2705833333333333,0.5527500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,190,66,,0.0361990364689176,0.2731666666666667,0.58475
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,191,67,,0.2737801378665766,0.2456666666666667,0.556
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,192,68,,0.2635502592003974,0.2525,0.5694999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,193,69,,0.0924988304555707,0.2693333333333333,0.56625
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,194,70,,0.1979680181805284,0.2696666666666666,0.56225
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,195,71,,0.1605832446484499,0.2800833333333333,0.5735
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,196,72,,0.0783659757877142,0.2721666666666666,0.56325
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,197,73,,0.1291497728360754,0.2748333333333333,0.55175
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,198,74,,0.2128036194098674,0.2680833333333333,0.558
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,199,75,,0.1065420355765577,0.2546666666666667,0.56
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,200,76,,0.2496211056429355,0.2701666666666667,0.58325
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,202,78,,0.2246178534504044,0.2699166666666667,0.58175
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,203,79,,0.7926856509747715,0.28975,0.571
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,204,80,,0.5265273189901896,0.2876666666666667,0.562
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,205,81,,0.0635901661630462,0.25325,0.5607500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,206,82,,0.1175010858417141,0.27825,0.56875
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,207,83,,0.3125408673565175,0.30975,0.5915
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,208,84,,0.2648060256936738,0.2829166666666667,0.57325
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,209,85,,0.3088741860370308,0.25,0.5367500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,210,86,,0.5183968896211288,0.2866666666666666,0.6234999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,211,87,,0.2327233135019255,0.2834166666666667,0.588
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,212,88,,0.4473334474200164,0.2926666666666667,0.56975
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,213,89,,0.0380291327748948,0.2514166666666667,0.55625
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,214,90,,0.0393673568099033,0.2458333333333333,0.55525
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,215,91,,0.4253316254701469,0.28775,0.5840000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,216,92,,0.1690667840470075,0.2855833333333333,0.5642499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,217,93,,0.3764425152315919,0.2565,0.545
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,218,94,,0.1841587014549658,0.2537500000000001,0.5455
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,219,95,,0.1481877457684161,0.2754166666666667,0.5675
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,220,96,,0.0760845402669056,0.2954166666666667,0.5935
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,221,97,,0.1583236856159931,0.2491666666666666,0.54625
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,222,98,,0.4626331269458887,0.24225,0.54325
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,223,99,,0.3890111062952093,0.2640833333333333,0.55775
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,224,100,,0.211933030929249,0.2455,0.541
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,225,101,,0.1018146719158057,0.2793333333333334,0.58975
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,226,102,,0.2992308755514213,0.2696666666666666,0.55375
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,227,103,,0.5270747197832834,0.2485833333333333,0.5700000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,100,250,1,,0.335006738547996,0.2396666666666667,0.5327500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,100,251,2,,0.0578577921868992,0.2558333333333333,0.55325
