algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,correlation_matrix_difference,k_marginal_tvd,nnaa,reordered_dataset_path,rex_graph_path,synthetic_data_path,test_dataset_path,train_dataset_path
dag_discovered,topological,"x5_0,x2_0,x3_0,x4_0,x1_0,x6_0,x0_0,x7_0,x8_0","{0: [], 1: [0], 2: [1, 0], 3: [1], 4: [2], 5: [3], 6: [4, 3], 7: [0, 5], 8: [0, 5]}",9,12,0,20,10,11,,1.7941242988061157,0.3332777777777778,0.66025,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s10.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s10/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s10.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s10.npz
dag_discovered,topological,"x1_0,x3_0,x7_0,x0_0,x2_0,x5_0,x8_0,x6_0,x4_0","{0: [], 1: [], 2: [], 3: [0, 1], 4: [1, 2], 5: [2], 6: [5, 2], 7: [1, 6], 8: [3, 4, 7, 2]}",9,13,0,20,11,12,,2.556370647997241,0.3470138888888889,0.7244999999999999,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s11.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s11/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s11.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s11.npz
dag_discovered,topological,"x1_0,x5_0,x0_0,x7_0,x3_0,x8_0,x4_0,x6_0,x2_0","{0: [], 1: [], 2: [0], 3: [1], 4: [3], 5: [2, 3], 6: [4], 7: [4, 6, 1], 8: [6, 7]}",9,11,0,20,12,13,,2.6698064517558264,0.3359999999999999,0.68825,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s12.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s12/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s12.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s12.npz
dag_discovered,topological,"x2_0,x6_0,x3_0,x4_0,x1_0,x5_0,x0_0,x7_0,x8_0","{0: [], 1: [], 2: [0], 3: [0], 4: [1], 5: [2, 1], 6: [4], 7: [2, 5, 1], 8: [1, 7]}",9,11,0,20,13,14,,2.5220112457680983,0.3817361111111111,0.7284999999999999,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s13.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s13/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s13.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s13.npz
dag_discovered,topological,"x3_0,x6_0,x1_0,x5_0,x0_0,x7_0,x2_0,x8_0,x4_0","{0: [], 1: [], 2: [0], 3: [0], 4: [2], 5: [3], 6: [4], 7: [0, 3, 5], 8: [2, 6, 0, 1, 7]}",9,13,0,20,14,15,,1.220207024174954,0.3200416666666668,0.63725,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s14.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s14/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s14.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s14.npz
dag_discovered,topological,"x2_0,x5_0,x4_0,x3_0,x7_0,x6_0,x0_0,x1_0,x8_0","{0: [], 1: [], 2: [0], 3: [1], 4: [1], 5: [2], 6: [3], 7: [6, 0, 1], 8: [6, 0, 1]}",9,11,0,20,15,16,,2.308812500810728,0.3413333333333333,0.69125,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s15.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s15/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s15.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s15.npz
dag_discovered,topological,"x4_0,x2_0,x6_0,x1_0,x0_0,x3_0,x5_0,x7_0,x8_0","{0: [], 1: [0], 2: [1], 3: [2], 4: [3, 1], 5: [3, 2], 6: [5, 2], 7: [6], 8: [1, 6]}",9,12,0,20,16,17,,1.6849944259773406,0.352486111111111,0.6932499999999999,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s16.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s16/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s16.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s16.npz
dag_discovered,topological,"x5_0,x6_0,x0_0,x4_0,x2_0,x1_0,x7_0,x8_0,x3_0","{0: [], 1: [], 2: [1], 3: [1], 4: [3], 5: [2, 4], 6: [4, 3, 0], 7: [2, 4], 8: [2, 0, 6]}",9,13,0,20,17,18,,2.2007154589050475,0.335625,0.685,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s17.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s17/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s17.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s17.npz
dag_discovered,topological,"x2_0,x5_0,x6_0,x1_0,x4_0,x0_0,x3_0,x8_0,x7_0","{0: [], 1: [], 2: [], 3: [0], 4: [0, 2], 5: [3, 0], 6: [3], 7: [6, 2], 8: [1, 7]}",9,10,0,20,18,19,,1.9832788551431595,0.3388888888888888,0.67675,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s18.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s18/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s18.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s18.npz
dag_discovered,topological,"x6_0,x7_0,x3_0,x4_0,x5_0,x8_0,x1_0,x0_0,x2_0","{0: [], 1: [], 2: [0], 3: [0], 4: [1], 5: [2], 6: [2, 3], 7: [6], 8: [6, 3, 4, 5]}",9,11,0,20,19,20,,2.282113108746461,0.3350972222222223,0.648,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s19.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s19/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s19.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s19.npz
dag_discovered,topological,"x1_0,x3_0,x5_0,x0_0,x4_0,x6_0,x7_0,x8_0,x2_0","{0: [], 1: [], 2: [], 3: [0], 4: [1], 5: [0, 1, 4], 6: [2, 5], 7: [1, 5, 6], 8: [4, 7]}",9,12,0,20,20,21,,2.957135950539074,0.364763888888889,0.70025,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s20.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s20/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s20.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s20.npz
dag_discovered,topological,"x5_0,x6_0,x7_0,x3_0,x8_0,x1_0,x0_0,x2_0,x4_0","{0: [], 1: [], 2: [0], 3: [0, 1], 4: [1], 5: [3], 6: [5], 7: [6, 3, 2, 4], 8: [7, 1]}",9,12,0,20,21,22,,0.885981502020787,0.2925138888888889,0.62125,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s21.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s21/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s21.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s21.npz
dag_discovered,topological,"x6_0,x7_0,x8_0,x4_0,x1_0,x5_0,x3_0,x0_0,x2_0","{0: [], 1: [], 2: [], 3: [0], 4: [2], 5: [3, 1], 6: [4, 3, 5], 7: [4, 6, 3], 8: [7, 3, 0]}",9,13,0,20,22,23,,2.090033537364211,0.3287361111111111,0.64975,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s22.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s22/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s22.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s22.npz
dag_discovered,topological,"x1_0,x3_0,x4_0,x5_0,x0_0,x7_0,x6_0,x8_0,x2_0","{0: [], 1: [], 2: [], 3: [], 4: [0, 3], 5: [3], 6: [4], 7: [4, 1, 6], 8: [1, 2, 6, 7]}",9,11,0,20,23,24,,2.9166506700813613,0.3370000000000001,0.69675,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s23.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s23/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s23.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s23.npz
dag_discovered,topological,"x2_0,x5_0,x8_0,x3_0,x6_0,x7_0,x0_0,x4_0,x1_0","{0: [], 1: [], 2: [0], 3: [1], 4: [1], 5: [1], 6: [3], 7: [0, 4, 5], 8: [6, 3, 2]}",9,11,0,20,24,25,,2.43921992623724,0.3579583333333332,0.71625,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/reordered/reordered_dag_discovered_topological_ts20_s24.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_large_backdoor/ts20_s24/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/synthetic/synthetic_dag_rex_topological_ts20_s24.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_large_backdoor/datasets/train_ts20_s24.npz
