algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,correlation_matrix_difference,k_marginal_tvd,nnaa,rex_graph_path,synthetic_data_path,test_dataset_path,train_dataset_path
dag_discovered,topological,"x1_0,x4_0,x7_0,x2_0,x5_0,x0_0,x3_0,x6_0,x8_0","{0: [], 1: [], 2: [], 3: [0], 4: [2], 5: [3], 6: [5, 0, 3, 4], 7: [0, 6, 1], 8: [0, 6, 2]}",9,13,0,20,10,11,,2.534508496061035,0.3230833333333333,0.6950000000000001,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s10/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s10.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s10.npz
dag_discovered,topological,"x2_0,x6_0,x0_0,x4_0,x7_0,x5_0,x8_0,x3_0,x1_0","{0: [], 1: [], 2: [0], 3: [1], 4: [1], 5: [2, 4], 6: [3, 4], 7: [5, 1, 4], 8: [7, 5, 4]}",9,13,0,20,11,12,,2.562370511534644,0.3470138888888889,0.70225,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s11/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s11.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s11.npz
dag_discovered,topological,"x0_0,x1_0,x4_0,x3_0,x2_0,x6_0,x7_0,x5_0,x8_0","{0: [], 1: [], 2: [], 3: [1], 4: [0, 2], 5: [2], 6: [0, 3], 7: [0, 5, 6], 8: [7]}",9,10,0,20,12,13,,1.956619734471146,0.3492222222222222,0.6745,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s12/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s12.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s12.npz
dag_discovered,topological,"x4_0,x7_0,x5_0,x6_0,x8_0,x2_0,x0_0,x3_0,x1_0","{0: [], 1: [], 2: [1], 3: [1], 4: [3], 5: [0, 4], 6: [5], 7: [5, 1, 4], 8: [6, 7]}",9,11,0,20,13,14,,2.567221572016484,0.3624444444444445,0.7250000000000001,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s13/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s13.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s13.npz
dag_discovered,topological,"x2_0,x6_0,x8_0,x0_0,x4_0,x5_0,x3_0,x7_0,x1_0","{0: [], 1: [], 2: [], 3: [0], 4: [1, 2], 5: [3], 6: [4, 2], 7: [5], 8: [0, 6, 4]}",9,10,0,20,14,15,,2.9855210748485743,0.3527916666666667,0.7295,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s14/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s14.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s14.npz
dag_discovered,topological,"x2_0,x7_0,x8_0,x0_0,x1_0,x3_0,x5_0,x6_0,x4_0","{0: [], 1: [], 2: [0], 3: [0, 2], 4: [3], 5: [4], 6: [5, 1], 7: [0, 5], 8: [0, 7]}",9,11,0,20,15,16,,2.073163918257801,0.3170138888888889,0.7105,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s15/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s15.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s15.npz
dag_discovered,topological,"x6_0,x7_0,x0_0,x5_0,x2_0,x8_0,x4_0,x1_0,x3_0","{0: [], 1: [0], 2: [1], 3: [1], 4: [2], 5: [3, 0], 6: [4, 0], 7: [2, 1, 5], 8: [7, 3]}",9,13,0,20,16,17,,1.8773608447566856,0.3237777777777777,0.6715,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s16/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s16.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s16.npz
dag_discovered,topological,"x0_0,x5_0,x1_0,x6_0,x7_0,x3_0,x4_0,x2_0,x8_0","{0: [], 1: [], 2: [0], 3: [0], 4: [1], 5: [2], 6: [0, 3], 7: [0, 6], 8: [0, 7, 5]}",9,11,0,20,17,18,,2.785711801347983,0.3277361111111111,0.71175,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s17/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s17.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s17.npz
dag_discovered,topological,"x3_0,x7_0,x8_0,x5_0,x6_0,x2_0,x0_0,x4_0,x1_0","{0: [], 1: [], 2: [], 3: [1], 4: [2], 5: [4], 6: [5, 4], 7: [5, 4], 8: [6, 0, 7]}",9,10,0,20,18,19,,2.852687150284717,0.3188888888888889,0.675,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s18/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s18.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s18.npz
dag_discovered,topological,"x3_0,x6_0,x1_0,x4_0,x7_0,x2_0,x5_0,x0_0,x8_0","{0: [], 1: [], 2: [0], 3: [1], 4: [1], 5: [2], 6: [4], 7: [5], 8: [5, 0, 3]}",9,9,0,20,19,20,,3.3087001913981777,0.3477083333333334,0.7244999999999999,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s19/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s19.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s19.npz
dag_discovered,topological,"x1_0,x2_0,x7_0,x0_0,x5_0,x8_0,x4_0,x3_0,x6_0","{0: [], 1: [], 2: [], 3: [0, 1], 4: [2], 5: [2], 6: [3, 1], 7: [0, 4, 2, 5], 8: [7, 6, 4, 2, 5]}",9,15,0,20,20,21,,2.0676312557543994,0.3644722222222222,0.7224999999999999,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s20/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s20.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s20.npz
dag_discovered,topological,"x5_0,x6_0,x7_0,x1_0,x2_0,x3_0,x4_0,x0_0,x8_0","{0: [], 1: [], 2: [0], 3: [1], 4: [1], 5: [3, 1], 6: [3, 1], 7: [3, 4], 8: [7, 4, 0, 1]}",9,13,0,20,21,22,,2.492104951241669,0.3171944444444444,0.6625,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s21/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s21.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s21.npz
dag_discovered,topological,"x3_0,x4_0,x7_0,x1_0,x5_0,x6_0,x8_0,x2_0,x0_0","{0: [], 1: [], 2: [], 3: [0], 4: [0, 2], 5: [1, 4], 6: [1, 4], 7: [1, 5], 8: [7]}",9,10,0,20,22,23,,2.346043195077838,0.3315555555555557,0.67675,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s22/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s22.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s22.npz
dag_discovered,topological,"x0_0,x1_0,x8_0,x3_0,x4_0,x7_0,x2_0,x5_0,x6_0","{0: [], 1: [0], 2: [0], 3: [1], 4: [2], 5: [3], 6: [4], 7: [5], 8: [6, 3, 4, 5, 2]}",9,12,0,20,23,24,,1.982589849677184,0.3124444444444444,0.7132499999999999,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s23/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s23.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s23.npz
dag_discovered,topological,"x1_0,x5_0,x8_0,x3_0,x6_0,x7_0,x2_0,x0_0,x4_0","{0: [], 1: [], 2: [], 3: [0, 1], 4: [1], 5: [0, 1], 6: [2], 7: [6, 2], 8: [6, 4]}",9,10,0,20,24,25,,2.632959005928905,0.3579583333333333,0.7270000000000001,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s24/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s24.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s24.npz
dag_discovered,topological,"x4_0,x5_0,x2_0,x6_0,x0_0,x7_0,x1_0,x8_0,x3_0","{0: [], 1: [], 2: [0], 3: [0], 4: [2, 0, 3], 5: [4, 1], 6: [3, 5], 7: [4, 0, 1, 5], 8: [6, 1, 3]}",9,16,0,20,25,26,,1.927841333255485,0.3021111111111111,0.6435,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s25/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s25.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s25.npz
dag_discovered,topological,"x2_0,x6_0,x7_0,x1_0,x8_0,x0_0,x3_0,x4_0,x5_0","{0: [], 1: [], 2: [], 3: [0], 4: [1], 5: [3, 0], 6: [3], 7: [3, 0, 1], 8: [6, 2]}",9,10,0,20,26,27,,2.628819722497362,0.3177083333333335,0.6812499999999999,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s26/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s26.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s26.npz
dag_discovered,topological,"x1_0,x7_0,x8_0,x6_0,x4_0,x5_0,x0_0,x2_0,x3_0","{0: [], 1: [], 2: [], 3: [0, 2], 4: [3, 2], 5: [4, 1, 2], 6: [5], 7: [6, 4], 8: [0, 7, 5]}",9,13,0,20,27,28,,2.8165702244617283,0.3479444444444445,0.6845,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s27/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s27.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s27.npz
dag_discovered,topological,"x0_0,x3_0,x5_0,x6_0,x4_0,x8_0,x2_0,x1_0,x7_0","{0: [], 1: [0], 2: [0, 1], 3: [1], 4: [3], 5: [3], 6: [0, 1, 4, 3], 7: [0, 1, 4, 5], 8: [2, 5]}",9,16,0,20,28,29,,2.710523759899015,0.3555277777777778,0.7090000000000001,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s28/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s28.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s28.npz
dag_discovered,topological,"x5_0,x6_0,x8_0,x0_0,x7_0,x2_0,x1_0,x3_0,x4_0","{0: [], 1: [], 2: [], 3: [0], 4: [1, 2], 5: [3], 6: [3, 0, 4], 7: [0, 4], 8: [5]}",9,10,0,20,29,30,,2.692693962914007,0.3716666666666667,0.79425,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/rex_graphs/anm_allnpz_ts20_100_500/comparison/csuite_weak_arrows/ts20_s29/rex_union.json,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/synthetic/synthetic_dag_rex_topological_ts20_s29.npz,datasets/global_test_set.npz,<leonardo_home>/tabpfn-causal-synthetic/causal_experiments/csuite_experiment/comparison_experiment_csuite/results/csuite_weak_arrows/datasets/train_ts20_s29.npz
