dataset,train_size,tabpfn_method,metric,n_pairs,tabularargn_median_loss,tabpfn_median_loss,median_loss_diff_tabularargn_minus_tabpfn,hodges_lehmann_diff_tabularargn_minus_tabpfn,wilcoxon_pratt_p_tabularargn_greater,tabpfn_better_fraction,tabularargn_better_fraction,tie_fraction,wilcoxon_pratt_p_holm_by_tabpfn_method
csuite_symprod_simpson,20,TabPFN vanilla original,CMD,100,2.2820562514859937,0.33408329918814517,1.915388724476105,1.9226688804293226,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_symprod_simpson,20,TabPFN vanilla topological,CMD,100,2.2820562514859937,0.3549691227887565,1.9087420543149989,1.8896514639993787,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_symprod_simpson,50,TabPFN DAG-aware,CMD,100,2.282436809064879,0.22841991438408954,2.0498580786075538,2.028133015495892,1.9482799225479546e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_symprod_simpson,50,TabPFN vanilla original,CMD,100,2.282436809064879,0.21010094648044594,2.0615352898434134,2.048539671241573,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_symprod_simpson,50,TabPFN vanilla topological,CMD,100,2.282436809064879,0.22817512575349974,2.0450278686273453,2.020731816642866,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_symprod_simpson,100,TabPFN DAG-aware,CMD,100,2.2863911354054314,0.19594611500465187,2.0865622724904944,2.0716494136937063,1.9482799225479546e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_symprod_simpson,100,TabPFN vanilla original,CMD,100,2.2863911354054314,0.18141538118104716,2.1094447159659806,2.091154093792604,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_symprod_simpson,100,TabPFN vanilla topological,CMD,100,2.2863911354054314,0.1940438694385537,2.0943288048810595,2.066714215245919,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_symprod_simpson,200,TabPFN DAG-aware,CMD,100,2.2869350028013193,0.0961272913970409,2.1805114849260248,2.1590665052176083,1.9482799225479546e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_symprod_simpson,200,TabPFN vanilla original,CMD,100,2.2869350028013193,0.10549043935507045,2.1862975071275637,2.1651995613736883,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_symprod_simpson,200,TabPFN vanilla topological,CMD,100,2.2869350028013193,0.11395299451731675,2.1619567489151685,2.1472533163927765,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_symprod_simpson,500,TabPFN DAG-aware,CMD,100,2.283715014075943,0.10119907577079115,2.186646313996425,2.1761692202769516,1.9482799225479546e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_symprod_simpson,500,TabPFN vanilla original,CMD,100,2.283715014075943,0.0971125137746295,2.1917071467399127,2.1887011595805017,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_symprod_simpson,500,TabPFN vanilla topological,CMD,100,2.283715014075943,0.0903250979279374,2.1842147014985827,2.176485312713816,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm,20,TabPFN DAG-aware,CMD,100,2.202252698911196,0.13005715308822,2.051402113157568,2.0385309231237354,1.9482799225479546e-18,1.0,0.0,0.0,1.4583275902991996e-16
custom_scm,20,TabPFN vanilla original,CMD,100,2.202252698911196,0.4713171945798596,1.7140410593809323,1.6908253367170993,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
custom_scm,20,TabPFN vanilla topological,CMD,100,2.202252698911196,0.23218234828978926,1.954087251266266,1.9505692382916922,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm,50,TabPFN DAG-aware,CMD,100,2.210342690463134,0.13535871787726014,2.078954071197639,2.0738182808985863,1.9482799225479546e-18,1.0,0.0,0.0,1.4583275902991996e-16
custom_scm,50,TabPFN vanilla original,CMD,100,2.210342690463134,0.2852157133010188,1.9268304373888872,1.9085419118505866,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
custom_scm,50,TabPFN vanilla topological,CMD,100,2.210342690463134,0.1574898322601352,2.0389803529755213,2.0329719291638413,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm,100,TabPFN DAG-aware,CMD,100,2.208642177367272,0.08507461325068814,2.121914551064399,2.119763137188535,1.9482799225479546e-18,1.0,0.0,0.0,1.4583275902991996e-16
custom_scm,100,TabPFN vanilla original,CMD,100,2.208642177367272,0.19582578862665045,2.0185214008381154,1.9924561967270036,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
custom_scm,100,TabPFN vanilla topological,CMD,100,2.208642177367272,0.12099867579447066,2.0880271531000343,2.0793847207973437,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm,200,TabPFN DAG-aware,CMD,100,2.2123259489447893,0.085920047690749,2.1302771152821576,2.1194979134262426,1.9482799225479546e-18,1.0,0.0,0.0,1.4583275902991996e-16
custom_scm,200,TabPFN vanilla original,CMD,100,2.2123259489447893,0.1541546026331061,2.0608619227953007,2.030813845833608,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
custom_scm,200,TabPFN vanilla topological,CMD,100,2.2123259489447893,0.09691856167620905,2.1116601973701328,2.102378985956456,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm,500,TabPFN DAG-aware,CMD,100,2.2144865391968462,0.07391284379938376,2.139934454958719,2.139852264409628,1.9482799225479546e-18,1.0,0.0,0.0,1.4583275902991996e-16
custom_scm,500,TabPFN vanilla original,CMD,100,2.2144865391968462,0.12007182222975349,2.098630400980869,2.0928268981175453,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
custom_scm,500,TabPFN vanilla topological,CMD,100,2.2144865391968462,0.0799595364729328,2.1357429793938003,2.132495709818254,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm_noise1e-2,20,TabPFN DAG-aware,CMD,100,2.207337762671245,0.13301250302926615,2.0571024070925716,2.038077618949748,1.9482799225479546e-18,1.0,0.0,0.0,1.4583275902991996e-16
custom_scm_noise1e-2,20,TabPFN vanilla original,CMD,100,2.207337762671245,0.49209265574901834,1.7251119824169447,1.6848707821286129,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
custom_scm_noise1e-2,20,TabPFN vanilla topological,CMD,100,2.207337762671245,0.23458475494544961,1.9514093470229892,1.9479532038656515,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm_noise1e-2,50,TabPFN DAG-aware,CMD,100,2.2089245337398316,0.1375016444723253,2.07697033753594,2.07428037110533,1.9482799225479546e-18,1.0,0.0,0.0,1.4583275902991996e-16
custom_scm_noise1e-2,50,TabPFN vanilla original,CMD,100,2.2089245337398316,0.2928249968975285,1.9113570459644746,1.909248696515074,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
custom_scm_noise1e-2,50,TabPFN vanilla topological,CMD,100,2.2089245337398316,0.1593721788533228,2.047251397203935,2.035145055579881,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm_noise1e-2,100,TabPFN DAG-aware,CMD,100,2.20597378035746,0.08408142506177399,2.121385508570735,2.116820591975326,1.9482799225479546e-18,1.0,0.0,0.0,1.4583275902991996e-16
custom_scm_noise1e-2,100,TabPFN vanilla original,CMD,100,2.20597378035746,0.19246493761770594,2.011451804958011,1.990909271279818,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
custom_scm_noise1e-2,100,TabPFN vanilla topological,CMD,100,2.20597378035746,0.11919888755211505,2.0854127548398544,2.0752391211939845,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm_noise1e-2,200,TabPFN DAG-aware,CMD,100,2.2124272527076423,0.08758565503736455,2.117536299484252,2.1192346026541893,1.9482799225479546e-18,1.0,0.0,0.0,1.4583275902991996e-16
custom_scm_noise1e-2,200,TabPFN vanilla original,CMD,100,2.2124272527076423,0.1506630971357357,2.0595191742281647,2.0336070897871066,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
custom_scm_noise1e-2,200,TabPFN vanilla topological,CMD,100,2.2124272527076423,0.09682534783366001,2.1105458867803413,2.104540908686429,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm_noise1e-2,500,TabPFN DAG-aware,CMD,100,2.22201315756094,0.07508394965099685,2.144084569975055,2.141355573835309,1.9482799225479546e-18,1.0,0.0,0.0,1.4583275902991996e-16
custom_scm_noise1e-2,500,TabPFN vanilla original,CMD,100,2.22201315756094,0.11778379689229665,2.1018748514587777,2.094726064484452,1.9482799225479546e-18,1.0,0.0,0.0,1.4600563538316172e-16
custom_scm_noise1e-2,500,TabPFN vanilla topological,CMD,100,2.22201315756094,0.08020756490654445,2.1344538262688064,2.134450420386851,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_large_backdoor,20,TabPFN DAG-aware,NNAA |x-0.5|,100,0.4629999999999999,0.14187499999999997,0.3212499999999999,0.32149999999999995,1.9476205883528185e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_large_backdoor,20,TabPFN vanilla original,NNAA |x-0.5|,100,0.4629999999999999,0.1587499999999999,0.305,0.3021250000000001,1.947840342912769e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_large_backdoor,20,TabPFN vanilla topological,NNAA |x-0.5|,100,0.4629999999999999,0.1534999999999999,0.30437500000000006,0.30737500000000006,1.947950229006717e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_large_backdoor,50,TabPFN DAG-aware,NNAA |x-0.5|,100,0.3585,0.0735,0.28374999999999995,0.285,1.947840342912769e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_large_backdoor,50,TabPFN vanilla original,NNAA |x-0.5|,100,0.3585,0.08775,0.2678750000000001,0.268875,1.947840342912769e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_large_backdoor,50,TabPFN vanilla topological,NNAA |x-0.5|,100,0.3585,0.08462499999999995,0.27225,0.27312500000000006,1.947840342912769e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_large_backdoor,100,TabPFN DAG-aware,NNAA |x-0.5|,100,0.32512499999999994,0.0437499999999999,0.27925,0.28075000000000006,1.948060120977004e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_large_backdoor,100,TabPFN vanilla original,NNAA |x-0.5|,100,0.32512499999999994,0.057874999999999954,0.2672500000000001,0.266875,1.9477304626949193e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_large_backdoor,100,TabPFN vanilla topological,NNAA |x-0.5|,100,0.32512499999999994,0.05224999999999995,0.27574999999999994,0.27437500000000004,1.9476205883528185e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_large_backdoor,200,TabPFN DAG-aware,NNAA |x-0.5|,100,0.3145,0.026124999999999947,0.2861250000000001,0.28725,1.9471811497364043e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_large_backdoor,200,TabPFN vanilla original,NNAA |x-0.5|,100,0.3145,0.03437499999999995,0.2799999999999999,0.279,1.9475107198862834e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_large_backdoor,200,TabPFN vanilla topological,NNAA |x-0.5|,100,0.3145,0.0295,0.28550000000000003,0.28387500000000004,1.947840342912769e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_large_backdoor,500,TabPFN DAG-aware,NNAA |x-0.5|,100,0.31125,0.012999999999999949,0.29775,0.296625,1.94729100057835e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_large_backdoor,500,TabPFN vanilla original,NNAA |x-0.5|,100,0.31125,0.0151249999999999,0.2945,0.29487500000000005,1.9471811497364043e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_large_backdoor,500,TabPFN vanilla topological,NNAA |x-0.5|,100,0.31125,0.01312499999999995,0.296625,0.2965,1.9475107198862834e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_mixed_confounding,20,TabPFN DAG-aware,NNAA |x-0.5|,100,0.43562500000000004,0.13712499999999994,0.29200000000000004,0.29212499999999997,1.948060120977004e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_mixed_confounding,20,TabPFN vanilla original,NNAA |x-0.5|,100,0.43562500000000004,0.17712499999999998,0.253125,0.25287500000000007,1.9481700188239655e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_mixed_confounding,20,TabPFN vanilla topological,NNAA |x-0.5|,100,0.43562500000000004,0.17362499999999997,0.25825000000000004,0.25675000000000003,1.9482799225479546e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_mixed_confounding,50,TabPFN DAG-aware,NNAA |x-0.5|,100,0.25625,0.0669999999999999,0.19025000000000009,0.18912499999999993,1.948060120977004e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_mixed_confounding,50,TabPFN vanilla original,NNAA |x-0.5|,100,0.25625,0.10449999999999995,0.15225,0.15112499999999998,1.947950229006717e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_mixed_confounding,50,TabPFN vanilla topological,NNAA |x-0.5|,100,0.25625,0.088,0.166875,0.16862500000000002,1.947840342912769e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_mixed_confounding,100,TabPFN DAG-aware,NNAA |x-0.5|,100,0.22087499999999993,0.03712499999999995,0.18425000000000002,0.182875,1.9481700188239655e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_mixed_confounding,100,TabPFN vanilla original,NNAA |x-0.5|,100,0.22087499999999993,0.0658749999999999,0.15537499999999999,0.15512499999999999,1.94729100057835e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_mixed_confounding,100,TabPFN vanilla topological,NNAA |x-0.5|,100,0.22087499999999993,0.0472499999999999,0.1735,0.17412500000000006,1.947840342912769e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_mixed_confounding,200,TabPFN DAG-aware,NNAA |x-0.5|,100,0.2026249999999999,0.0249999999999999,0.17850000000000005,0.17824999999999994,1.94729100057835e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_mixed_confounding,200,TabPFN vanilla original,NNAA |x-0.5|,100,0.2026249999999999,0.04424999999999995,0.15887499999999993,0.15900000000000003,1.9477304626949193e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_mixed_confounding,200,TabPFN vanilla topological,NNAA |x-0.5|,100,0.2026249999999999,0.03075,0.1729999999999999,0.17237500000000006,1.946961465675205e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_mixed_confounding,500,TabPFN DAG-aware,NNAA |x-0.5|,100,0.19275,0.0134999999999999,0.181,0.17987500000000006,1.9468516324553056e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_mixed_confounding,500,TabPFN vanilla original,NNAA |x-0.5|,100,0.19275,0.02475,0.16850000000000007,0.16825000000000012,1.947840342912769e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_mixed_confounding,500,TabPFN vanilla topological,NNAA |x-0.5|,100,0.19275,0.01525,0.17737500000000012,0.17725000000000005,1.9474008572948366e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_symprod_simpson,20,TabPFN DAG-aware,NNAA |x-0.5|,100,0.4648749999999999,0.11599999999999995,0.3473750000000001,0.346,1.947950229006717e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_symprod_simpson,20,TabPFN vanilla original,NNAA |x-0.5|,100,0.4648749999999999,0.13462499999999994,0.33187500000000003,0.33249999999999996,1.948060120977004e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_symprod_simpson,20,TabPFN vanilla topological,NNAA |x-0.5|,100,0.4648749999999999,0.1161249999999999,0.34637500000000004,0.346375,1.947950229006717e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_symprod_simpson,50,TabPFN DAG-aware,NNAA |x-0.5|,100,0.412,0.058125,0.355,0.354125,1.947840342912769e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_symprod_simpson,50,TabPFN vanilla original,NNAA |x-0.5|,100,0.412,0.06637499999999996,0.34624999999999995,0.3453750000000001,1.9476205883528185e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_symprod_simpson,50,TabPFN vanilla topological,NNAA |x-0.5|,100,0.412,0.06025,0.35387500000000005,0.35187500000000005,1.947950229006717e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_symprod_simpson,100,TabPFN DAG-aware,NNAA |x-0.5|,100,0.3963749999999999,0.03399999999999995,0.3610000000000001,0.3610000000000001,1.9476205883528185e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_symprod_simpson,100,TabPFN vanilla original,NNAA |x-0.5|,100,0.3963749999999999,0.03924999999999995,0.35775,0.35687500000000005,1.9471811497364043e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_symprod_simpson,100,TabPFN vanilla topological,NNAA |x-0.5|,100,0.3963749999999999,0.03662499999999995,0.36099999999999993,0.35975000000000007,1.9465221680348982e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_symprod_simpson,200,TabPFN DAG-aware,NNAA |x-0.5|,100,0.38875000000000004,0.0189999999999999,0.36762500000000004,0.36850000000000005,1.946631983635448e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_symprod_simpson,200,TabPFN vanilla original,NNAA |x-0.5|,100,0.38875000000000004,0.02349999999999995,0.36549999999999994,0.3652500000000001,1.9475107198862834e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_symprod_simpson,200,TabPFN vanilla topological,NNAA |x-0.5|,100,0.38875000000000004,0.0214999999999999,0.3672500000000001,0.36749999999999994,1.94707130476883e-18,1.0,0.0,0.0,1.4587390245802595e-16
csuite_symprod_simpson,500,TabPFN DAG-aware,NNAA |x-0.5|,100,0.3847499999999999,0.010125,0.37300000000000016,0.373125,1.9476205883528185e-18,1.0,0.0,0.0,1.4583275902991996e-16
csuite_symprod_simpson,500,TabPFN vanilla original,NNAA |x-0.5|,100,0.3847499999999999,0.0122499999999999,0.372625,0.3726250000000001,1.947840342912769e-18,1.0,0.0,0.0,1.4600563538316172e-16
csuite_symprod_simpson,500,TabPFN vanilla topological,NNAA |x-0.5|,100,0.3847499999999999,0.011,0.3727500000000001,0.37299999999999994,1.9465221680348982e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm,20,TabPFN DAG-aware,NNAA |x-0.5|,100,0.49137499999999995,0.0462499999999999,0.4443750000000001,0.444,1.9476205883528185e-18,1.0,0.0,0.0,1.4583275902991996e-16
custom_scm,20,TabPFN vanilla original,NNAA |x-0.5|,100,0.49137499999999995,0.05549999999999995,0.43437500000000007,0.435,1.948060120977004e-18,1.0,0.0,0.0,1.4600563538316172e-16
custom_scm,20,TabPFN vanilla topological,NNAA |x-0.5|,100,0.49137499999999995,0.04074999999999995,0.45037499999999997,0.449,1.9477304626949193e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm,50,TabPFN DAG-aware,NNAA |x-0.5|,100,0.4812499999999999,0.016124999999999952,0.465125,0.46362500000000006,1.9459731781139918e-18,1.0,0.0,0.0,1.4583275902991996e-16
custom_scm,50,TabPFN vanilla original,NNAA |x-0.5|,100,0.4812499999999999,0.02299999999999995,0.45812500000000006,0.4573750000000001,1.9475107198862834e-18,1.0,0.0,0.0,1.4600563538316172e-16
custom_scm,50,TabPFN vanilla topological,NNAA |x-0.5|,100,0.4812499999999999,0.0187499999999999,0.46262500000000006,0.4617500000000001,1.94707130476883e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm,100,TabPFN DAG-aware,NNAA |x-0.5|,100,0.4761249999999999,0.0093749999999999,0.46675,0.4653750000000001,1.946412358306839e-18,1.0,0.0,0.0,1.4583275902991996e-16
custom_scm,100,TabPFN vanilla original,NNAA |x-0.5|,100,0.4761249999999999,0.0128749999999999,0.46337500000000004,0.462375,1.9477304626949193e-18,1.0,0.0,0.0,1.4600563538316172e-16
custom_scm,100,TabPFN vanilla topological,NNAA |x-0.5|,100,0.4761249999999999,0.011374999999999899,0.4648749999999999,0.4640000000000001,1.9471811497364043e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm,200,TabPFN DAG-aware,NNAA |x-0.5|,100,0.47375,0.0097499999999999,0.46362500000000006,0.4633750000000001,1.94707130476883e-18,1.0,0.0,0.0,1.4583275902991996e-16
custom_scm,200,TabPFN vanilla original,NNAA |x-0.5|,100,0.47375,0.0114999999999999,0.46225000000000005,0.462,1.946961465675205e-18,1.0,0.0,0.0,1.4600563538316172e-16
custom_scm,200,TabPFN vanilla topological,NNAA |x-0.5|,100,0.47375,0.009499999999999901,0.46475,0.46387500000000004,1.9459731781139918e-18,1.0,0.0,0.0,1.4587390245802595e-16
custom_scm,500,TabPFN DAG-aware,NNAA |x-0.5|,100,0.47237499999999993,0.0055,0.467,0.4654999999999999,1.9444367870655995e-18,1.0,0.0,0.0,1.4583275902991996e-16
