dataset,source,result_file,train_size,seed,repetition,noise_level,skeleton_recall,skeleton_precision,skeleton_shd,direction_precision,direction_recall,v_structure_precision,v_structure_recall,v_structure_f1,directed_edges,undirected_edges,skeleton_edges,v_structures
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,18,19,,0.0,,8.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,20,21,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,21,22,,0.375,0.75,6.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,22,23,,0.375,1.0,5.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,23,24,,0.375,0.75,6.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,24,25,,0.0,,8.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,25,26,,0.375,1.0,5.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,26,27,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,27,28,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,28,29,,0.375,1.0,5.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,29,30,,0.625,1.0,3.0,0.5,0.125,,0.0,,2.0,3.0,5.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,30,31,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,31,32,,0.0,,8.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,32,33,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,33,34,,0.0,,8.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,34,35,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,35,36,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,36,37,,0.5,1.0,4.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,37,38,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,38,39,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,39,40,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,40,41,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,41,42,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,42,43,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,44,45,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,45,46,,0.375,1.0,5.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,46,47,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,47,48,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,48,49,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,49,50,,0.5,1.0,4.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,50,51,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,52,53,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,53,54,,0.125,0.5,8.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,55,56,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,56,57,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,58,59,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,59,60,,0.0,,8.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,60,61,,0.0,,8.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,61,62,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,62,63,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,63,64,,0.125,0.5,8.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,64,65,,0.125,0.3333333333333333,9.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,65,66,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,66,67,,0.125,0.3333333333333333,9.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,67,68,,0.0,,8.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,68,69,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,69,70,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,70,71,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,71,72,,0.0,,8.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,72,73,,0.0,,8.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,73,74,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,74,75,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,76,77,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,78,79,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,79,80,,0.375,1.0,5.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,80,81,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,81,82,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,82,83,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,83,84,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,84,85,,0.25,0.6666666666666666,7.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,85,86,,0.0,,8.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,86,87,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,87,88,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,88,89,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,89,90,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,90,91,,0.0,,8.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,91,92,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,93,94,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,94,95,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,95,96,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,96,97,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,97,98,,0.375,1.0,5.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,98,99,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,99,100,,0.0,,8.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,100,101,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,101,102,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,102,103,,0.0,,8.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,103,104,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,104,105,,0.375,1.0,5.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,105,106,,0.25,1.0,6.0,,0.0,,0.0,,0.0,2.0,2.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,106,107,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,107,108,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,20,108,109,,0.125,1.0,7.0,,0.0,,0.0,,0.0,1.0,1.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,145,1,,0.75,1.0,2.0,,0.0,,0.0,,0.0,6.0,6.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,146,2,,0.375,1.0,5.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,147,3,,0.375,1.0,5.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,148,4,,0.375,1.0,5.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,149,5,,0.5,1.0,4.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,150,6,,0.375,1.0,5.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,151,7,,0.5,1.0,4.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,152,8,,0.5,1.0,4.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,153,9,,0.625,1.0,3.0,,0.0,,0.0,,0.0,5.0,5.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,154,10,,0.5,1.0,4.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,155,11,,0.5,1.0,4.0,0.0,0.0,,0.0,,2.0,2.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,156,12,,0.625,1.0,3.0,,0.0,,0.0,,0.0,5.0,5.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,157,13,,0.375,0.75,6.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,158,14,,0.75,1.0,2.0,,0.0,,0.0,,0.0,6.0,6.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,159,15,,0.625,1.0,3.0,,0.0,,0.0,,0.0,5.0,5.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,160,16,,0.375,1.0,5.0,,0.0,,0.0,,0.0,3.0,3.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,161,17,,0.5,1.0,4.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,162,18,,0.5,1.0,4.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,163,19,,0.625,1.0,3.0,0.5,0.125,,0.0,,2.0,3.0,5.0,0.0
csuite_large_backdoor,csuite,causal_experiments/results/interventional_experiment/data/result_csuite_large_backdoor_intervention_experiment_cleaned_reps_100.csv,50,164,20,,0.5,1.0,4.0,,0.0,,0.0,,0.0,4.0,4.0,0.0
