dataset,label,train_size,skeleton_recall_published,direction_recall_published,oriented_fraction_published,direction_precision_published,runs_published,runs_with_directed_published,skeleton_recall_new,direction_recall_new,oriented_fraction_new,direction_precision_new,runs_new,runs_with_directed_new,skeleton_recall_delta,skeleton_recall_published_2dp,skeleton_recall_new_2dp,skeleton_recall_changed_2dp,direction_recall_delta,direction_recall_published_2dp,direction_recall_new_2dp,direction_recall_changed_2dp,oriented_fraction_delta,oriented_fraction_published_2dp,oriented_fraction_new_2dp,oriented_fraction_changed_2dp,direction_precision_delta,direction_precision_published_2dp,direction_precision_new_2dp,direction_precision_changed_2dp
csuite_nonlin_simpson,CNS,20,0.24,0.0,0.0,,100,0,0.24,0.0,0.0,,100,0,0.0,0.24,0.24,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,,,,False
csuite_nonlin_simpson,CNS,50,0.2575,0.0,0.02803738317757009,0.0,100,3,0.2575,0.0,0.02803738317757009,0.0,100,3,0.0,0.26,0.26,False,0.0,0.0,0.0,False,0.0,0.03,0.03,False,0.0,0.0,0.0,False
csuite_nonlin_simpson,CNS,100,0.275,0.0025,0.05533596837944665,0.0416666666666666,100,6,0.275,0.0025,0.05533596837944665,0.0416666666666666,100,6,0.0,0.28,0.28,False,0.0,0.0,0.0,False,0.0,0.06,0.06,False,0.0,0.04,0.04,False
csuite_nonlin_simpson,CNS,200,0.2875,0.0,0.06968641114982578,0.0,100,10,0.2875,0.0,0.06968641114982578,0.0,100,10,0.0,0.29,0.29,False,0.0,0.0,0.0,False,0.0,0.07,0.07,False,0.0,0.0,0.0,False
csuite_nonlin_simpson,CNS,500,0.4425,0.0,0.0,,100,0,0.4425,0.0,0.0,,100,0,0.0,0.44,0.44,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,,,,False
csuite_symprod_simpson,CSS,20,0.1625,0.0,0.0,,100,0,0.1625,0.0,0.0,,100,0,0.0,0.16,0.16,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,,,,False
csuite_symprod_simpson,CSS,50,0.295,0.0,0.04054054054054054,0.0,100,3,0.295,0.0,0.04054054054054054,0.0,100,3,0.0,0.3,0.3,False,0.0,0.0,0.0,False,0.0,0.04,0.04,False,0.0,0.0,0.0,False
csuite_symprod_simpson,CSS,100,0.3125,0.0,0.010309278350515464,0.0,100,1,0.3125,0.0,0.010309278350515464,0.0,100,1,0.0,0.31,0.31,False,0.0,0.0,0.0,False,0.0,0.01,0.01,False,0.0,0.0,0.0,False
csuite_symprod_simpson,CSS,200,0.3325,0.0,0.0,,100,0,0.3325,0.0,0.0,,100,0,0.0,0.33,0.33,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,,,,False
csuite_symprod_simpson,CSS,500,0.5625,0.0175,0.04848484848484849,0.4,100,5,0.5625,0.0175,0.04848484848484849,0.4,100,5,0.0,0.56,0.56,False,0.0,0.02,0.02,False,0.0,0.05,0.05,False,0.0,0.4,0.4,False
csuite_weak_arrows,CWA,20,0.0466666666666666,0.0,0.0,,100,0,0.0466666666666666,0.0,0.0,,100,0,0.0,0.05,0.05,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False,,,,False
csuite_weak_arrows,CWA,50,0.2386666666666666,0.0133333333333333,0.10265486725663715,0.3621794871794871,100,26,0.2386666666666666,0.0126666666666666,0.10265486725663715,0.3429487179487179,100,26,0.0,0.24,0.24,False,-0.0006666666666666991,0.01,0.01,False,0.0,0.1,0.1,False,-0.019230769230769218,0.36,0.34,True
csuite_weak_arrows,CWA,100,0.3253333333333333,0.012,0.05972222222222222,0.430392156862745,100,17,0.3253333333333333,0.012,0.05972222222222222,0.430392156862745,100,17,0.0,0.33,0.33,False,0.0,0.01,0.01,False,0.0,0.06,0.06,False,0.0,0.43,0.43,False
csuite_weak_arrows,CWA,200,0.3766666666666666,0.0213333333333333,0.12192118226600986,0.3484593837535014,100,34,0.3766666666666666,0.0213333333333333,0.12192118226600986,0.3484593837535014,100,34,0.0,0.38,0.38,False,0.0,0.02,0.02,False,0.0,0.12,0.12,False,0.0,0.35,0.35,False
csuite_weak_arrows,CWA,500,0.4039999999999999,0.0673333333333333,0.23490669593852911,0.4799674890036336,100,83,0.4039999999999999,0.0673333333333333,0.23490669593852911,0.4799674890036336,100,83,0.0,0.4,0.4,False,0.0,0.07,0.07,False,0.0,0.23,0.23,False,0.0,0.48,0.48,False
