dataset,train_size,seed,method,correlation_matrix_difference,k_marginal_tvd,nnaa
custom_scm,20,28,random_order,0.24811661409823,0.2344166666666667,0.51675
custom_scm,20,29,random_order,0.3288014648586211,0.2383333333333333,0.524
custom_scm,20,31,random_order,0.1789933627363945,0.2850833333333333,0.5575
custom_scm,20,32,random_order,1.116244707646411,0.338,0.5795
custom_scm,20,33,random_order,0.1375918435155669,0.2396666666666667,0.52425
custom_scm,20,34,random_order,0.4005569139474106,0.298,0.5725
custom_scm,20,35,random_order,0.2493544531534127,0.2513333333333333,0.5155000000000001
custom_scm,20,36,random_order,0.2480992864948076,0.2523333333333333,0.526
custom_scm,20,37,random_order,0.3821788969124602,0.26875,0.56475
custom_scm,20,38,random_order,0.8943973293512888,0.2799166666666667,0.55875
custom_scm,20,39,random_order,0.4872316096546052,0.3419166666666666,0.6074999999999999
custom_scm,20,40,random_order,0.3031884623802199,0.302,0.5735
custom_scm,20,41,random_order,0.4733268848072545,0.2784166666666667,0.53075
custom_scm,20,42,random_order,0.0667773034954355,0.2681666666666667,0.5455
custom_scm,20,43,random_order,0.282381961612203,0.3046666666666667,0.5365
custom_scm,20,44,random_order,1.0030244121101588,0.2618333333333333,0.5525
custom_scm,20,45,random_order,0.192024965605635,0.2375,0.5217499999999999
custom_scm,20,46,random_order,0.7027869012697683,0.2631666666666666,0.5365
custom_scm,20,47,random_order,0.1977033053250894,0.231,0.523
custom_scm,20,48,random_order,0.7080401530218037,0.2476666666666667,0.5297499999999999
custom_scm,20,49,random_order,0.3853613280833839,0.3454166666666667,0.5865
custom_scm,20,50,random_order,0.3750171285600901,0.2578333333333334,0.534
custom_scm,20,51,random_order,0.7229115778179386,0.3654166666666666,0.60375
custom_scm,20,52,random_order,0.2365692778037252,0.2738333333333334,0.5387500000000001
custom_scm,20,53,random_order,0.1301622369312969,0.2500833333333334,0.5605
custom_scm,20,54,random_order,0.3269651738030579,0.26325,0.5277499999999999
custom_scm,20,55,random_order,0.0627842432315716,0.2385833333333333,0.50225
custom_scm,20,56,random_order,0.133695257440884,0.2536666666666666,0.53375
custom_scm,20,57,random_order,0.5860402139489237,0.2889166666666667,0.55975
custom_scm,20,58,random_order,0.8729870712396468,0.2933333333333334,0.54525
custom_scm,20,59,random_order,0.1120128630603169,0.2579166666666667,0.5415
custom_scm,20,61,random_order,1.293100739624376,0.3638333333333333,0.605
custom_scm,20,62,random_order,0.1688699324420027,0.3073333333333333,0.53925
custom_scm,20,63,random_order,0.2084006403912809,0.2411666666666666,0.53025
custom_scm,20,64,random_order,0.0962320825506636,0.2169166666666666,0.51275
custom_scm,20,65,random_order,0.1177955803391068,0.2653333333333333,0.5335000000000001
custom_scm,20,66,random_order,0.1835759269435031,0.2783333333333334,0.5562499999999999
custom_scm,20,67,random_order,0.0847662766971685,0.2788333333333334,0.5582499999999999
custom_scm,20,68,random_order,0.7606371943483723,0.279,0.5682499999999999
custom_scm,20,69,random_order,0.3346532162347734,0.28075,0.53025
custom_scm,20,70,random_order,0.056084848873563,0.3675833333333333,0.60325
custom_scm,20,71,random_order,0.2302485487078858,0.25125,0.533
custom_scm,20,72,random_order,0.6347404913275133,0.2504166666666667,0.5509999999999999
custom_scm,20,73,random_order,0.5362663482656503,0.3260833333333333,0.60025
custom_scm,20,74,random_order,0.2901417013336911,0.2411666666666666,0.515
custom_scm,20,75,random_order,0.4312934873840057,0.2736666666666666,0.542
custom_scm,20,76,random_order,0.0593579483303254,0.2525,0.5465
custom_scm,20,77,random_order,0.2733987133000379,0.2499166666666666,0.54175
custom_scm,20,78,random_order,0.0444108575262607,0.2211666666666666,0.5257499999999999
custom_scm,20,79,random_order,0.692838174761745,0.2920833333333333,0.56675
custom_scm,20,80,random_order,0.2129701767156109,0.2444166666666667,0.5389999999999999
custom_scm,20,81,random_order,0.0838974095102767,0.23475,0.53425
custom_scm,20,82,random_order,0.4292176545309851,0.258,0.54175
custom_scm,20,83,random_order,0.3426787669351996,0.3085833333333334,0.5775
custom_scm,20,84,random_order,0.1698911868561738,0.3089166666666667,0.55725
custom_scm,20,85,random_order,0.6865954308509575,0.3045833333333334,0.5475
custom_scm,20,86,random_order,0.8393471710253722,0.3060833333333334,0.54075
custom_scm,20,87,random_order,0.4478613289170624,0.2344166666666667,0.51625
custom_scm,20,88,random_order,0.9341406750010144,0.3656666666666667,0.55875
custom_scm,20,89,random_order,1.5336414628309931,0.3349166666666667,0.59375
custom_scm,20,90,random_order,0.385474552730925,0.3278333333333333,0.60575
custom_scm,20,91,random_order,0.6604919179736223,0.34325,0.58125
custom_scm,20,92,random_order,0.5274046028825898,0.2638333333333333,0.544
custom_scm,20,93,random_order,1.4060196402929623,0.35225,0.595
custom_scm,20,94,random_order,0.1390983011358749,0.2790833333333333,0.5415000000000001
custom_scm,20,96,random_order,0.869183597733223,0.273,0.552
custom_scm,20,97,random_order,0.3521561166548029,0.253,0.53175
custom_scm,20,98,random_order,0.6467867249475433,0.3471666666666667,0.58575
custom_scm,20,99,random_order,0.6439514456527703,0.2846666666666667,0.5415
custom_scm,20,100,random_order,0.5886729717433073,0.2718333333333333,0.53225
custom_scm,20,101,random_order,0.4167878922167186,0.2645,0.5405
custom_scm,20,102,random_order,0.0610092968011382,0.2353333333333333,0.5445
custom_scm,50,120,random_order,0.4419723142327716,0.267,0.54725
custom_scm,50,121,random_order,0.5613561768624636,0.259,0.53625
custom_scm,50,122,random_order,0.1634117487353606,0.2608333333333333,0.53575
custom_scm,50,123,random_order,0.4559404397849855,0.2604166666666667,0.5297499999999999
custom_scm,50,124,random_order,0.1566812631388496,0.2315833333333333,0.5297499999999999
custom_scm,50,125,random_order,0.3717240734434519,0.22325,0.5097499999999999
custom_scm,50,126,random_order,0.2111039406527442,0.2479166666666667,0.522
custom_scm,50,127,random_order,0.3993811368968911,0.2478333333333333,0.5409999999999999
custom_scm,50,128,random_order,0.0880436770138332,0.2373333333333333,0.51225
custom_scm,50,129,random_order,0.1170794133369094,0.22975,0.52275
custom_scm,50,130,random_order,0.3060956697553604,0.22475,0.50875
custom_scm,50,131,random_order,0.2958511949569211,0.2310833333333333,0.5129999999999999
custom_scm,50,132,random_order,0.3317813702902388,0.2305833333333333,0.5245
custom_scm,50,133,random_order,0.4799987969419607,0.2520833333333334,0.528
custom_scm,50,134,random_order,0.1650396570137923,0.2215,0.5137499999999999
custom_scm,50,135,random_order,0.5007067950589423,0.2338333333333333,0.5057499999999999
custom_scm,50,136,random_order,0.8861468276012169,0.2656666666666666,0.534
custom_scm,50,137,random_order,0.9659143274785434,0.2605833333333333,0.528
custom_scm,50,138,random_order,0.180312563151427,0.2326666666666667,0.5285
custom_scm,50,139,random_order,0.1148445822306429,0.2328333333333333,0.504
custom_scm,50,140,random_order,0.410501547713848,0.256,0.5329999999999999
custom_scm,50,141,random_order,0.3385591802904229,0.2554166666666667,0.51
custom_scm,50,142,random_order,0.0401901677092259,0.2603333333333333,0.52825
custom_scm,50,143,random_order,0.4759776891877589,0.2775,0.53075
custom_scm,50,144,random_order,0.0715115049228397,0.24775,0.5255000000000001
custom_scm,50,145,random_order,0.0486059045325266,0.26625,0.54375
custom_scm,50,146,random_order,0.4894297419431871,0.2420833333333333,0.52675
custom_scm,50,147,random_order,0.4253681986037225,0.2359166666666667,0.528
custom_scm,50,148,random_order,0.2644399729017848,0.2299999999999999,0.5217499999999999
custom_scm,50,149,random_order,0.187590218173123,0.2454166666666666,0.54775
custom_scm,50,150,random_order,0.318826343541954,0.2295,0.51425
custom_scm,50,151,random_order,0.2326230926904086,0.2209166666666666,0.5157499999999999
custom_scm,50,152,random_order,0.032477841808516,0.2406666666666667,0.52
custom_scm,50,153,random_order,0.2685402137123644,0.2354166666666667,0.5145
custom_scm,50,154,random_order,0.1431161880248617,0.2243333333333333,0.5155
custom_scm,50,155,random_order,0.3146446311479598,0.2276666666666667,0.5145
custom_scm,50,156,random_order,0.201623763365701,0.2449166666666667,0.5309999999999999
custom_scm,50,157,random_order,0.0460149523671541,0.2268333333333333,0.5125
custom_scm,50,158,random_order,0.1944979657315928,0.23175,0.5265
custom_scm,50,159,random_order,0.3202840404305276,0.261,0.53575
custom_scm,50,160,random_order,0.2458542197724673,0.2334166666666667,0.5135
custom_scm,50,161,random_order,0.7021449922231024,0.2551666666666667,0.53725
custom_scm,50,162,random_order,0.1039939448332602,0.2478333333333333,0.51925
custom_scm,50,163,random_order,0.3305693504145872,0.28275,0.53725
custom_scm,50,164,random_order,0.1692638364589773,0.2114166666666667,0.50875
custom_scm,50,165,random_order,0.3463736915580631,0.2475833333333333,0.51825
custom_scm,50,166,random_order,0.4432698691347402,0.21625,0.50525
custom_scm,50,167,random_order,0.5715296371673811,0.2516666666666667,0.523
custom_scm,50,168,random_order,0.0910100427762977,0.2349166666666666,0.51875
custom_scm,50,169,random_order,0.2111295881392181,0.2306666666666666,0.524
custom_scm,50,170,random_order,0.1507747984247588,0.2315,0.5145
custom_scm,50,171,random_order,0.1674627943885192,0.2643333333333333,0.52425
custom_scm,50,172,random_order,0.2852587094437521,0.2299166666666666,0.5189999999999999
custom_scm,50,173,random_order,0.1746785811754046,0.2353333333333333,0.526
custom_scm,50,174,random_order,0.1265347163806828,0.22025,0.514
custom_scm,50,175,random_order,0.8442996428618194,0.2904166666666666,0.57675
custom_scm,50,176,random_order,0.271144100760737,0.234,0.5385
custom_scm,50,177,random_order,0.6409112021310231,0.2608333333333333,0.5367500000000001
custom_scm,50,178,random_order,0.2628714479875149,0.25025,0.50875
custom_scm,50,179,random_order,0.1601261810771103,0.22575,0.50675
custom_scm,50,180,random_order,0.243118330592921,0.226,0.5065
custom_scm,50,181,random_order,0.3549529547724267,0.2415,0.52825
custom_scm,50,182,random_order,0.6129672638503834,0.25775,0.52875
custom_scm,50,183,random_order,0.3539115310663041,0.2515,0.5365
custom_scm,50,184,random_order,0.1295594013777994,0.2624166666666667,0.531
custom_scm,50,185,random_order,0.3504465640604434,0.229,0.5225
custom_scm,50,186,random_order,0.3135720382480926,0.2649999999999999,0.537
custom_scm,50,187,random_order,0.4200152956356535,0.2374166666666667,0.5197499999999999
custom_scm,50,188,random_order,0.1961097381901064,0.2525833333333333,0.52225
custom_scm,50,189,random_order,0.1055936293371562,0.2095,0.502
custom_scm,50,190,random_order,0.1386469498319103,0.24925,0.5235
custom_scm,50,191,random_order,0.2850633395579042,0.229,0.508
custom_scm,50,192,random_order,0.2052090885084638,0.2431666666666667,0.5165
custom_scm,50,193,random_order,0.3439597445519425,0.27275,0.5277499999999999
custom_scm,50,194,random_order,0.2752113051304464,0.3223333333333333,0.5515
custom_scm,50,195,random_order,0.2099886010831312,0.2155,0.505
custom_scm,50,196,random_order,0.1352431843458217,0.2155833333333333,0.51125
custom_scm,50,197,random_order,0.0871256560190408,0.2744166666666667,0.52925
custom_scm,50,198,random_order,0.0807533439581532,0.2258333333333333,0.51125
custom_scm,50,199,random_order,0.1074126606862906,0.2271666666666666,0.51925
custom_scm,50,200,random_order,0.2201582714024455,0.2423333333333333,0.51125
custom_scm,50,202,random_order,0.511264846076334,0.2374166666666667,0.52125
custom_scm,50,203,random_order,0.441558473445323,0.2261666666666666,0.51275
custom_scm,50,204,random_order,0.198570775257991,0.2404166666666667,0.53
custom_scm,50,205,random_order,0.4743054352031808,0.2488333333333333,0.52475
custom_scm,50,206,random_order,0.5031337710004201,0.2413333333333333,0.5229999999999999
custom_scm,50,207,random_order,0.1356266104183464,0.23375,0.51325
custom_scm,50,208,random_order,0.222139540207369,0.25775,0.5255000000000001
custom_scm,50,209,random_order,0.1617905983206393,0.2510833333333333,0.5277499999999999
custom_scm,50,210,random_order,0.0694745698365177,0.22975,0.5189999999999999
custom_scm,50,211,random_order,0.2037702635416649,0.2481666666666666,0.514
custom_scm,50,212,random_order,0.2573072892661368,0.2440833333333333,0.531
custom_scm,50,213,random_order,0.2961914473432585,0.251,0.5367500000000001
custom_scm,50,214,random_order,0.2477445235592042,0.2391666666666666,0.504
custom_scm,50,215,random_order,0.0628092374277808,0.2145,0.50875
custom_scm,50,216,random_order,0.6214661333661025,0.2885833333333333,0.5385
custom_scm,50,217,random_order,0.5396553622799938,0.2616666666666666,0.52325
custom_scm,50,218,random_order,0.6972344541494553,0.25125,0.5447500000000001
custom_scm,50,219,random_order,0.2436093233301577,0.24275,0.5185
custom_scm,50,220,random_order,0.0114080903304358,0.2426666666666666,0.5277499999999999
custom_scm,100,240,random_order,0.1553354705099517,0.2329166666666667,0.5097499999999999
custom_scm,100,241,random_order,0.1310303137699402,0.22675,0.502
custom_scm,100,242,random_order,0.0700953971989236,0.2428333333333333,0.51225
custom_scm,100,243,random_order,0.1465690458890673,0.2129999999999999,0.51075
custom_scm,100,244,random_order,0.1392568913462044,0.2145833333333333,0.5075
custom_scm,100,245,random_order,0.3176164377868164,0.21325,0.4935
custom_scm,100,246,random_order,0.0987914912323804,0.222,0.5117499999999999
custom_scm,100,247,random_order,0.0666553991213522,0.238,0.508
custom_scm,100,248,random_order,0.057262244873143,0.2326666666666667,0.51625
custom_scm,100,249,random_order,0.0264881386626152,0.2031666666666667,0.50325
custom_scm,100,250,random_order,0.5506209159148058,0.2295833333333333,0.5137499999999999
custom_scm,100,251,random_order,0.2846207452444234,0.2143333333333333,0.5
custom_scm,100,252,random_order,0.0833895334290199,0.2263333333333333,0.5097499999999999
custom_scm,100,253,random_order,0.3885385030630409,0.2226666666666666,0.51875
custom_scm,100,254,random_order,0.0880980416244549,0.2138333333333333,0.50175
custom_scm,100,255,random_order,0.1482998706669957,0.20725,0.4967499999999999
custom_scm,100,256,random_order,0.4391631802910171,0.2266666666666666,0.51
custom_scm,100,257,random_order,0.1828753356672946,0.2196666666666666,0.5025
custom_scm,100,258,random_order,0.0471120213516317,0.2149166666666666,0.5077499999999999
custom_scm,100,259,random_order,0.2239518217463561,0.2243333333333333,0.50475
custom_scm,100,260,random_order,0.6904737537801044,0.2519166666666667,0.5217499999999999
custom_scm,100,261,random_order,0.2716556530656233,0.2174166666666666,0.50275
custom_scm,100,262,random_order,0.0486955619843552,0.2066666666666667,0.5035
custom_scm,100,263,random_order,0.1498997280489488,0.2180833333333333,0.5089999999999999
custom_scm,100,264,random_order,0.1147835625867153,0.2190833333333333,0.5315
custom_scm,100,265,random_order,0.2514207320538919,0.2154166666666667,0.506
custom_scm,100,266,random_order,0.1628601508815897,0.2493333333333333,0.5145
custom_scm,100,267,random_order,0.3761442435564306,0.2200833333333333,0.5117499999999999
custom_scm,100,268,random_order,0.244507102882961,0.2343333333333333,0.522
custom_scm,100,269,random_order,0.2333127547669744,0.251,0.51925
custom_scm,100,270,random_order,0.127628340098396,0.2348333333333333,0.52025
custom_scm,100,271,random_order,0.0360395639027921,0.21925,0.51425
custom_scm,100,272,random_order,0.0062926975561129,0.2249166666666666,0.4937499999999999
custom_scm,100,273,random_order,0.3126025810547475,0.216,0.51275
custom_scm,100,274,random_order,0.1372587999101171,0.2190833333333333,0.51825
custom_scm,100,275,random_order,0.2255287681402698,0.2325833333333333,0.51475
custom_scm,100,276,random_order,0.1603311252839835,0.2344166666666667,0.51925
custom_scm,100,277,random_order,0.5908512445512248,0.23525,0.5197499999999999
custom_scm,100,278,random_order,0.0973935304477621,0.2176666666666666,0.517
custom_scm,100,279,random_order,0.1753564830545808,0.2395833333333333,0.51
custom_scm,100,280,random_order,0.0725178258090658,0.2175833333333333,0.502
custom_scm,100,281,random_order,0.0824652725004684,0.2508333333333333,0.539
custom_scm,100,282,random_order,0.147849737035837,0.26525,0.51875
custom_scm,100,283,random_order,0.49464394535105,0.2265,0.5017499999999999
custom_scm,100,284,random_order,0.1443819449177849,0.2226666666666666,0.522
custom_scm,100,285,random_order,0.1028000600944351,0.2315833333333333,0.50425
custom_scm,100,286,random_order,0.3068278236740703,0.2395833333333333,0.5217499999999999
custom_scm,100,287,random_order,0.5765006112521361,0.2251666666666666,0.51225
custom_scm,100,288,random_order,0.0380245014939827,0.2160833333333333,0.52025
custom_scm,100,289,random_order,0.0257968944506282,0.227,0.51025
custom_scm,100,290,random_order,0.0655021488813009,0.2335,0.512
custom_scm,100,291,random_order,0.2173199790874982,0.2065,0.49675
custom_scm,100,292,random_order,0.0502920325918542,0.2136666666666666,0.5017499999999999
custom_scm,100,293,random_order,0.2201237433162359,0.2450833333333334,0.5177499999999999
custom_scm,100,294,random_order,0.2043352322282482,0.2303333333333333,0.504
custom_scm,100,295,random_order,0.2393230325325403,0.2398333333333333,0.50725
custom_scm,100,296,random_order,0.5463468374375106,0.24375,0.524
custom_scm,100,297,random_order,0.0832447806139732,0.2234999999999999,0.50625
custom_scm,100,298,random_order,0.1460253940830696,0.21725,0.5055
custom_scm,100,299,random_order,0.2235377542032615,0.2210833333333333,0.50275
custom_scm,100,300,random_order,0.11272849233035,0.2150833333333333,0.51025
custom_scm,100,301,random_order,0.1376342244630044,0.20875,0.5065
custom_scm,100,302,random_order,0.0831214652874032,0.2290833333333333,0.51725
custom_scm,100,303,random_order,0.4410917040008414,0.2370833333333333,0.52
custom_scm,100,304,random_order,0.5588837162288944,0.2276666666666666,0.5237499999999999
custom_scm,100,305,random_order,0.1073595963255952,0.2304166666666667,0.504
custom_scm,100,306,random_order,0.0444446021544851,0.2115833333333333,0.51425
custom_scm,100,307,random_order,0.6685000369187629,0.2645833333333333,0.52
custom_scm,100,308,random_order,0.0447767895876705,0.2203333333333333,0.508
custom_scm,100,309,random_order,0.0664910123684441,0.2141666666666667,0.498
custom_scm,100,310,random_order,0.2603395715807174,0.2398333333333333,0.5197499999999999
custom_scm,100,311,random_order,0.0569403195090502,0.1965833333333333,0.5029999999999999
custom_scm,100,312,random_order,0.0716411063018743,0.1995,0.492
custom_scm,100,313,random_order,0.2356730211119635,0.2269166666666666,0.51475
custom_scm,100,314,random_order,0.0875842738085233,0.2435,0.533
custom_scm,100,315,random_order,0.1346495701052119,0.2405,0.514
custom_scm,100,316,random_order,0.0482800772781644,0.22875,0.5125
custom_scm,100,317,random_order,0.2260842069265462,0.2178333333333333,0.50075
custom_scm,100,318,random_order,0.0729619924246156,0.2260833333333333,0.5137499999999999
custom_scm,100,319,random_order,0.1463973615395636,0.2255833333333333,0.50825
custom_scm,100,320,random_order,0.1388647993886441,0.2169166666666666,0.52525
custom_scm,100,321,random_order,0.5177281365659904,0.2359166666666667,0.5125
custom_scm,100,322,random_order,0.112546329071719,0.2238333333333333,0.51625
custom_scm,100,323,random_order,0.2372853765790818,0.2400833333333333,0.51425
custom_scm,100,324,random_order,0.1841863185430035,0.2138333333333333,0.503
custom_scm,100,325,random_order,0.2459717568082329,0.2444999999999999,0.52425
custom_scm,100,326,random_order,0.2651756984214879,0.2264166666666666,0.5255
custom_scm,100,327,random_order,0.5187572116238781,0.2440833333333333,0.5109999999999999
custom_scm,100,328,random_order,0.0265863220415034,0.2125,0.5165
custom_scm,100,329,random_order,0.1606664808019151,0.2311666666666666,0.516
custom_scm,100,330,random_order,0.1582133640879152,0.21525,0.52075
custom_scm,100,331,random_order,0.175635177294461,0.2070833333333333,0.5105
custom_scm,100,332,random_order,0.1526220625523117,0.22575,0.50675
custom_scm,100,333,random_order,0.1852026033607234,0.2300833333333333,0.51125
custom_scm,100,334,random_order,0.1303898211436112,0.2225,0.4967499999999999
custom_scm,100,335,random_order,0.1008149205457145,0.2256666666666666,0.50325
custom_scm,100,336,random_order,0.435901286649448,0.2420833333333333,0.5295
custom_scm,100,337,random_order,0.1120923532579835,0.2204166666666666,0.505
custom_scm,100,338,random_order,0.0337115290190256,0.2212499999999999,0.51625
custom_scm,100,339,random_order,0.1106259930412656,0.2119166666666667,0.5137499999999999
custom_scm,200,360,random_order,0.0771798314435185,0.20375,0.4965
custom_scm,200,361,random_order,0.1360882125805377,0.2278333333333333,0.50325
custom_scm,200,362,random_order,0.1060489938774266,0.2113333333333333,0.50625
custom_scm,200,363,random_order,0.1465191260115314,0.2243333333333333,0.514
custom_scm,200,364,random_order,0.1155143340782353,0.2215,0.5155000000000001
custom_scm,200,365,random_order,0.2527124326868926,0.22925,0.518
custom_scm,200,366,random_order,0.0147236163344892,0.2130833333333333,0.50225
custom_scm,200,367,random_order,0.3890028003024889,0.2383333333333333,0.51425
custom_scm,200,368,random_order,0.1126986755156416,0.23425,0.5255000000000001
custom_scm,200,369,random_order,0.1294176174028409,0.2049166666666667,0.5097499999999999
custom_scm,200,370,random_order,0.3528775763249927,0.2225,0.503
custom_scm,200,371,random_order,0.1246659651740104,0.2158333333333333,0.5277499999999999
custom_scm,200,372,random_order,0.1741718467601831,0.2264166666666667,0.51075
custom_scm,200,373,random_order,0.1688772432238242,0.2172499999999999,0.50325
custom_scm,200,374,random_order,0.2916865768755431,0.2285833333333333,0.526
custom_scm,200,375,random_order,0.3869036410196478,0.2219166666666667,0.51225
custom_scm,200,376,random_order,0.1695161800230189,0.2308333333333333,0.51925
custom_scm,200,377,random_order,0.3673628445166694,0.2214166666666667,0.515
custom_scm,200,378,random_order,0.1061970997321292,0.2202499999999999,0.52225
custom_scm,200,379,random_order,0.0921213535494799,0.2264166666666666,0.50325
custom_scm,200,380,random_order,0.2265489922550694,0.2235,0.51475
custom_scm,200,381,random_order,0.0279694255248913,0.2363333333333333,0.5135000000000001
custom_scm,200,382,random_order,0.098783934327838,0.2145,0.51025
custom_scm,200,383,random_order,0.1800076728373917,0.2215,0.5209999999999999
custom_scm,200,384,random_order,0.0670149780384063,0.2209166666666666,0.50325
custom_scm,200,385,random_order,0.4294562323488785,0.23875,0.508
custom_scm,200,386,random_order,0.0997516303273419,0.22075,0.49575
custom_scm,200,387,random_order,0.1794863768470155,0.2128333333333333,0.4935
custom_scm,200,388,random_order,0.1258578359773325,0.2225833333333333,0.5195
custom_scm,200,390,random_order,0.080513313278852,0.2314166666666667,0.5215000000000001
custom_scm,200,391,random_order,0.4387707451332331,0.2465,0.5285
custom_scm,200,392,random_order,0.0885569400307079,0.2344166666666667,0.525
custom_scm,200,393,random_order,0.1319295173620143,0.225,0.51325
custom_scm,200,394,random_order,0.0879860229794552,0.23075,0.5297499999999999
custom_scm,200,395,random_order,0.1884927168576301,0.2104166666666667,0.49475
custom_scm,200,396,random_order,0.5513524115941535,0.2385,0.51025
custom_scm,200,397,random_order,0.1790848069792338,0.2144166666666666,0.5005
custom_scm,200,398,random_order,0.2942908097760003,0.2445,0.5355000000000001
custom_scm,200,399,random_order,0.1757813566229877,0.2060833333333333,0.5035
custom_scm,200,400,random_order,0.12974534965862,0.2315833333333334,0.50875
custom_scm,200,401,random_order,0.1612744363586819,0.20325,0.50475
custom_scm,200,402,random_order,0.092353146014585,0.2188333333333333,0.49575
custom_scm,200,403,random_order,0.0675000486001715,0.2260833333333333,0.5057499999999999
custom_scm,200,404,random_order,0.1132294217977028,0.2111666666666666,0.5057499999999999
custom_scm,200,405,random_order,0.1243984287356079,0.2191666666666667,0.509
custom_scm,200,406,random_order,0.1875565202401562,0.2293333333333333,0.514
custom_scm,200,407,random_order,0.0900175431741757,0.2194166666666666,0.5035
custom_scm,200,408,random_order,0.4282104265519993,0.2339166666666667,0.51225
custom_scm,200,409,random_order,0.1012644806564385,0.208,0.5005
custom_scm,200,410,random_order,0.0996785804461913,0.2074166666666666,0.50325
custom_scm,200,411,random_order,0.2796889632685757,0.2205,0.5089999999999999
custom_scm,200,412,random_order,0.1872422198997177,0.2121666666666667,0.50425
custom_scm,200,413,random_order,0.1125908087791751,0.2274166666666666,0.52125
custom_scm,200,414,random_order,0.0896356656002358,0.197,0.506
custom_scm,200,415,random_order,0.1630512837868497,0.2158333333333333,0.5185
custom_scm,200,416,random_order,0.0894744754951501,0.2158333333333333,0.50225
custom_scm,200,417,random_order,0.1770422468197378,0.2165,0.4912499999999999
custom_scm,200,418,random_order,0.1639539464620475,0.2233333333333333,0.507
custom_scm,200,419,random_order,0.1345051814048327,0.2144166666666666,0.5055
custom_scm,200,420,random_order,0.1232728347239649,0.215,0.4994999999999999
custom_scm,200,421,random_order,0.1764595640743302,0.2164166666666666,0.50525
custom_scm,200,422,random_order,0.3315855683903119,0.2385,0.5045
custom_scm,200,423,random_order,0.095305757408274,0.2275833333333333,0.5137499999999999
custom_scm,200,424,random_order,0.2150426312038184,0.2143333333333333,0.51325
custom_scm,200,425,random_order,0.0488594662538292,0.2150833333333333,0.5095
custom_scm,200,426,random_order,0.1418217734611036,0.21725,0.50025
custom_scm,200,427,random_order,0.0901663779292175,0.2188333333333333,0.5057499999999999
custom_scm,200,428,random_order,0.319431153213476,0.2175833333333333,0.5165
custom_scm,200,429,random_order,0.1026929876060342,0.2183333333333333,0.50825
custom_scm,200,430,random_order,0.1230036664637965,0.2079166666666666,0.50525
custom_scm,200,431,random_order,0.3276747544493693,0.2374166666666667,0.51675
custom_scm,200,432,random_order,0.2341577514988112,0.21375,0.5069999999999999
custom_scm,200,433,random_order,0.0731598160049135,0.2141666666666666,0.5169999999999999
custom_scm,200,434,random_order,0.0993697821610809,0.2048333333333333,0.506
custom_scm,200,435,random_order,0.0824150548784624,0.212,0.515
custom_scm,200,436,random_order,0.2682203089577705,0.22025,0.514
custom_scm,200,437,random_order,0.1445364256392593,0.2143333333333333,0.51
custom_scm,200,438,random_order,0.120330130730995,0.2056666666666667,0.502
custom_scm,200,439,random_order,0.1396891673067296,0.2115,0.50325
custom_scm,200,440,random_order,0.0521190800051911,0.214,0.499
custom_scm,200,441,random_order,0.5619240262207651,0.2320833333333333,0.52725
custom_scm,200,442,random_order,0.1419327095354769,0.2329166666666666,0.51825
custom_scm,200,443,random_order,0.083456633276936,0.2135,0.50925
custom_scm,200,444,random_order,0.2160783789987618,0.225,0.50675
