scope,dataset,train_size,metric,baseline,comparator,n_pairs,median_baseline,median_comparator,hl_baseline_minus_comparator,p_raw,p_holm,significant,direction
regular_7_dag_aware,custom_scm,200,k_marginal_tvd,vanilla_original,dag_topological,100,0.22087499999999993,0.21779166666666666,0.0029583333333333545,0.0016067586575871998,0.014460827918284798,True,comparator_wins
regular_7_dag_aware,custom_scm,200,nnaa,vanilla_original,dag_topological,100,0.51125,0.508375,0.0017500000000000293,0.1448730570924044,0.2897461141848088,False,not_significant
regular_7_dag_aware,custom_scm,500,correlation_matrix_difference,random_order,dag_topological,100,0.11127228814106646,0.07391284379938376,0.0378394259653525,1.2468850162648466e-06,1.8703275243972698e-05,True,comparator_wins
regular_7_dag_aware,custom_scm,500,k_marginal_tvd,random_order,dag_topological,100,0.215625,0.21270833333333333,0.0026458333333333264,0.00681011697245467,0.04086070183472802,True,comparator_wins
regular_7_dag_aware,custom_scm,500,nnaa,random_order,dag_topological,100,0.508375,0.503875,0.0026250000000000995,0.058381225663740856,0.29190612831870427,False,not_significant
regular_7_dag_aware,custom_scm,500,correlation_matrix_difference,vanilla_original,dag_topological,100,0.12007182222975349,0.07391284379938376,0.0460297243570925,1.5303220551276039e-09,3.060644110255208e-08,True,comparator_wins
regular_7_dag_aware,custom_scm,500,k_marginal_tvd,vanilla_original,dag_topological,100,0.21433333333333326,0.21270833333333333,0.0030416666666667064,0.004810363369803649,0.03296144203146881,True,comparator_wins
regular_7_dag_aware,custom_scm,500,nnaa,vanilla_original,dag_topological,100,0.507125,0.503875,0.0025000000000000022,0.03862109855948226,0.15448439423792903,False,not_significant
regular_7_dag_aware,csuite_large_backdoor,20,correlation_matrix_difference,random_order,dag_topological,100,1.4526903865757492,1.3352160080537603,0.1629382610170135,1.4644116702504573e-10,3.2217056745510063e-09,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,20,k_marginal_tvd,random_order,dag_topological,100,0.3301666666666666,0.3309375,0.0027847222222222995,0.0009292772651479039,0.009292772651479039,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,20,nnaa,random_order,dag_topological,100,0.65825,0.641875,0.019500000000000017,1.4229775384640726e-13,3.699741600006589e-12,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,20,correlation_matrix_difference,vanilla_original,dag_topological,100,1.4970148079909829,1.3352160080537603,0.156529148101765,3.2731004999774603e-10,6.873511049952667e-09,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,20,k_marginal_tvd,vanilla_original,dag_topological,100,0.3324513888888889,0.3309375,0.002947916666666689,2.012289516401296e-05,0.0003622121129522333,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,20,nnaa,vanilla_original,dag_topological,100,0.65875,0.641875,0.019374999999999976,6.02748115373656e-16,1.8685191576583338e-14,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,50,correlation_matrix_difference,random_order,dag_topological,100,0.9251024568409991,0.7588932661854768,0.18268605012413866,1.0563462824278324e-13,3.1690388472834974e-12,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,50,k_marginal_tvd,random_order,dag_topological,100,0.2853819444444444,0.28112499999999996,0.0033090277777777927,7.915550918956865e-07,1.7414212021705104e-05,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,50,nnaa,random_order,dag_topological,100,0.5896250000000001,0.5735,0.015749999999999986,1.9776783834020324e-14,5.339731635185487e-13,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,50,correlation_matrix_difference,vanilla_original,dag_topological,100,0.890782884871614,0.7588932661854768,0.1637624067703505,2.256776902419375e-12,5.867619946290375e-11,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,50,k_marginal_tvd,vanilla_original,dag_topological,100,0.2864097222222222,0.28112499999999996,0.004013888888888872,5.859819222941611e-10,1.582151190194235e-08,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,50,nnaa,vanilla_original,dag_topological,100,0.58775,0.5735,0.016374999999999973,1.3212998702242262e-15,3.9638996106726784e-14,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,100,correlation_matrix_difference,random_order,dag_topological,100,0.6506400871468788,0.5382542147400573,0.11298360801838343,1.066761824101504e-10,2.4535521954334592e-09,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,100,k_marginal_tvd,random_order,dag_topological,100,0.26646527777777773,0.2628125,0.001611111111111091,0.0006811217453533265,0.008854582689593245,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,100,nnaa,random_order,dag_topological,100,0.5563750000000001,0.54375,0.013500000000000068,3.278048137029683e-13,8.195120342574206e-12,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,100,correlation_matrix_difference,vanilla_original,dag_topological,100,0.6529524467756989,0.5382542147400573,0.09661526305805834,1.3192638441071741e-08,2.506601303803631e-07,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,100,k_marginal_tvd,vanilla_original,dag_topological,100,0.2651458333333333,0.2628125,0.0019305555555555326,1.582908289896185e-05,0.0003007525750802751,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,100,nnaa,vanilla_original,dag_topological,100,0.557875,0.54375,0.014500000000000068,2.6370844173055875e-13,6.592711043263969e-12,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,200,correlation_matrix_difference,random_order,dag_topological,100,0.48082812298874067,0.4178266746044531,0.06398664506962506,7.376188806993486e-07,1.1801902091189578e-05,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,200,k_marginal_tvd,random_order,dag_topological,100,0.25369444444444444,0.2519652777777778,0.0012083333333332835,0.008971748080999199,0.040957638417918205,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,200,nnaa,random_order,dag_topological,100,0.53125,0.526125,0.006624999999999992,1.173004067111238e-06,1.4076048805334855e-05,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,200,correlation_matrix_difference,vanilla_original,dag_topological,100,0.47590757373691756,0.4178266746044531,0.05612764686045575,6.555148111526926e-06,9.177207356137696e-05,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,200,k_marginal_tvd,vanilla_original,dag_topological,100,0.25278472222222215,0.2519652777777778,0.00038888888888893164,0.32038068918795515,0.6407613783759103,False,not_significant
regular_7_dag_aware,csuite_large_backdoor,200,nnaa,vanilla_original,dag_topological,100,0.534375,0.526125,0.00874999999999998,3.9539014758341456e-08,6.721632508918048e-07,True,comparator_wins
regular_7_dag_aware,csuite_large_backdoor,500,correlation_matrix_difference,random_order,dag_topological,100,0.313013448994485,0.30105148230904294,0.00020892660640887267,0.9890268007061765,1.0,False,not_significant
regular_7_dag_aware,csuite_large_backdoor,500,k_marginal_tvd,random_order,dag_topological,100,0.2451805555555555,0.24640277777777775,-0.0012986111111110768,0.0008012237495512612,0.008854582689593245,True,comparator_loses
regular_7_dag_aware,csuite_large_backdoor,500,nnaa,random_order,dag_topological,100,0.514375,0.513,0.0011250000000000426,0.3778021535104179,1.0,False,not_significant
regular_7_dag_aware,csuite_large_backdoor,500,correlation_matrix_difference,vanilla_original,dag_topological,100,0.30393604914226946,0.30105148230904294,0.01154260942553572,0.313728575022711,0.7355189950486263,False,not_significant
regular_7_dag_aware,csuite_large_backdoor,500,k_marginal_tvd,vanilla_original,dag_topological,100,0.24393055555555548,0.24640277777777775,-0.002625000000000051,1.063923577261387e-11,3.191770731784161e-10,True,comparator_loses
regular_7_dag_aware,csuite_large_backdoor,500,nnaa,vanilla_original,dag_topological,100,0.5151249999999999,0.513,0.0020000000000000018,0.06433159572319723,0.19299478716959168,False,not_significant
regular_7_dag_aware,csuite_mixed_confounding,20,correlation_matrix_difference,random_order,dag_topological,100,1.083436118822088,0.9731942501221684,0.13802458938751522,5.050979449360804e-13,1.4142742458210253e-11,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,20,k_marginal_tvd,random_order,dag_topological,100,0.2269507575757575,0.22113636363636363,0.004041666666666631,3.3220207038943935e-07,7.640647618957105e-06,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,20,nnaa,random_order,dag_topological,100,0.6749999999999999,0.6371249999999999,0.03550000000000009,8.516718572082766e-18,2.8105171287873127e-16,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,20,correlation_matrix_difference,vanilla_original,dag_topological,100,1.0962162605233114,0.9731942501221684,0.12865381910217022,2.6894574734275334e-14,7.799426672939846e-13,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,20,k_marginal_tvd,vanilla_original,dag_topological,100,0.22734469696969695,0.22113636363636363,0.003672348484848452,1.4819208322671636e-06,3.26022583098776e-05,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,20,nnaa,vanilla_original,dag_topological,100,0.677125,0.6371249999999999,0.0383125,5.267435203017981e-18,1.7382536169959338e-16,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,50,correlation_matrix_difference,random_order,dag_topological,100,0.8005660371014972,0.62007762761464,0.18340671401887024,2.3413085997284582e-17,7.726318379103912e-16,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,50,k_marginal_tvd,random_order,dag_topological,100,0.18587878787878787,0.18254924242424245,0.004079545454545454,2.2429783625423012e-10,6.056041578864213e-09,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,50,nnaa,random_order,dag_topological,100,0.6065,0.567,0.03687499999999999,3.895460925389839e-18,1.3634113238864435e-16,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,50,correlation_matrix_difference,vanilla_original,dag_topological,100,0.8005868990239526,0.62007762761464,0.18198896270061188,5.112831740936498e-18,1.7894911093277743e-16,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,50,k_marginal_tvd,vanilla_original,dag_topological,100,0.1856401515151515,0.18254924242424245,0.004185606060605987,3.9925800401164674e-10,1.1578482116337756e-08,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,50,nnaa,vanilla_original,dag_topological,100,0.6045,0.567,0.036375000000000074,4.394888611578517e-18,1.4942621279366958e-16,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,100,correlation_matrix_difference,random_order,dag_topological,100,0.6322463501073883,0.4440474603941079,0.19034647173888875,4.2663227307182344e-18,1.4932129557513821e-16,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,100,k_marginal_tvd,random_order,dag_topological,100,0.16723863636363634,0.16497348484848484,0.003727272727272697,1.0023192198305163e-11,3.0069576594915487e-10,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,100,nnaa,random_order,dag_topological,100,0.5705,0.5371250000000001,0.031374999999999986,4.667275260546752e-18,1.5868735885858957e-16,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,100,correlation_matrix_difference,vanilla_original,dag_topological,100,0.5900689263004555,0.4440474603941079,0.1580714464494546,3.536288390303153e-17,1.202338052703072e-15,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,100,k_marginal_tvd,vanilla_original,dag_topological,100,0.16732575757575754,0.16497348484848484,0.003439393939393978,1.040726393291291e-09,2.705888622557357e-08,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,100,nnaa,vanilla_original,dag_topological,100,0.5658749999999999,0.5371250000000001,0.027749999999999997,3.8899707322140255e-18,1.361489756274909e-16,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,200,correlation_matrix_difference,random_order,dag_topological,100,0.5425382708125639,0.42983048641046107,0.12319880959412575,1.690631665125153e-17,5.74814766142552e-16,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,200,k_marginal_tvd,random_order,dag_topological,100,0.15649621212121206,0.1507272727272727,0.004386363636363674,4.801293488912921e-13,1.5844268513412642e-11,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,200,nnaa,random_order,dag_topological,100,0.546125,0.5249999999999999,0.020375000000000032,3.802370547333815e-17,1.2167585751468208e-15,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,200,correlation_matrix_difference,vanilla_original,dag_topological,100,0.4920901122542575,0.42983048641046107,0.07661548218245914,5.300777684835876e-12,1.325194421208969e-10,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,200,k_marginal_tvd,vanilla_original,dag_topological,100,0.15620075757575752,0.1507272727272727,0.004467803030303023,2.2347168304074689e-13,7.374565540344647e-12,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,200,nnaa,vanilla_original,dag_topological,100,0.5442499999999999,0.5249999999999999,0.019625000000000004,4.4670944585389206e-17,1.4294702267324546e-15,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,500,correlation_matrix_difference,random_order,dag_topological,100,0.4345395162837836,0.3672585011489588,0.06392587655796353,4.260963777218884e-11,1.0226313065325321e-09,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,500,k_marginal_tvd,random_order,dag_topological,100,0.1448712121212121,0.14354166666666665,0.001265151515151497,0.0016163287634650477,0.01454695887118543,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,500,nnaa,random_order,dag_topological,100,0.5265,0.5133749999999999,0.013875000000000026,2.2114742627491566e-15,6.413275361972555e-14,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,500,correlation_matrix_difference,vanilla_original,dag_topological,100,0.41518376993090905,0.3672585011489588,0.055130637753581194,2.680683329613168e-10,5.8975033251489705e-09,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,500,k_marginal_tvd,vanilla_original,dag_topological,100,0.14483712121212117,0.14354166666666665,0.0009431818181817944,0.00892651583979418,0.0446325791989709,True,comparator_wins
regular_7_dag_aware,csuite_mixed_confounding,500,nnaa,vanilla_original,dag_topological,100,0.52475,0.5133749999999999,0.01200000000000001,1.770665253291166e-13,4.6037296585570316e-12,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,20,correlation_matrix_difference,random_order,dag_topological,100,0.5245404713492308,0.5759893805848266,-0.002777287245267157,0.8689128190274791,1.0,False,not_significant
regular_7_dag_aware,csuite_mixed_simpson,20,k_marginal_tvd,random_order,dag_topological,100,0.2428333333333333,0.23791666666666667,-0.001166666666666663,0.7180804276832122,1.0,False,not_significant
regular_7_dag_aware,csuite_mixed_simpson,20,nnaa,random_order,dag_topological,100,0.653875,0.64175,0.013125000000000053,7.128300455963172e-08,1.0692450683944758e-06,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,20,correlation_matrix_difference,vanilla_original,dag_topological,100,0.6092333287497586,0.5759893805848266,0.04756075513412861,0.0014704626860340467,0.01764555223240856,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,20,k_marginal_tvd,vanilla_original,dag_topological,100,0.24754166666666666,0.23791666666666667,0.006749999999999999,0.03878730278673327,0.11636190836019981,False,not_significant
regular_7_dag_aware,csuite_mixed_simpson,20,nnaa,vanilla_original,dag_topological,100,0.66225,0.64175,0.02024999999999999,4.22738216946941e-13,1.0145717206726584e-11,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,50,correlation_matrix_difference,random_order,dag_topological,100,0.3053205675888413,0.2682308374796637,0.020358418241408417,0.03003845217390292,0.21026916521732045,False,not_significant
regular_7_dag_aware,csuite_mixed_simpson,50,k_marginal_tvd,random_order,dag_topological,100,0.19033333333333335,0.18858333333333335,0.006041666666666709,0.004888736856877036,0.034221157998139254,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,50,nnaa,random_order,dag_topological,100,0.6015,0.59575,0.0068749999999999645,7.220588931065877e-06,7.220588931065877e-05,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,50,correlation_matrix_difference,vanilla_original,dag_topological,100,0.3237464612993446,0.2682308374796637,0.04706478735694402,1.6712533834681047e-06,2.506880075202157e-05,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,50,k_marginal_tvd,vanilla_original,dag_topological,100,0.18887499999999996,0.18858333333333335,0.006708333333333379,0.004708777433066972,0.03296144203146881,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,50,nnaa,vanilla_original,dag_topological,100,0.6038749999999999,0.59575,0.01012499999999994,4.803429270322518e-08,7.685486832516029e-07,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,100,correlation_matrix_difference,random_order,dag_topological,100,0.20346867334728141,0.19231335525296833,0.021477073228258987,0.004273318827968655,0.04273318827968656,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,100,k_marginal_tvd,random_order,dag_topological,100,0.16362499999999996,0.1527916666666666,0.007624999999999993,0.00015871816614229932,0.002539490658276789,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,100,nnaa,random_order,dag_topological,100,0.574,0.565875,0.008875000000000077,3.917469663580014e-08,6.267951461728023e-07,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,100,correlation_matrix_difference,vanilla_original,dag_topological,100,0.21509088200097565,0.19231335525296833,0.042756535341703955,1.124661148245775e-07,2.024390066842395e-06,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,100,k_marginal_tvd,vanilla_original,dag_topological,100,0.16612499999999997,0.1527916666666666,0.011916666666666645,4.65866911846975e-09,1.1646672796174376e-07,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,100,nnaa,vanilla_original,dag_topological,100,0.5746249999999999,0.565875,0.01050000000000001,4.0345246347759094e-10,8.06904926955182e-09,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,200,correlation_matrix_difference,random_order,dag_topological,100,0.16475700899671608,0.11370466045533209,0.050737574347027144,2.275203620036337e-05,0.0003185285068050872,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,200,k_marginal_tvd,random_order,dag_topological,100,0.14479166666666665,0.13270833333333332,0.011249999999999993,7.32563404297833e-09,1.758152170314799e-07,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,200,nnaa,random_order,dag_topological,100,0.561125,0.545125,0.023812499999999986,4.363503698045575e-12,9.599708135700264e-11,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,200,correlation_matrix_difference,vanilla_original,dag_topological,100,0.1270256963446825,0.11370466045533209,0.008091929559934817,0.2451729983495421,0.7355189950486263,False,not_significant
regular_7_dag_aware,csuite_mixed_simpson,200,k_marginal_tvd,vanilla_original,dag_topological,100,0.1408333333333333,0.13270833333333332,0.005458333333333301,0.00021882303935140033,0.0028446995115682045,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,200,nnaa,vanilla_original,dag_topological,100,0.5495000000000001,0.545125,0.004375000000000073,0.0019035870800348756,0.01713228372031388,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,500,correlation_matrix_difference,random_order,dag_topological,100,0.0961116603589892,0.0788249561536102,0.036130269851092155,0.00019901189269845365,0.0025871546050798976,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,500,k_marginal_tvd,random_order,dag_topological,100,0.11775,0.1065416666666666,0.012833333333333346,1.078705271967529e-10,3.128245288705834e-09,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,500,nnaa,random_order,dag_topological,100,0.542,0.525375,0.02575000000000005,5.625254527462343e-12,1.181303450767092e-10,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,500,correlation_matrix_difference,vanilla_original,dag_topological,100,0.0933468877549649,0.0788249561536102,0.011538918834154328,0.09608261214226986,0.4804130607113493,False,not_significant
regular_7_dag_aware,csuite_mixed_simpson,500,k_marginal_tvd,vanilla_original,dag_topological,100,0.1134166666666666,0.1065416666666666,0.005083333333333322,1.1117215508092109e-05,0.00022234431016184217,True,comparator_wins
regular_7_dag_aware,csuite_mixed_simpson,500,nnaa,vanilla_original,dag_topological,100,0.5309999999999999,0.525375,0.0050000000000000044,0.00016766947367747188,0.0016766947367747188,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,20,correlation_matrix_difference,random_order,dag_topological,100,0.3288563936411074,0.30458138103926485,0.03570727339563067,0.0006984463217334928,0.008381355860801914,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,20,k_marginal_tvd,random_order,dag_topological,100,0.3097916666666667,0.3045416666666667,0.00666666666666671,1.3594410574303501e-06,2.8548262206037354e-05,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,20,nnaa,random_order,dag_topological,100,0.62925,0.622375,0.008499999999999952,3.1777729431193746e-06,3.495550237431312e-05,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,20,correlation_matrix_difference,vanilla_original,dag_topological,100,0.32778215825605017,0.30458138103926485,0.028284460825506473,0.014225206202028851,0.11856546722275511,False,not_significant
regular_7_dag_aware,csuite_nonlin_simpson,20,k_marginal_tvd,vanilla_original,dag_topological,100,0.31166666666666665,0.3045416666666667,0.005624999999999963,2.25151287549084e-06,4.728177038530764e-05,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,20,nnaa,vanilla_original,dag_topological,100,0.6302500000000001,0.622375,0.008250000000000035,3.6302201049847585e-06,5.082308146978662e-05,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,50,correlation_matrix_difference,random_order,dag_topological,100,0.2218474852425395,0.15652347239935285,0.05645715730768046,6.11649580871073e-08,1.1009692455679314e-06,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,50,k_marginal_tvd,random_order,dag_topological,100,0.2548333333333333,0.24625,0.009874999999999967,9.588314404652184e-13,3.068260609488699e-11,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,50,nnaa,random_order,dag_topological,100,0.5814999999999999,0.569,0.014374999999999916,6.491523677681831e-13,1.5579656826436397e-11,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,50,correlation_matrix_difference,vanilla_original,dag_topological,100,0.18938060147417746,0.15652347239935285,0.029385188081047876,0.00014915489088450143,0.0019390135814985185,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,50,k_marginal_tvd,vanilla_original,dag_topological,100,0.25708333333333333,0.24625,0.010416666666666706,3.0717604535203435e-14,1.0443985541969168e-12,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,50,nnaa,vanilla_original,dag_topological,100,0.58325,0.569,0.01268749999999999,2.093615983558081e-12,4.605955163827778e-11,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,100,correlation_matrix_difference,random_order,dag_topological,100,0.1443481940815674,0.12006098608894974,0.0450874299049535,8.628249618279228e-08,1.4668024351074687e-06,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,100,k_marginal_tvd,random_order,dag_topological,100,0.23654166666666665,0.22404166666666664,0.01295833333333335,7.23331052631872e-17,2.531658684211552e-15,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,100,nnaa,random_order,dag_topological,100,0.557625,0.5427500000000001,0.017500000000000016,5.6982010711076315e-16,1.7094603213322896e-14,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,100,correlation_matrix_difference,vanilla_original,dag_topological,100,0.14634088554095545,0.12006098608894974,0.03638858368986365,1.3319815646801613e-07,2.264368659956274e-06,True,comparator_wins
regular_7_dag_aware,csuite_nonlin_simpson,100,k_marginal_tvd,vanilla_original,dag_topological,100,0.2355,0.22404166666666664,0.011041666666666707,4.284588826529777e-15,1.4996060892854219e-13,True,comparator_wins
