algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,correlation_matrix_difference,k_marginal_tvd,nnaa
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,88,89,,0.0808278074452236,0.296,0.57725
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,89,90,,0.935069978326918,0.3478333333333334,0.639
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,90,91,,0.2323722846792563,0.3373333333333333,0.6445000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,91,92,,0.2883062627272578,0.4193333333333333,0.677
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,92,93,,0.3333436102661696,0.3926666666666666,0.66625
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,93,94,,0.5668963700938559,0.32175,0.6134999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,94,95,,0.1291088080171316,0.3830833333333334,0.667
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,95,96,,0.0945745100350331,0.3278333333333333,0.64325
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,96,97,,0.1278801485548266,0.3589166666666667,0.653
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,97,98,,0.0943599991623388,0.3866666666666667,0.6495
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,98,99,,0.3903701805903033,0.3203333333333333,0.6054999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,99,100,,0.5003400402378866,0.3905,0.6535
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,100,101,,0.4004135937145824,0.3275,0.63675
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,101,102,,0.9065023999495117,0.35775,0.62725
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,150,1,,0.1095300715567608,0.2485833333333333,0.5527500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,151,2,,0.1484926609598305,0.258,0.547
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,152,3,,0.2376641679760686,0.2515833333333334,0.565
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,153,4,,0.2800075977406007,0.2828333333333333,0.604
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,154,5,,0.5774447265055643,0.3358333333333334,0.60875
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,155,6,,0.0575343818091386,0.2680833333333333,0.57525
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,156,7,,0.2507357231011895,0.2793333333333334,0.59175
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,157,8,,0.0658318524249442,0.2643333333333333,0.54775
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,158,9,,0.309024523833206,0.2565833333333334,0.5754999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,159,10,,0.354854825781362,0.3078333333333333,0.5780000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,160,11,,0.3275466324317312,0.287,0.56525
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,161,12,,0.1160307018142587,0.2521666666666667,0.56325
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,162,13,,0.1437456910113703,0.2601666666666666,0.577
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,164,15,,0.2564373187965322,0.2676666666666667,0.5605
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,165,16,,0.202188410599035,0.2975,0.586
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,166,17,,0.1536781224242856,0.2869166666666667,0.5675
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,167,18,,0.0286035525231437,0.2733333333333334,0.59475
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,168,19,,0.0672603815887346,0.2614166666666667,0.5665
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,169,20,,0.543670033455914,0.26275,0.5535000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,172,23,,0.2703293938901298,0.25775,0.55575
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,173,24,,0.1522994041117342,0.29875,0.59575
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,174,25,,0.3800081826927847,0.2978333333333333,0.5745
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,175,26,,0.181467034312993,0.2470833333333333,0.5529999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,176,27,,0.2072725418949977,0.2915,0.605
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,177,28,,0.0694904842762496,0.2766666666666666,0.55375
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,178,29,,0.7373298308665546,0.2966666666666667,0.5935
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,179,30,,0.5218568468990478,0.2635833333333333,0.56075
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,180,31,,0.6525391810101648,0.2759166666666667,0.5702499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,181,32,,0.0634973877216285,0.2760833333333334,0.6032500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,182,33,,0.3399077762440269,0.3047500000000001,0.59125
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,183,34,,0.2075495571776963,0.2674166666666667,0.5485
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,184,35,,0.1954727587688964,0.27925,0.565
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,185,36,,0.0864089712928538,0.2635,0.56325
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,186,37,,0.1186567020294356,0.2959166666666666,0.5722499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,187,38,,0.3021507706286254,0.2908333333333333,0.5882499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,188,39,,0.0664684591478932,0.2658333333333333,0.562
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,189,40,,0.1295225007102161,0.2670833333333333,0.5575
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,190,41,,0.0559968738135844,0.27025,0.5782499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,191,42,,0.2569481094633676,0.244,0.545
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,192,43,,0.2613050194228782,0.25975,0.5562499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,193,44,,0.0854752406827217,0.2656666666666666,0.56725
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,194,45,,0.2126523357831956,0.2735,0.56725
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,195,46,,0.1843541143374841,0.2811666666666667,0.57525
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,196,47,,0.0941544190255339,0.2723333333333333,0.56825
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,197,48,,0.1342109201922927,0.27725,0.56575
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,198,49,,0.1779036061130899,0.2749166666666667,0.5662499999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,199,50,,0.1049526496944289,0.2498333333333333,0.55775
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,200,51,,0.2662239266499873,0.27075,0.58975
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,202,53,,0.2388317793638593,0.2659166666666667,0.577
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,203,54,,0.7948972431807649,0.2922499999999999,0.57875
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,204,55,,0.521052460229038,0.2834166666666666,0.56275
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,205,56,,0.0675557949232581,0.2591666666666667,0.5485
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,206,57,,0.1182862698239667,0.2800833333333334,0.56725
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,207,58,,0.3092643525451806,0.3033333333333334,0.5880000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,209,60,,0.3449988243150523,0.2528333333333333,0.52225
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,210,61,,0.524690328966667,0.2865833333333333,0.62
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,211,62,,0.2041626713349905,0.2816666666666667,0.5900000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,212,63,,0.4491389111148837,0.29325,0.5615
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,213,64,,0.0525649529020079,0.2471666666666666,0.55
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,214,65,,0.0371941061574817,0.2475833333333333,0.55125
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,215,66,,0.4471115470385094,0.288,0.57125
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,216,67,,0.1796195516769569,0.2838333333333333,0.5885
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,217,68,,0.3685854847585526,0.2585833333333333,0.5347500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,218,69,,0.1809506339401204,0.25275,0.55375
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,219,70,,0.1546697430665988,0.27325,0.5735
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,220,71,,0.0805808234868166,0.297,0.6012500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,221,72,,0.1837386387837624,0.2534166666666667,0.54625
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,222,73,,0.5112777044594089,0.2449166666666666,0.544
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,223,74,,0.3806127610044945,0.2676666666666666,0.573
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,224,75,,0.2006659260481611,0.2423333333333333,0.53125
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,225,76,,0.1036118952069529,0.2845,0.58725
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,226,77,,0.3180275939397118,0.2705,0.5625
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,227,78,,0.5429112554875939,0.2509166666666667,0.56925
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,228,79,,0.2963481633617524,0.3065833333333334,0.609
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,229,80,,0.4210675319430268,0.2730833333333333,0.57325
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,230,81,,0.3642005586924048,0.2690833333333333,0.56425
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,231,82,,0.2470096716270443,0.2653333333333333,0.55325
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,232,83,,0.4306079945282585,0.2768333333333334,0.5780000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,233,84,,0.0503747903767375,0.2754166666666666,0.56075
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,234,85,,0.2596574272712597,0.2609166666666667,0.54575
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,235,86,,0.4516202774859422,0.2574166666666667,0.5385
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,236,87,,0.1238767758994897,0.2538333333333333,0.59275
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,237,88,,0.0672338728449004,0.2698333333333333,0.585
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,238,89,,0.224387311460104,0.2770000000000001,0.5640000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,239,90,,0.1738877045370555,0.2420833333333333,0.5505
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,240,91,,0.043883426018518,0.27725,0.5920000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,241,92,,0.1146085213634585,0.2509166666666667,0.56025
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,242,93,,0.1104158794360456,0.2516666666666667,0.56525
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,243,94,,0.266150500685255,0.2775833333333333,0.57525
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,244,95,,0.3674089049324661,0.24975,0.54725
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,245,96,,0.2637744675776947,0.2505,0.56375
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,246,97,,0.4524274652618088,0.2499166666666666,0.542
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,247,98,,0.4329885332284511,0.2671666666666667,0.5375
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,248,99,,0.6248070356794357,0.27075,0.5335000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,249,100,,0.05742717604928,0.26775,0.56575
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,250,101,,0.1387445533715735,0.2716666666666667,0.56975
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,251,102,,0.2715996338446472,0.2765833333333333,0.57
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,252,103,,0.1470979824901799,0.2501666666666667,0.545
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,253,104,,0.2643187273592167,0.25825,0.5680000000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,50,254,105,,0.3510242960338249,0.2495833333333333,0.57125
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,100,300,1,,0.1553362707003483,0.2479166666666666,0.52425
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,100,301,2,,0.1846008543706348,0.2406666666666667,0.52475
