algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,correlation_matrix_difference,k_marginal_tvd,nnaa,nnaa_train
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,50,51,,0.4783956862487755,0.2840833333333334,0.5525,0.454167
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,51,52,,0.5379574967249308,0.369,0.6112500000000001,0.449167
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,52,53,,0.1366290094292895,0.2764166666666667,0.53825,0.3825
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,53,54,,0.595403853023103,0.256,0.5509999999999999,0.441667
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,54,55,,0.3891877089802755,0.2729166666666666,0.55275,0.3575
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,55,56,,0.1276538903064575,0.2455,0.527,0.378333
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,56,57,,0.3768786765192155,0.2524166666666667,0.5509999999999999,0.439167
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,57,58,,0.9265983872325626,0.3800833333333333,0.62775,0.4475
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,58,59,,0.9966648689607666,0.30475,0.5625,0.425
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,59,60,,0.1678245114508186,0.2596666666666667,0.53775,0.310833
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,61,62,,1.5606589816158951,0.3621666666666667,0.603,0.515833
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,62,63,,0.1143312763669874,0.30275,0.55025,0.414167
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,63,64,,0.386853308086668,0.2489166666666666,0.5295,0.425
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,64,65,,0.1887227843079069,0.2571666666666667,0.52675,0.444167
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,65,66,,0.1926893325236319,0.2649166666666667,0.52425,0.376667
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,66,67,,0.6537627936512599,0.3166666666666667,0.55575,0.4275
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,67,68,,0.2953912185569869,0.3149166666666667,0.57975,0.399167
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,68,69,,1.2027982438365397,0.306,0.5705,0.468333
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,69,70,,0.2076355372753948,0.2605,0.5487500000000001,0.459167
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,70,71,,0.3590457896452669,0.3425,0.6112500000000001,0.459167
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,71,72,,0.5820037299865813,0.2674166666666666,0.53675,0.369167
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,72,73,,0.7130616653390847,0.2528333333333333,0.5325,0.466667
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,73,74,,0.668312474232246,0.3643333333333333,0.61625,0.375
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,74,75,,0.7987574041286893,0.2681666666666667,0.53325,0.415
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,75,76,,0.2728550689198264,0.25425,0.5665,0.5
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,76,77,,0.3838811415494116,0.2789166666666666,0.56,0.475833
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,77,78,,0.36962885249275,0.2514166666666667,0.5685,0.405833
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,78,79,,0.2488659038310128,0.2298333333333333,0.5442499999999999,0.430833
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,79,80,,0.9069704881606094,0.3050833333333334,0.57025,0.468333
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,80,81,,0.2555718972626337,0.2688333333333333,0.56,0.47
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,81,82,,0.2313685524481466,0.2503333333333333,0.5369999999999999,0.414167
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,82,83,,0.4604399556923036,0.2681666666666666,0.542,0.433333
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,83,84,,0.5277652532016417,0.3066666666666667,0.57925,0.484167
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,84,85,,0.5805377919067456,0.3040833333333333,0.571,0.365833
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,85,86,,0.4279483272301883,0.2833333333333334,0.5627500000000001,0.505833
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,86,87,,1.1171124904381586,0.3025833333333333,0.55525,0.449167
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,87,88,,0.3048652706825038,0.2501666666666667,0.528,0.436667
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,88,89,,0.7089718829937819,0.3431666666666667,0.56975,0.4175
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,89,90,,1.0791645026824646,0.2896666666666667,0.5625,0.386667
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,90,91,,0.4918463943115771,0.3129166666666667,0.57075,0.493333
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,91,92,,1.3532221194849274,0.3679999999999999,0.59375,0.440833
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,92,93,,0.5358710321062558,0.2586666666666666,0.54375,0.418333
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,93,94,,1.1802723080792157,0.34725,0.6,0.440833
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,94,95,,0.1104947869113693,0.26025,0.5365,0.465
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,96,97,,0.982182898929327,0.2790833333333334,0.5760000000000001,0.458333
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,97,98,,1.0001283406227273,0.3033333333333333,0.575,0.470833
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,98,99,,0.695742451795287,0.3249166666666667,0.581,0.475833
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,99,100,,0.4863833954753068,0.2755833333333333,0.55975,0.360833
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,100,101,,0.3661980377166071,0.28125,0.55825,0.4825
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,101,102,,0.4039784551246489,0.2715833333333333,0.562,0.435833
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,102,103,,0.1347165714074412,0.2548333333333333,0.5387500000000001,0.375833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,0,1,,0.3180701263050149,0.28525,0.5385,0.439167
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,1,2,,0.2145334211458784,0.2160833333333333,0.5065,0.469167
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,2,3,,0.1592959018414585,0.2525,0.51525,0.479167
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,3,4,,0.1260451792146959,0.4105,0.64575,0.444167
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,4,5,,0.3902263653425985,0.2720000000000001,0.54925,0.48
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,5,6,,0.0539376640963264,0.2499166666666666,0.5245,0.406667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,6,7,,0.1185234912205876,0.2525833333333333,0.53375,0.436667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,7,8,,0.2390425576743248,0.2951666666666667,0.54775,0.434167
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,8,9,,0.399842782605171,0.295,0.563,0.42
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,9,10,,0.1906058497935375,0.27475,0.57525,0.464167
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,10,11,,0.1516641462587427,0.2694166666666667,0.554,0.403333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,11,12,,0.5867353187737933,0.2568333333333333,0.5327500000000001,0.380833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,12,13,,0.5829341049018959,0.3523333333333334,0.60375,0.493333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,13,14,,0.1039302957358928,0.21775,0.52275,0.425833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,14,15,,0.276567651213818,0.26325,0.53,0.450833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,15,16,,0.2410802210799461,0.2658333333333333,0.5257499999999999,0.4
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,16,17,,0.0387588813695839,0.2230833333333333,0.52025,0.460833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,17,18,,0.2397094668281809,0.2859166666666666,0.5385,0.498333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,18,19,,0.1607134194111284,0.2583333333333333,0.548,0.473333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,19,20,,0.2305086458742401,0.2509166666666667,0.54525,0.503333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,20,21,,0.1705574444449976,0.2834166666666667,0.5515,0.406667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,21,22,,0.2338560507053384,0.292,0.5507500000000001,0.464167
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,22,23,,0.0553439055326259,0.2489166666666666,0.53325,0.505833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,23,24,,0.4029846633742504,0.2799166666666667,0.5549999999999999,0.481667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,24,25,,0.3933414797875225,0.3004166666666667,0.5635,0.460833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,25,26,,0.1495699181343247,0.26,0.5567500000000001,0.425
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,26,27,,0.1518914090267683,0.25925,0.542,0.406667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,27,28,,0.3018127040692029,0.2337499999999999,0.53225,0.418333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,28,29,,0.0988681249830991,0.2403333333333333,0.5175000000000001,0.480833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,29,30,,0.4530885784936457,0.2489166666666666,0.5245,0.451667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,31,32,,0.1052803358626067,0.2718333333333333,0.53775,0.448333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,32,33,,0.4752080440758277,0.304,0.5565,0.375833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,33,34,,0.1072411381399431,0.2403333333333333,0.52,0.426667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,34,35,,0.2784936510582205,0.26975,0.5355,0.446667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,35,36,,0.2555641682018111,0.2555833333333334,0.5277499999999999,0.468333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,36,37,,0.0993462681502134,0.2503333333333333,0.532,0.374167
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,37,38,,0.0969174400442907,0.2390833333333333,0.5297499999999999,0.511667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,38,39,,0.6712332760156865,0.2760833333333334,0.5567500000000001,0.455
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,39,40,,0.4642980392871861,0.34525,0.58875,0.330833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,40,41,,0.2897823175741981,0.2836666666666667,0.56925,0.588333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,41,42,,0.1072599565353585,0.2239166666666666,0.5165,0.414167
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,42,43,,0.1975156481678691,0.258,0.5285,0.465
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,43,44,,0.2550562083252748,0.2736666666666666,0.54225,0.45
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,44,45,,0.3083726355129295,0.2229166666666666,0.5225,0.5125
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,45,46,,0.2745498233701428,0.2309166666666666,0.5245,0.459167
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,46,47,,0.2414033505159083,0.2688333333333333,0.5542499999999999,0.43
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,47,48,,0.1878457938663681,0.22375,0.516,0.385
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,48,49,,0.1535182336695205,0.2296666666666666,0.51475,0.438333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,49,50,,0.6216657187203208,0.32225,0.585,0.388333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,50,51,,0.3321309616274251,0.2689166666666667,0.52125,0.44
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,51,52,,0.3237751004883701,0.3841666666666666,0.6114999999999999,0.446667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,52,53,,0.0432759721616422,0.27,0.5315,0.381667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,53,54,,0.1552895473720271,0.2444166666666667,0.5482499999999999,0.426667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,54,55,,0.084564583138466,0.2710833333333333,0.5429999999999999,0.3675
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,55,56,,0.0429761783174391,0.2349166666666667,0.516,0.395833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,56,57,,0.0844583377239528,0.2525,0.54,0.445833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,57,58,,0.8678992190419375,0.3580833333333333,0.59675,0.448333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,58,59,,0.3866239141362317,0.264,0.5415,0.403333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,59,60,,0.0715621760797861,0.2594166666666667,0.5345,0.31
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,61,62,,1.040141092845312,0.3249166666666667,0.5589999999999999,0.500833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,62,63,,0.1123594356337323,0.2985,0.5575,0.425
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,63,64,,0.1114568543901259,0.2297499999999999,0.51675,0.445833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,64,65,,0.0953307738819397,0.2221666666666667,0.52225,0.4275
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,65,66,,0.0765752441242169,0.2520833333333334,0.525,0.398333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,66,67,,0.1431192109959526,0.2782499999999999,0.542,0.4425
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,67,68,,0.2375054490804477,0.3119166666666667,0.5767500000000001,0.400833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,68,69,,0.5105063835130912,0.2560833333333333,0.552,0.453333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,69,70,,0.254780243096915,0.2551666666666666,0.5315,0.53
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,70,71,,0.1190243019062328,0.37175,0.59875,0.4575
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,71,72,,0.4280578956361776,0.25275,0.52825,0.376667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,72,73,,0.1957362818042917,0.2519166666666667,0.5335000000000001,0.4425
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,73,74,,0.5632444479893818,0.33375,0.5865,0.389167
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,74,75,,0.2671702686134419,0.2396666666666666,0.51675,0.425833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,75,76,,0.0712338533731393,0.2376666666666667,0.52425,0.4875
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,76,77,,0.1489212026085204,0.2543333333333333,0.5475,0.5175
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,77,78,,0.0855776441228056,0.2533333333333333,0.5467500000000001,0.415
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,78,79,,0.1069929636952992,0.2194166666666666,0.5245,0.454167
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,79,80,,0.4167711793902731,0.28025,0.55,0.488333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,80,81,,0.3459621812746014,0.2793333333333334,0.55,0.500833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,81,82,,0.1052477605034155,0.2296666666666666,0.53225,0.395833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,82,83,,0.1645928457373504,0.2519166666666666,0.5485,0.430833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,83,84,,0.100862122904476,0.3065,0.56325,0.49
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,84,85,,0.0721108733375853,0.2958333333333334,0.5427500000000001,0.3825
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,85,86,,0.3988224988935979,0.2860833333333334,0.5385,0.506667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,86,87,,0.6265570532755734,0.2944166666666666,0.54,0.480833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,87,88,,0.2379261004859031,0.2259166666666666,0.529,0.41
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,88,89,,0.2132294161833443,0.3398333333333334,0.5585,0.408333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,89,90,,0.4886880414995549,0.2610833333333333,0.54625,0.410833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,90,91,,0.4462504747521978,0.3180833333333333,0.57975,0.493333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,91,92,,0.7598788907822194,0.3309166666666667,0.56075,0.450833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,92,93,,0.3790969008348637,0.2754166666666667,0.54525,0.4225
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,93,94,,0.9146942382050728,0.3340000000000001,0.57675,0.4625
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,94,95,,0.1136531507930146,0.2841666666666667,0.5495,0.458333
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,96,97,,0.4075655718682992,0.263,0.5387500000000001,0.449167
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,97,98,,0.3815645089904738,0.25975,0.53725,0.470833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,98,99,,0.145075377668309,0.3198333333333333,0.56175,0.440833
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,99,100,,0.2202865745728145,0.25725,0.53975,0.3675
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,100,101,,0.2380360771393753,0.2635,0.5389999999999999,0.489167
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,101,102,,0.2739204322325028,0.2704166666666667,0.56525,0.421667
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,102,103,,0.0864664875957163,0.2358333333333333,0.53,0.413333
vanilla,reverse_topological,"X1,X2,X3,X0",no_graph,0,0,0,20,0,1,,0.8432514187617856,0.3170833333333334,0.5742499999999999,0.439167
vanilla,reverse_topological,"X1,X2,X3,X0",no_graph,0,0,0,20,1,2,,0.2330742347661331,0.2299166666666666,0.5177499999999999,0.464167
vanilla,reverse_topological,"X1,X2,X3,X0",no_graph,0,0,0,20,2,3,,0.4289989309801089,0.2633333333333333,0.5277499999999999,0.466667
vanilla,reverse_topological,"X1,X2,X3,X0",no_graph,0,0,0,20,3,4,,0.4397476901342321,0.3949166666666667,0.62225,0.460833
vanilla,reverse_topological,"X1,X2,X3,X0",no_graph,0,0,0,20,4,5,,0.4374386435495468,0.284,0.55025,0.475
vanilla,reverse_topological,"X1,X2,X3,X0",no_graph,0,0,0,20,5,6,,0.3306672714487442,0.2493333333333333,0.52725,0.400833
vanilla,reverse_topological,"X1,X2,X3,X0",no_graph,0,0,0,20,6,7,,0.6434285704652155,0.26175,0.53325,0.4625
vanilla,reverse_topological,"X1,X2,X3,X0",no_graph,0,0,0,20,7,8,,0.2620100073851477,0.3046666666666666,0.5507500000000001,0.408333
vanilla,reverse_topological,"X1,X2,X3,X0",no_graph,0,0,0,20,8,9,,0.6709682558416288,0.2928333333333333,0.54725,0.3725
