algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,correlation_matrix_difference,k_marginal_tvd,nnaa,nnaa_raw_original
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,18,19,,0.186538147057796,0.2808333333333333,0.07250000000000001,0.5725
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,19,20,,0.3323387997492034,0.25575,0.062000000000000055,0.562
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,20,21,,0.5123747905332154,0.26125,0.03500000000000003,0.535
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,21,22,,0.706987143213642,0.2954166666666667,0.06899999999999995,0.569
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,22,23,,0.0578777992852588,0.27375,0.04349999999999998,0.5435
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,23,24,,0.4099669666993366,0.2855,0.07350000000000001,0.5735
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,24,25,,0.8158681214625975,0.29575,0.08624999999999994,0.5862499999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,25,26,,0.2475500320576218,0.26425,0.07050000000000001,0.5705
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,26,27,,0.4339107556571935,0.2705,0.03649999999999998,0.5365
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,27,28,,0.7100878071771741,0.27825,0.05125000000000002,0.55125
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,28,29,,0.6379738497673915,0.2765,0.04899999999999993,0.5489999999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,29,30,,1.1036079135516623,0.3029166666666667,0.06600000000000006,0.5660000000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,31,32,,0.1026239092630776,0.3079166666666666,0.0615,0.5615
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,32,33,,1.152654421409134,0.348,0.11224999999999996,0.61225
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,33,34,,0.1899124508052967,0.2371666666666667,0.023249999999999993,0.52325
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,34,35,,0.2352554939489814,0.29125,0.07425000000000004,0.57425
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,35,36,,0.3019698295316963,0.2650833333333333,0.04899999999999993,0.5489999999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,36,37,,0.2473502041433373,0.2791666666666667,0.04200000000000004,0.542
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,37,38,,0.2021996981959018,0.22625,0.036250000000000004,0.53625
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,38,39,,1.2941226084001716,0.3209166666666667,0.08775,0.58775
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,39,40,,1.1505554097860495,0.3736666666666666,0.13224999999999998,0.63225
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,40,41,,0.4625763183622979,0.3380833333333334,0.10325000000000006,0.6032500000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,41,42,,0.4077430715762467,0.2563333333333333,0.041000000000000036,0.541
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,42,43,,0.2582371677462403,0.2790833333333333,0.05400000000000005,0.554
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,43,44,,0.5910046587792575,0.29125,0.047250000000000014,0.54725
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,44,45,,0.6981302346493067,0.2485833333333333,0.05349999999999999,0.5535
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,45,46,,0.6741607436990484,0.25475,0.055499999999999994,0.5555
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,46,47,,0.8012613647134661,0.289,0.05699999999999994,0.5569999999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,47,48,,0.1334157969884506,0.24975,0.03600000000000003,0.536
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,48,49,,0.5761487347379285,0.25325,0.04949999999999999,0.5495
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,49,50,,1.225004514407603,0.34825,0.10250000000000004,0.6025
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,50,51,,0.5017230262050967,0.2915833333333333,0.05424999999999991,0.5542499999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,51,52,,0.5179607247978518,0.3669166666666667,0.122,0.622
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,52,53,,0.1310033521536071,0.2735,0.037250000000000005,0.53725
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,53,54,,0.5786630159981929,0.2588333333333333,0.050999999999999934,0.5509999999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,54,55,,0.3850368397191794,0.2731666666666667,0.056499999999999995,0.5565
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,55,56,,0.1459719444141559,0.2513333333333333,0.044499999999999984,0.5445
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,56,57,,0.3591908155261141,0.25425,0.06275000000000008,0.5627500000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,57,58,,0.934213196494304,0.38975,0.13124999999999998,0.63125
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,58,59,,0.9878848139141524,0.3075833333333334,0.06275000000000008,0.5627500000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,59,60,,0.1717556957159745,0.26875,0.05249999999999999,0.5525
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,60,61,,0.844649572075014,0.302,0.07974999999999999,0.57975
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,61,62,,1.561251077542294,0.3636666666666666,0.11474999999999991,0.6147499999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,62,63,,0.1147769246985268,0.3043333333333333,0.06000000000000005,0.56
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,63,64,,0.3830583062784834,0.2505833333333333,0.035499999999999976,0.5355
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,64,65,,0.1627335730088989,0.26325,0.04325000000000001,0.54325
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,65,66,,0.1960773957766085,0.26475,0.040750000000000064,0.5407500000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,66,67,,0.6606593678475686,0.317,0.06099999999999994,0.5609999999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,67,68,,0.2952238496631244,0.32175,0.09350000000000003,0.5935
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,68,69,,1.1980867687949273,0.309,0.08325000000000005,0.58325
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,69,70,,0.2088333315466525,0.2671666666666667,0.049250000000000016,0.54925
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,70,71,,0.3340170683079373,0.3479166666666666,0.123,0.623
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,71,72,,0.5725770424969033,0.2725,0.034499999999999975,0.5345
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,72,73,,0.7182332867949301,0.26175,0.042750000000000066,0.5427500000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,73,74,,0.6519685391601168,0.3629166666666667,0.11450000000000005,0.6145
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,74,75,,0.7989739959365989,0.2746666666666667,0.03200000000000003,0.532
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,75,76,,0.2646434779384291,0.2579166666666666,0.0635,0.5635
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,76,77,,0.4200871700843244,0.2844166666666667,0.08374999999999999,0.58375
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,77,78,,0.3714331343497907,0.25525,0.07400000000000007,0.5740000000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,78,79,,0.257026533676333,0.2325833333333333,0.04325000000000001,0.54325
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,79,80,,0.9364591690587298,0.3118333333333333,0.08675,0.58675
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,80,81,,0.261880228413287,0.2690833333333333,0.05674999999999997,0.55675
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,81,82,,0.2483717534685207,0.25775,0.05499999999999994,0.5549999999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,82,83,,0.4592035009848781,0.2718333333333333,0.07899999999999996,0.579
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,83,84,,0.5232255462163421,0.3035833333333333,0.07525000000000004,0.57525
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,84,85,,0.5789274063490688,0.3143333333333333,0.09399999999999997,0.594
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,85,86,,0.4234121134377854,0.2898333333333333,0.07225000000000004,0.57225
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,86,87,,1.1120902889401885,0.3015833333333333,0.062000000000000055,0.562
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,87,88,,0.3213241527367676,0.2625833333333333,0.05149999999999999,0.5515
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,88,89,,0.7076427718378885,0.34725,0.07674999999999998,0.57675
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,89,90,,1.0753526047928614,0.2966666666666667,0.059250000000000025,0.55925
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,90,91,,0.4875348927001314,0.3144166666666667,0.06699999999999995,0.567
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,91,92,,1.3547126180964797,0.3711666666666667,0.10775000000000001,0.60775
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,92,93,,0.5627350949164351,0.2601666666666666,0.0615,0.5615
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,93,94,,1.1975242796727787,0.3520833333333333,0.10975000000000001,0.60975
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,94,95,,0.1036225411656936,0.2599166666666666,0.040999999999999925,0.5409999999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,96,97,,0.9875118434417132,0.28725,0.07024999999999992,0.5702499999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,97,98,,0.9857718686803224,0.30175,0.0747500000000001,0.5747500000000001
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,98,99,,0.7017654005221713,0.3259166666666666,0.08224999999999993,0.5822499999999999
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,99,100,,0.4966504187979053,0.2774166666666666,0.06925000000000003,0.56925
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,100,101,,0.3571740371983123,0.2871666666666667,0.062000000000000055,0.562
vanilla,original,"X0,X1,X2,X3",no_graph,0,0,0,20,101,102,,0.3863730298663939,0.2764166666666667,0.055749999999999966,0.55575
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,0,1,,0.310008996651014,0.2855,0.05699999999999994,0.5569999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,1,2,,0.2158326326297472,0.2216666666666666,0.031000000000000028,0.531
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,2,3,,0.1604058153121341,0.2553333333333333,0.025499999999999967,0.5255
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,3,4,,0.1211078021590945,0.4115,0.14900000000000002,0.649
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,4,5,,0.3826388025966768,0.2765833333333333,0.06475000000000009,0.5647500000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,5,6,,0.0492541588351551,0.2545833333333333,0.044499999999999984,0.5445
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,6,7,,0.11751706169217,0.2560833333333334,0.04299999999999993,0.5429999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,7,8,,0.2358413081463662,0.2940833333333333,0.0595,0.5595
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,8,9,,0.4106517983484446,0.2968333333333333,0.07350000000000001,0.5735
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,9,10,,0.1831762457775195,0.27875,0.07125000000000004,0.57125
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,10,11,,0.1653128450963568,0.2755833333333333,0.06400000000000006,0.5640000000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,11,12,,0.5805288035058319,0.25975,0.03925000000000001,0.53925
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,12,13,,0.5784958420822998,0.3553333333333333,0.10699999999999998,0.607
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,13,14,,0.0988484462733598,0.2220833333333333,0.024249999999999994,0.52425
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,14,15,,0.2821092422927677,0.2655,0.044499999999999984,0.5445
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,15,16,,0.2413421607253122,0.2690000000000001,0.034499999999999975,0.5345
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,16,17,,0.0416985715959846,0.2266666666666666,0.025500000000000078,0.5255000000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,17,18,,0.238041348767282,0.2919166666666667,0.050999999999999934,0.5509999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,18,19,,0.1629433884039682,0.2633333333333333,0.04074999999999995,0.54075
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,19,20,,0.2251786797926553,0.2540833333333333,0.05449999999999999,0.5545
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,20,21,,0.156574976367419,0.29175,0.06499999999999995,0.565
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,21,22,,0.233328201744533,0.2950833333333333,0.04749999999999999,0.5475
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,22,23,,0.0543145246457821,0.2588333333333333,0.03025,0.53025
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,23,24,,0.4068335805963203,0.2815833333333333,0.06099999999999994,0.5609999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,24,25,,0.394437021173505,0.30125,0.06574999999999998,0.56575
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,25,26,,0.1478237643907628,0.2645,0.0625,0.5625
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,26,27,,0.1512108024409168,0.2624166666666667,0.042750000000000066,0.5427500000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,27,28,,0.3112912676695591,0.2438333333333333,0.028999999999999915,0.5289999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,28,29,,0.0979967643483013,0.2456666666666667,0.022750000000000048,0.52275
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,29,30,,0.4552987351605038,0.2563333333333333,0.02299999999999991,0.5229999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,31,32,,0.103567484385289,0.2770833333333333,0.03849999999999998,0.5385
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,32,33,,0.4745888582118365,0.30425,0.06374999999999997,0.56375
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,33,34,,0.1095717410146593,0.2464166666666667,0.022249999999999992,0.52225
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,34,35,,0.2814517788568276,0.2779166666666667,0.05125000000000002,0.55125
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,35,36,,0.2444949644338834,0.2640833333333334,0.05824999999999991,0.5582499999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,36,37,,0.1058217263591689,0.2565833333333333,0.043749999999999956,0.54375
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,37,38,,0.0926779348999048,0.2409166666666666,0.03600000000000003,0.536
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,38,39,,0.6777815209979583,0.2805833333333333,0.05049999999999999,0.5505
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,39,40,,0.4628245718283915,0.3476666666666667,0.09799999999999998,0.598
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,40,41,,0.2842277613491183,0.2875833333333333,0.07325000000000004,0.57325
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,41,42,,0.1069048274126785,0.2315,0.017749999999999932,0.5177499999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,42,43,,0.1940224374222682,0.2581666666666667,0.04574999999999996,0.54575
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,43,44,,0.2530056728215086,0.2788333333333333,0.04400000000000004,0.544
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,44,45,,0.3027445857187486,0.2286666666666666,0.04150000000000009,0.5415000000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,45,46,,0.2820082895809908,0.2364166666666667,0.029249999999999998,0.52925
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,46,47,,0.2420693235733863,0.2735,0.057499999999999996,0.5575
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,47,48,,0.1852920154250062,0.2333333333333333,0.013499999999999956,0.5135
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,48,49,,0.1501641627990658,0.2335,0.012499999999999956,0.5125
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,49,50,,0.6189906164943499,0.3265833333333334,0.09699999999999998,0.597
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,50,51,,0.3235057163182113,0.2754166666666667,0.03774999999999995,0.53775
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,51,52,,0.316349920719056,0.3826666666666667,0.10799999999999998,0.608
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,52,53,,0.044325788985123,0.2751666666666666,0.04225000000000001,0.54225
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,53,54,,0.157874956205881,0.2515,0.04974999999999996,0.54975
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,54,55,,0.0939208672350222,0.274,0.05125000000000002,0.55125
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,55,56,,0.0451906968991288,0.23675,0.025499999999999967,0.5255
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,56,57,,0.0867134127483497,0.26025,0.04400000000000004,0.544
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,57,58,,0.8687316812862071,0.36375,0.11199999999999999,0.612
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,58,59,,0.3892596627474085,0.2651666666666667,0.04299999999999993,0.5429999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,59,60,,0.0745221395550501,0.2641666666666667,0.04299999999999993,0.5429999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,60,61,,0.7983212379894151,0.2978333333333334,0.06974999999999998,0.56975
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,61,62,,1.0414939627862343,0.3310833333333333,0.07350000000000001,0.5735
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,62,63,,0.1120617911160947,0.3044166666666667,0.04025000000000001,0.54025
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,63,64,,0.1149769504944838,0.23625,0.03149999999999997,0.5315
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,64,65,,0.0894721598894888,0.2292499999999999,0.03649999999999998,0.5365
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,65,66,,0.0735413097132533,0.2518333333333333,0.02950000000000008,0.5295000000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,66,67,,0.146157697536757,0.2811666666666667,0.05499999999999994,0.5549999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,67,68,,0.2392392305898675,0.3163333333333333,0.07174999999999998,0.57175
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,68,69,,0.5114567176844612,0.263,0.044749999999999956,0.54475
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,69,70,,0.2596598177835508,0.2595,0.03974999999999995,0.53975
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,70,71,,0.1162049724020772,0.37225,0.11575000000000002,0.61575
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,71,72,,0.4267972294946391,0.25625,0.038999999999999924,0.5389999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,72,73,,0.1995346997614434,0.2571666666666666,0.04049999999999998,0.5405
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,73,74,,0.5600883513186481,0.33425,0.09725000000000006,0.5972500000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,74,75,,0.2770157521356832,0.2498333333333333,0.03874999999999995,0.53875
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,75,76,,0.06841398105553,0.2451666666666666,0.03125,0.53125
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,76,77,,0.1526141513158685,0.2573333333333333,0.04874999999999996,0.54875
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,77,78,,0.08804924305367,0.25625,0.0655,0.5655
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,78,79,,0.1069915716537743,0.2272499999999999,0.026499999999999968,0.5265
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,79,80,,0.4261056351700744,0.2849166666666666,0.0675,0.5675
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,80,81,,0.3462856716334674,0.28175,0.059250000000000025,0.55925
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,81,82,,0.1009711511891427,0.2366666666666667,0.03600000000000003,0.536
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,82,83,,0.1652809334986038,0.25625,0.04600000000000004,0.546
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,83,84,,0.0968453052669902,0.3085833333333333,0.07874999999999999,0.57875
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,84,85,,0.0705151242553996,0.3024166666666667,0.05974999999999997,0.55975
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,85,86,,0.3967485968912475,0.2955833333333333,0.04899999999999993,0.5489999999999999
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,86,87,,0.626329372461416,0.2971666666666667,0.04774999999999996,0.54775
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,87,88,,0.2374423341957748,0.2375833333333333,0.03275000000000006,0.5327500000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,88,89,,0.2159687817922245,0.3403333333333334,0.05874999999999997,0.55875
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,89,90,,0.4789417725537755,0.266,0.05125000000000002,0.55125
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,90,91,,0.4359527614289054,0.3219166666666667,0.07774999999999999,0.57775
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,91,92,,0.7635985992623309,0.333,0.07350000000000001,0.5735
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,92,93,,0.3749166056843669,0.27775,0.05875000000000008,0.5587500000000001
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,93,94,,0.9193627822180588,0.3356666666666666,0.08525000000000005,0.58525
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,94,95,,0.10723202032238,0.2823333333333333,0.0625,0.5625
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,96,97,,0.4070949846085758,0.2695833333333333,0.05674999999999997,0.55675
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,97,98,,0.3812935796658999,0.2675,0.04400000000000004,0.544
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,98,99,,0.1503963177037899,0.3215833333333334,0.07450000000000001,0.5745
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,99,100,,0.2178268487710253,0.2641666666666666,0.04874999999999996,0.54875
vanilla,topological,"X0,X3,X2,X1",no_graph,0,0,0,20,100,101,,0.2510431387583192,0.2684166666666666,0.04525000000000001,0.54525
