algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,correlation_matrix_difference,k_marginal_tvd,nnaa,nnaa_raw,nnaa_distance_0p5
dag_discovered,topological,"x1_0,x2_0,x0_0,x3_0","{0: [], 1: [], 2: [0], 3: [2, 0]}",4,3,0,20,3,4,,0.0572384708214175,0.33275,0.6412500000000001,0.6412500000000001,0.1412500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,3,4,,0.1095368459367483,0.323,0.61775,0.61775,0.11775
vanilla,reverse_topological,"x3_0,x2_0,x1_0,x0_0",no_graph,0,0,0,20,3,4,,0.108730202885928,0.32725,0.6167499999999999,0.6167499999999999,0.1167499999999999
vanilla,topological,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,3,4,,0.1439141719008243,0.29725,0.6005,0.6005,0.1005
cpdag_discovered,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [], ""undirected"": []}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,0,0,20,4,5,,0.2660971213556478,0.3375000000000001,0.64625,0.64625,0.14625
cpdag_minimal,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1, 3]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [0, 1], ""undirected"": []}, 3: {""parents"": [], ""undirected"": [0]}}",4,2,2,20,4,5,,0.2660971213556478,0.3375000000000001,0.64625,0.64625,0.14625
dag,topological,"x0_0,x1_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [0, 1]}",4,4,0,20,4,5,,0.3202808297137491,0.34125,0.655,0.655,0.155
dag_discovered,topological,"x1_0,x0_0,x2_0,x3_0","{0: [], 1: [0], 2: [1], 3: [1]}",4,3,0,20,4,5,,0.3598391222474095,0.3524166666666667,0.6372500000000001,0.6372500000000001,0.1372500000000001
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,4,5,,0.3447660711983875,0.3678333333333333,0.68025,0.68025,0.18025
vanilla,reverse_topological,"x3_0,x2_0,x1_0,x0_0",no_graph,0,0,0,20,4,5,,0.3200283436632077,0.363,0.6839999999999999,0.6839999999999999,0.1839999999999999
vanilla,topological,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,4,5,,0.2660971213556478,0.3375000000000001,0.64625,0.64625,0.14625
cpdag_discovered,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [], ""undirected"": []}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,0,0,20,5,6,,0.0786980317383065,0.3069166666666667,0.61775,0.61775,0.11775
cpdag_minimal,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1, 3]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [0, 1], ""undirected"": []}, 3: {""parents"": [], ""undirected"": [0]}}",4,2,2,20,5,6,,0.0786980317383065,0.3069166666666667,0.61775,0.61775,0.11775
dag,topological,"x0_0,x1_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [0, 1]}",4,4,0,20,5,6,,0.1003108823511999,0.3134166666666667,0.60275,0.60275,0.10275
dag_discovered,topological,"x3_0,x2_0,x0_0,x1_0","{0: [], 1: [0], 2: [1], 3: [2]}",4,3,0,20,5,6,,1.8218043913340456,0.4307499999999999,0.7575000000000001,0.7575000000000001,0.2575
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,5,6,,0.0718749621295547,0.3049166666666667,0.61375,0.61375,0.11375
vanilla,reverse_topological,"x3_0,x2_0,x1_0,x0_0",no_graph,0,0,0,20,5,6,,0.1003733158630088,0.3265833333333334,0.6395,0.6395,0.1394999999999999
vanilla,topological,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,5,6,,0.0786980317383065,0.3069166666666667,0.61775,0.61775,0.11775
cpdag_discovered,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [], ""undirected"": []}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,0,0,20,6,7,,0.0929858908491326,0.3131666666666667,0.62375,0.62375,0.12375
cpdag_minimal,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1, 3]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [0, 1], ""undirected"": []}, 3: {""parents"": [], ""undirected"": [0]}}",4,2,2,20,6,7,,0.0929858908491326,0.3131666666666667,0.62375,0.62375,0.12375
dag,topological,"x0_0,x1_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [0, 1]}",4,4,0,20,6,7,,0.1961019452332928,0.3071666666666667,0.591,0.591,0.0909999999999999
dag_discovered,topological,"x1_0,x0_0,x2_0,x3_0","{0: [], 1: [0], 2: [0], 3: [0]}",4,3,0,20,6,7,,0.0808646830081157,0.3644166666666668,0.6465,0.6465,0.1464999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,6,7,,0.2024377271936438,0.3623333333333334,0.63225,0.63225,0.1322499999999999
vanilla,reverse_topological,"x3_0,x2_0,x1_0,x0_0",no_graph,0,0,0,20,6,7,,0.2934841447798787,0.3754166666666667,0.635,0.635,0.135
vanilla,topological,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,6,7,,0.0929858908491326,0.3131666666666667,0.62375,0.62375,0.12375
cpdag_discovered,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,0,1,20,7,8,,0.5008886362448113,0.2975,0.6185,0.6185,0.1185
cpdag_minimal,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1, 3]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [0, 1], ""undirected"": []}, 3: {""parents"": [], ""undirected"": [0]}}",4,2,2,20,7,8,,0.5008886362448113,0.2975,0.6185,0.6185,0.1185
dag,topological,"x0_0,x1_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [0, 1]}",4,4,0,20,7,8,,0.4887477108213834,0.2982499999999999,0.5994999999999999,0.5994999999999999,0.0994999999999999
dag_discovered,topological,"x2_0,x0_0,x1_0,x3_0","{0: [], 1: [0], 2: [1], 3: [2]}",4,3,0,20,7,8,,0.5339229644707526,0.3054166666666666,0.598,0.598,0.0979999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,7,8,,0.2975273547999345,0.3065,0.6114999999999999,0.6114999999999999,0.1114999999999999
vanilla,reverse_topological,"x3_0,x2_0,x1_0,x0_0",no_graph,0,0,0,20,7,8,,0.1981803709961897,0.3380000000000001,0.6365000000000001,0.6365000000000001,0.1365
vanilla,topological,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,7,8,,0.5008886362448113,0.2975,0.6185,0.6185,0.1185
cpdag_discovered,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,0,1,20,8,9,,0.3028594089486258,0.2991666666666667,0.5960000000000001,0.5960000000000001,0.096
cpdag_minimal,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1, 3]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [0, 1], ""undirected"": []}, 3: {""parents"": [], ""undirected"": [0]}}",4,2,2,20,8,9,,0.3028594089486258,0.2991666666666667,0.5960000000000001,0.5960000000000001,0.096
dag,topological,"x0_0,x1_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [0, 1]}",4,4,0,20,8,9,,0.2419126282115011,0.2858333333333333,0.59425,0.59425,0.0942499999999999
dag_discovered,topological,"x1_0,x0_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [1]}",4,3,0,20,8,9,,0.1930254636510581,0.3121666666666667,0.596,0.596,0.0959999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,8,9,,0.2207662069185016,0.317,0.62275,0.62275,0.12275
vanilla,reverse_topological,"x3_0,x2_0,x1_0,x0_0",no_graph,0,0,0,20,8,9,,0.1243132647731396,0.3325833333333334,0.619,0.619,0.119
vanilla,topological,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,8,9,,0.3028594089486258,0.2991666666666667,0.5960000000000001,0.5960000000000001,0.096
cpdag_discovered,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,0,1,20,9,10,,0.7077233560897023,0.3049166666666666,0.60175,0.60175,0.10175
cpdag_minimal,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1, 3]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [0, 1], ""undirected"": []}, 3: {""parents"": [], ""undirected"": [0]}}",4,2,2,20,9,10,,0.7077233560897023,0.3049166666666666,0.60175,0.60175,0.10175
dag,topological,"x0_0,x1_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [0, 1]}",4,4,0,20,9,10,,0.6960760756594613,0.29675,0.6140000000000001,0.6140000000000001,0.1140000000000001
dag_discovered,topological,"x1_0,x0_0,x2_0,x3_0","{0: [], 1: [0], 2: [0], 3: [1, 0]}",4,4,0,20,9,10,,0.5447061815194891,0.3418333333333334,0.61275,0.61275,0.11275
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,9,10,,0.785541895347291,0.34075,0.6245,0.6245,0.1245
vanilla,reverse_topological,"x3_0,x2_0,x1_0,x0_0",no_graph,0,0,0,20,9,10,,0.5042212810279196,0.3523333333333333,0.63725,0.63725,0.1372499999999999
vanilla,topological,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,9,10,,0.7077233560897023,0.3049166666666666,0.60175,0.60175,0.10175
cpdag_discovered,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [], ""undirected"": []}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,0,0,20,10,11,,0.4226334115959878,0.3225833333333334,0.6132500000000001,0.6132500000000001,0.11325
cpdag_minimal,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1, 3]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [0, 1], ""undirected"": []}, 3: {""parents"": [], ""undirected"": [0]}}",4,2,2,20,10,11,,0.4226334115959878,0.3225833333333334,0.6132500000000001,0.6132500000000001,0.11325
dag,topological,"x0_0,x1_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [0, 1]}",4,4,0,20,10,11,,0.5241688290886375,0.3225,0.6205,0.6205,0.1205
dag_discovered,topological,"x1_0,x2_0,x0_0,x3_0","{0: [], 1: [], 2: [0], 3: [2, 0]}",4,3,0,20,10,11,,0.1386374310437025,0.3525,0.6515,0.6515,0.1514999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,10,11,,0.3739647786105753,0.321,0.6365000000000001,0.6365000000000001,0.1365
vanilla,reverse_topological,"x3_0,x2_0,x1_0,x0_0",no_graph,0,0,0,20,10,11,,0.2297710082615678,0.3553333333333333,0.64725,0.64725,0.14725
vanilla,topological,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,10,11,,0.4226334115959878,0.3225833333333334,0.6132500000000001,0.6132500000000001,0.11325
cpdag_discovered,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [3]}, 1: {""parents"": [], ""undirected"": []}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": [0]}}",4,0,1,20,12,13,,0.0937402720814991,0.3361666666666666,0.6485000000000001,0.6485000000000001,0.1485
cpdag_minimal,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1, 3]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [0, 1], ""undirected"": []}, 3: {""parents"": [], ""undirected"": [0]}}",4,2,2,20,12,13,,0.0937402720814991,0.3361666666666666,0.6485000000000001,0.6485000000000001,0.1485
dag,topological,"x0_0,x1_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [0, 1]}",4,4,0,20,12,13,,0.1126991469317296,0.3481666666666667,0.6405000000000001,0.6405000000000001,0.1405
dag_discovered,topological,"x1_0,x2_0,x3_0,x0_0","{0: [], 1: [0], 2: [0], 3: [0, 2]}",4,4,0,20,12,13,,0.0964974128844683,0.3663333333333334,0.6597500000000001,0.6597500000000001,0.15975
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,12,13,,0.0480451369950927,0.36775,0.65425,0.65425,0.15425
vanilla,reverse_topological,"x3_0,x2_0,x1_0,x0_0",no_graph,0,0,0,20,12,13,,0.1201080146307469,0.3715833333333333,0.69,0.69,0.1899999999999999
vanilla,topological,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,12,13,,0.0937402720814991,0.3361666666666666,0.6485000000000001,0.6485000000000001,0.1485
cpdag_discovered,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,0,1,20,13,14,,0.5292584035830366,0.3475833333333333,0.6275,0.6275,0.1274999999999999
cpdag_minimal,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1, 3]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [0, 1], ""undirected"": []}, 3: {""parents"": [], ""undirected"": [0]}}",4,2,2,20,13,14,,0.5292584035830366,0.3475833333333333,0.6275,0.6275,0.1274999999999999
dag,topological,"x0_0,x1_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [0, 1]}",4,4,0,20,13,14,,0.537399371625741,0.3536666666666666,0.6392500000000001,0.6392500000000001,0.1392500000000001
dag_discovered,topological,"x1_0,x0_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [1, 2]}",4,4,0,20,13,14,,0.3687313595568944,0.3645833333333333,0.647,0.647,0.147
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,13,14,,0.347478408852675,0.3721666666666667,0.6367499999999999,0.6367499999999999,0.1367499999999999
vanilla,reverse_topological,"x3_0,x2_0,x1_0,x0_0",no_graph,0,0,0,20,13,14,,0.243263829287192,0.3582499999999999,0.65875,0.65875,0.1587499999999999
vanilla,topological,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,13,14,,0.5292584035830366,0.3475833333333333,0.6275,0.6275,0.1274999999999999
cpdag_discovered,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,0,1,20,14,15,,0.3701489607855667,0.3225833333333334,0.60175,0.60175,0.10175
cpdag_minimal,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1, 3]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [0, 1], ""undirected"": []}, 3: {""parents"": [], ""undirected"": [0]}}",4,2,2,20,14,15,,0.3701489607855667,0.3225833333333334,0.60175,0.60175,0.10175
dag,topological,"x0_0,x1_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [0, 1]}",4,4,0,20,14,15,,0.2943604814970155,0.3335833333333333,0.625,0.625,0.125
dag_discovered,topological,"x0_0,x2_0,x1_0,x3_0","{0: [], 1: [], 2: [0], 3: [2]}",4,2,0,20,14,15,,0.2793753249916377,0.34625,0.63675,0.63675,0.13675
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,14,15,,0.3702716227050886,0.3502500000000001,0.6147499999999999,0.6147499999999999,0.1147499999999999
vanilla,reverse_topological,"x3_0,x2_0,x1_0,x0_0",no_graph,0,0,0,20,14,15,,0.2789807577754561,0.3675833333333334,0.6305000000000001,0.6305000000000001,0.1305
vanilla,topological,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,14,15,,0.3701489607855667,0.3225833333333334,0.60175,0.60175,0.10175
cpdag_discovered,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": []}, 1: {""parents"": [], ""undirected"": []}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,0,0,20,15,16,,0.5837718436897668,0.32775,0.62675,0.62675,0.12675
cpdag_minimal,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1, 3]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [0, 1], ""undirected"": []}, 3: {""parents"": [], ""undirected"": [0]}}",4,2,2,20,15,16,,0.5837718436897668,0.32775,0.62675,0.62675,0.12675
dag,topological,"x0_0,x1_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [0, 1]}",4,4,0,20,15,16,,0.5823158483844249,0.3251666666666666,0.611,0.611,0.1109999999999999
dag_discovered,topological,"x1_0,x0_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [1]}",4,3,0,20,15,16,,0.6257290868631149,0.3415833333333333,0.6172500000000001,0.6172500000000001,0.11725
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,15,16,,0.5710938381887865,0.3369166666666667,0.6145,0.6145,0.1145
vanilla,reverse_topological,"x3_0,x2_0,x1_0,x0_0",no_graph,0,0,0,20,15,16,,0.2183434054114318,0.3485,0.63075,0.63075,0.13075
vanilla,topological,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,15,16,,0.5837718436897668,0.32775,0.62675,0.62675,0.12675
cpdag_discovered,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,0,1,20,16,17,,0.1016540182530716,0.3408333333333333,0.64325,0.64325,0.14325
cpdag_minimal,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1, 3]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [0, 1], ""undirected"": []}, 3: {""parents"": [], ""undirected"": [0]}}",4,2,2,20,16,17,,0.1016540182530716,0.3408333333333333,0.64325,0.64325,0.14325
dag,topological,"x0_0,x1_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [0, 1]}",4,4,0,20,16,17,,0.0952458281996638,0.3382500000000001,0.64025,0.64025,0.1402499999999999
dag_discovered,topological,"x0_0,x1_0,x2_0,x3_0","{0: [], 1: [0], 2: [0, 1], 3: [1]}",4,4,0,20,16,17,,0.1495948121351842,0.34525,0.6505,0.6505,0.1504999999999999
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,16,17,,0.0563634681101198,0.35275,0.63975,0.63975,0.13975
vanilla,reverse_topological,"x3_0,x2_0,x1_0,x0_0",no_graph,0,0,0,20,16,17,,0.1166684872016603,0.3753333333333333,0.6545000000000001,0.6545000000000001,0.1545
vanilla,topological,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,16,17,,0.1016540182530716,0.3408333333333333,0.64325,0.64325,0.14325
cpdag_discovered,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [], ""undirected"": []}, 3: {""parents"": [], ""undirected"": []}}",4,0,1,20,17,18,,0.0379047279727373,0.3081666666666667,0.6094999999999999,0.6094999999999999,0.1094999999999999
cpdag_minimal,original,"x0_0,x1_0,x2_0,x3_0","{0: {""parents"": [], ""undirected"": [1, 3]}, 1: {""parents"": [], ""undirected"": [0]}, 2: {""parents"": [0, 1], ""undirected"": []}, 3: {""parents"": [], ""undirected"": [0]}}",4,2,2,20,17,18,,0.0379047279727373,0.3081666666666667,0.6094999999999999,0.6094999999999999,0.1094999999999999
dag,topological,"x0_0,x1_0,x3_0,x2_0","{0: [], 1: [0], 2: [0], 3: [0, 1]}",4,4,0,20,17,18,,0.0325984773315017,0.3029166666666666,0.595,0.595,0.0949999999999999
dag_discovered,topological,"x1_0,x3_0,x0_0,x2_0","{0: [], 1: [0], 2: [0, 1], 3: [2, 0]}",4,5,0,20,17,18,,0.0641541282633346,0.3321666666666666,0.6005,0.6005,0.1005
vanilla,original,"x1_0,x3_0,x0_0,x2_0",no_graph,0,0,0,20,17,18,,0.0491011617153704,0.3323333333333333,0.59775,0.59775,0.09775
vanilla,reverse_topological,"x3_0,x2_0,x1_0,x0_0",no_graph,0,0,0,20,17,18,,0.0426893793304341,0.351,0.6305000000000001,0.6305000000000001,0.1305
vanilla,topological,"x0_0,x1_0,x2_0,x3_0",no_graph,0,0,0,20,17,18,,0.0379047279727373,0.3081666666666667,0.6094999999999999,0.6094999999999999,0.1094999999999999
