source,dataset,condition,sample_size,n_runs,median_fraction_preserved,q1_fraction_preserved,q3_fraction_preserved,median_fraction_concordant,median_n_reference_independent,median_n_triples_total
cleaned_archive,csuite_mixed_confounding,cpdag_discovered_original,100,100,1.0,0.9949494949494948,1.0,0.995,198.0,200.0
cleaned_archive,csuite_mixed_confounding,cpdag_discovered_original,200,100,1.0,0.9948979591836736,1.0,0.99,196.0,200.0
cleaned_archive,csuite_mixed_confounding,cpdag_discovered_original,500,100,0.9948453608247424,0.9947368421052633,1.0,0.98,191.0,200.0
cleaned_archive,csuite_mixed_confounding,cpdag_minimal_original,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_archive,csuite_mixed_confounding,cpdag_minimal_original,50,100,1.0,1.0,1.0,0.995,199.0,200.0
cleaned_archive,csuite_mixed_confounding,cpdag_minimal_original,100,100,0.9974874371859296,0.9949430856791261,1.0,0.995,198.0,200.0
cleaned_archive,csuite_mixed_confounding,cpdag_minimal_original,200,100,0.9948979591836736,0.98989898989899,1.0,0.99,196.0,200.0
cleaned_archive,csuite_mixed_confounding,cpdag_minimal_original,500,100,1.0,0.9947643979057592,1.0,0.99,191.0,200.0
cleaned_archive,csuite_mixed_confounding,dag_topological,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_archive,csuite_mixed_confounding,dag_topological,50,100,1.0,1.0,1.0,0.995,199.0,200.0
cleaned_archive,csuite_mixed_confounding,dag_topological,100,100,1.0,0.9949430856791261,1.0,0.995,198.0,200.0
cleaned_archive,csuite_mixed_confounding,dag_topological,200,100,0.9948979591836736,0.9898477157360406,1.0,0.985,196.0,200.0
cleaned_archive,csuite_mixed_confounding,dag_topological,500,100,0.9947916666666666,0.9896773676619839,1.0,0.99,191.0,200.0
cleaned_archive,csuite_mixed_confounding,vanilla_original,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_archive,csuite_mixed_confounding,vanilla_original,50,100,1.0,0.995,1.0,0.995,199.0,200.0
cleaned_archive,csuite_mixed_confounding,vanilla_original,100,100,1.0,0.9949238578680204,1.0,0.995,198.0,200.0
cleaned_archive,csuite_mixed_confounding,vanilla_original,200,100,1.0,0.9948914181057039,1.0,0.985,196.0,200.0
cleaned_archive,csuite_mixed_confounding,vanilla_original,500,100,1.0,0.9947916666666666,1.0,0.985,191.0,200.0
cleaned_archive,csuite_mixed_confounding,vanilla_topological,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_archive,csuite_mixed_confounding,vanilla_topological,50,100,1.0,0.995,1.0,0.995,199.0,200.0
cleaned_archive,csuite_mixed_confounding,vanilla_topological,100,100,1.0,0.9949494949494948,1.0,0.995,198.0,200.0
cleaned_archive,csuite_mixed_confounding,vanilla_topological,200,100,0.9949238578680204,0.9948717948717948,1.0,0.985,196.0,200.0
cleaned_archive,csuite_mixed_confounding,vanilla_topological,500,100,0.9948051597582037,0.9947643979057592,1.0,0.985,191.0,200.0
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,20,100,1.0,0.9583333333333334,1.0,0.9583333333333334,23.0,24.0
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,50,100,1.0,0.9090909090909092,1.0,0.9166666666666666,10.0,24.0
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,100,100,1.0,0.875,1.0,0.9583333333333334,8.0,24.0
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,200,100,1.0,0.8705357142857143,1.0,0.9166666666666666,7.0,24.0
cleaned_archive,csuite_mixed_simpson,cpdag_discovered_original,500,99,1.0,0.775,1.0,0.875,4.5,24.0
cleaned_archive,csuite_mixed_simpson,cpdag_minimal_original,20,100,1.0,1.0,1.0,0.9583333333333334,23.0,24.0
cleaned_archive,csuite_mixed_simpson,cpdag_minimal_original,50,100,1.0,0.8972222222222223,1.0,0.9166666666666666,10.0,24.0
cleaned_archive,csuite_mixed_simpson,cpdag_minimal_original,100,100,1.0,0.875,1.0,0.9583333333333334,8.0,24.0
cleaned_archive,csuite_mixed_simpson,cpdag_minimal_original,200,100,1.0,0.8511904761904762,1.0,0.9583333333333334,7.0,24.0
cleaned_archive,csuite_mixed_simpson,cpdag_minimal_original,500,99,0.8,0.6666666666666666,1.0,0.9166666666666666,4.5,24.0
cleaned_archive,csuite_mixed_simpson,dag_topological,20,100,1.0,1.0,1.0,0.9583333333333334,23.0,24.0
cleaned_archive,csuite_mixed_simpson,dag_topological,50,100,1.0,0.9,1.0,0.9166666666666666,10.0,24.0
cleaned_archive,csuite_mixed_simpson,dag_topological,100,100,1.0,0.875,1.0,0.9583333333333334,8.0,24.0
cleaned_archive,csuite_mixed_simpson,dag_topological,200,100,1.0,0.8333333333333334,1.0,0.9583333333333334,7.0,24.0
cleaned_archive,csuite_mixed_simpson,dag_topological,500,99,0.8333333333333334,0.6666666666666666,1.0,0.9166666666666666,4.5,24.0
cleaned_archive,csuite_mixed_simpson,vanilla_original,20,100,1.0,0.9583333333333334,1.0,0.9583333333333334,23.0,24.0
cleaned_archive,csuite_mixed_simpson,vanilla_original,50,100,1.0,0.9,1.0,0.9166666666666666,10.0,24.0
cleaned_archive,csuite_mixed_simpson,vanilla_original,100,100,1.0,0.875,1.0,0.9583333333333334,8.0,24.0
cleaned_archive,csuite_mixed_simpson,vanilla_original,200,100,1.0,0.8333333333333334,1.0,0.9583333333333334,7.0,24.0
cleaned_archive,csuite_mixed_simpson,vanilla_original,500,99,1.0,0.75,1.0,0.9166666666666666,4.5,24.0
cleaned_archive,csuite_mixed_simpson,vanilla_topological,20,100,1.0,0.9583333333333334,1.0,0.9583333333333334,23.0,24.0
cleaned_archive,csuite_mixed_simpson,vanilla_topological,50,100,1.0,0.8333333333333334,1.0,0.9166666666666666,10.0,24.0
cleaned_archive,csuite_mixed_simpson,vanilla_topological,100,100,1.0,0.875,1.0,0.9583333333333334,8.0,24.0
cleaned_archive,csuite_mixed_simpson,vanilla_topological,200,100,1.0,0.8333333333333334,1.0,0.9583333333333334,7.0,24.0
cleaned_archive,csuite_mixed_simpson,vanilla_topological,500,99,0.8,0.6666666666666666,1.0,0.9166666666666666,4.5,24.0
cleaned_archive,csuite_nonlin_simpson,cpdag_discovered_original,20,100,0.9545454545454546,0.9090909090909092,1.0,0.9166666666666666,20.0,24.0
cleaned_archive,csuite_nonlin_simpson,cpdag_discovered_original,50,100,1.0,1.0,1.0,0.9583333333333334,12.0,24.0
cleaned_archive,csuite_nonlin_simpson,cpdag_discovered_original,100,100,0.9,0.8,1.0,0.9166666666666666,10.0,24.0
cleaned_archive,csuite_nonlin_simpson,cpdag_discovered_original,200,100,0.8888888888888888,0.7777777777777778,1.0,0.9166666666666666,8.0,24.0
cleaned_archive,csuite_nonlin_simpson,cpdag_discovered_original,500,100,1.0,0.8,1.0,0.9583333333333334,4.5,24.0
cleaned_archive,csuite_nonlin_simpson,cpdag_minimal_original,20,100,0.9534632034632036,0.9,1.0,0.9166666666666666,20.0,24.0
cleaned_archive,csuite_nonlin_simpson,cpdag_minimal_original,50,100,1.0,0.9230769230769232,1.0,0.9583333333333334,12.0,24.0
cleaned_archive,csuite_nonlin_simpson,cpdag_minimal_original,100,100,1.0,0.8511904761904762,1.0,0.9583333333333334,10.0,24.0
cleaned_archive,csuite_nonlin_simpson,cpdag_minimal_original,200,100,1.0,0.875,1.0,0.9166666666666666,8.0,24.0
cleaned_archive,csuite_nonlin_simpson,cpdag_minimal_original,500,100,1.0,1.0,1.0,0.9166666666666666,4.5,24.0
cleaned_archive,csuite_nonlin_simpson,dag_topological,20,100,0.9772727272727273,0.908008658008658,1.0,0.9166666666666666,20.0,24.0
cleaned_archive,csuite_nonlin_simpson,dag_topological,50,100,1.0,1.0,1.0,0.9583333333333334,12.0,24.0
cleaned_archive,csuite_nonlin_simpson,dag_topological,100,100,1.0,0.875,1.0,0.9166666666666666,10.0,24.0
cleaned_archive,csuite_nonlin_simpson,dag_topological,200,100,1.0,0.8511904761904762,1.0,0.9166666666666666,8.0,24.0
cleaned_archive,csuite_nonlin_simpson,dag_topological,500,100,1.0,0.8333333333333334,1.0,0.9583333333333334,4.5,24.0
cleaned_archive,csuite_nonlin_simpson,vanilla_original,20,100,1.0,0.9035714285714286,1.0,0.9166666666666666,20.0,24.0
cleaned_archive,csuite_nonlin_simpson,vanilla_original,50,100,1.0,0.9271978021978022,1.0,0.9583333333333334,12.0,24.0
cleaned_archive,csuite_nonlin_simpson,vanilla_original,100,100,0.8888888888888888,0.75,1.0,0.9166666666666666,10.0,24.0
cleaned_archive,csuite_nonlin_simpson,vanilla_original,200,100,1.0,0.8,1.0,0.9166666666666666,8.0,24.0
cleaned_archive,csuite_nonlin_simpson,vanilla_original,500,100,1.0,0.8,1.0,0.9583333333333334,4.5,24.0
cleaned_archive,csuite_nonlin_simpson,vanilla_topological,20,100,0.9523809523809524,0.9047619047619048,1.0,0.9166666666666666,20.0,24.0
cleaned_archive,csuite_nonlin_simpson,vanilla_topological,50,100,1.0,0.9230769230769232,1.0,1.0,12.0,24.0
cleaned_archive,csuite_nonlin_simpson,vanilla_topological,100,100,1.0,0.8705357142857143,1.0,0.9166666666666666,10.0,24.0
cleaned_archive,csuite_nonlin_simpson,vanilla_topological,200,100,1.0,0.8705357142857143,1.0,0.9166666666666666,8.0,24.0
cleaned_archive,csuite_nonlin_simpson,vanilla_topological,500,100,1.0,0.8333333333333334,1.0,0.9166666666666666,4.5,24.0
cleaned_archive,csuite_symprod_simpson,cpdag_discovered_original,20,100,1.0,0.9523809523809524,1.0,0.9583333333333334,19.0,24.0
cleaned_archive,csuite_symprod_simpson,cpdag_discovered_original,50,100,0.9375,0.8823529411764706,1.0,0.9166666666666666,15.0,24.0
cleaned_archive,csuite_symprod_simpson,cpdag_discovered_original,100,100,0.9166666666666666,0.8181818181818182,1.0,0.9166666666666666,12.0,24.0
cleaned_archive,csuite_symprod_simpson,cpdag_discovered_original,200,100,1.0,0.8645833333333334,1.0,0.9583333333333334,9.0,24.0
cleaned_archive,csuite_symprod_simpson,cpdag_discovered_original,500,100,0.8888888888888888,0.7777777777777778,1.0,0.9583333333333334,7.0,24.0
cleaned_archive,csuite_symprod_simpson,cpdag_minimal_original,20,100,1.0,0.9523809523809524,1.0,0.9583333333333334,19.0,24.0
cleaned_archive,csuite_symprod_simpson,cpdag_minimal_original,50,100,0.9375,0.8872549019607843,1.0,0.9166666666666666,15.0,24.0
cleaned_archive,csuite_symprod_simpson,cpdag_minimal_original,100,100,0.9166666666666666,0.8461538461538461,1.0,0.9166666666666666,12.0,24.0
cleaned_archive,csuite_symprod_simpson,cpdag_minimal_original,200,100,1.0,0.8888888888888888,1.0,0.9583333333333334,9.0,24.0
cleaned_archive,csuite_symprod_simpson,cpdag_minimal_original,500,100,0.9444444444444444,0.8250000000000001,1.0,0.9583333333333334,7.0,24.0
cleaned_archive,csuite_symprod_simpson,dag_topological,20,100,1.0,0.9517857142857143,1.0,0.9166666666666666,19.0,24.0
cleaned_archive,csuite_symprod_simpson,dag_topological,50,100,0.9375,0.9040404040404041,1.0,0.9166666666666666,15.0,24.0
cleaned_archive,csuite_symprod_simpson,dag_topological,100,100,0.9230769230769232,0.8461538461538461,1.0,0.9166666666666666,12.0,24.0
cleaned_archive,csuite_symprod_simpson,dag_topological,200,100,0.9,0.8181818181818182,1.0,0.9583333333333334,9.0,24.0
cleaned_archive,csuite_symprod_simpson,dag_topological,500,100,0.875,0.7777777777777778,1.0,0.9583333333333334,7.0,24.0
cleaned_archive,csuite_symprod_simpson,vanilla_original,20,100,1.0,0.9523809523809524,1.0,0.9166666666666666,19.0,24.0
cleaned_archive,csuite_symprod_simpson,vanilla_original,50,100,1.0,0.9230769230769232,1.0,0.9166666666666666,15.0,24.0
cleaned_archive,csuite_symprod_simpson,vanilla_original,100,100,0.9090909090909092,0.8333333333333334,1.0,0.9166666666666666,12.0,24.0
cleaned_archive,csuite_symprod_simpson,vanilla_original,200,100,1.0,0.8888888888888888,1.0,0.9583333333333334,9.0,24.0
cleaned_archive,csuite_symprod_simpson,vanilla_original,500,100,1.0,0.8333333333333334,1.0,0.9583333333333334,7.0,24.0
cleaned_archive,csuite_symprod_simpson,vanilla_topological,20,100,1.0,0.95,1.0,0.9583333333333334,19.0,24.0
cleaned_archive,csuite_symprod_simpson,vanilla_topological,50,100,0.9375,0.8823529411764706,1.0,0.9166666666666666,15.0,24.0
cleaned_archive,csuite_symprod_simpson,vanilla_topological,100,100,0.9166666666666666,0.8461538461538461,1.0,0.9166666666666666,12.0,24.0
cleaned_archive,csuite_symprod_simpson,vanilla_topological,200,100,1.0,0.8645833333333334,1.0,0.9583333333333334,9.0,24.0
cleaned_archive,csuite_symprod_simpson,vanilla_topological,500,100,0.875,0.7777777777777778,1.0,0.9583333333333334,7.0,24.0
cleaned_archive,csuite_weak_arrows,cpdag_discovered_original,20,100,1.0,0.9949748743718592,1.0,0.995,199.0,200.0
cleaned_archive,csuite_weak_arrows,cpdag_discovered_original,50,100,0.9611099107997161,0.9440556148389931,0.9771406431615652,0.9275,180.0,200.0
cleaned_archive,csuite_weak_arrows,cpdag_discovered_original,100,100,0.952054794520548,0.9279272234386403,0.967143365169681,0.915,144.0,200.0
cleaned_archive,csuite_weak_arrows,cpdag_discovered_original,200,100,0.9510195921631348,0.9298172757475083,0.9666666666666668,0.92,124.0,200.0
cleaned_archive,csuite_weak_arrows,cpdag_discovered_original,500,100,0.9408852649970878,0.9113235294117646,0.9595959595959596,0.925,99.0,200.0
cleaned_archive,csuite_weak_arrows,cpdag_minimal_original,20,100,1.0,0.995,1.0,0.995,199.0,200.0
cleaned_archive,csuite_weak_arrows,cpdag_minimal_original,50,100,0.9619464058853073,0.9438202247191012,0.9727877666137845,0.925,180.0,200.0
cleaned_archive,csuite_weak_arrows,cpdag_minimal_original,100,100,0.9505294176405954,0.9290665751544269,0.9725076237391508,0.9175,144.0,200.0
cleaned_archive,csuite_weak_arrows,cpdag_minimal_original,200,100,0.9444444444444444,0.9224639133921413,0.9606227106227107,0.9175,124.0,200.0
cleaned_archive,csuite_weak_arrows,cpdag_minimal_original,500,100,0.94,0.9257528556593978,0.9691510624868505,0.94,99.0,200.0
cleaned_archive,csuite_weak_arrows,dag_topological,20,100,1.0,0.995,1.0,0.995,199.0,200.0
cleaned_archive,csuite_weak_arrows,dag_topological,50,100,0.9551817211725566,0.9393925518925519,0.9762219746553404,0.925,180.0,200.0
cleaned_archive,csuite_weak_arrows,dag_topological,100,100,0.9395864305987296,0.9199968030690536,0.9575123152709359,0.91,144.0,200.0
cleaned_archive,csuite_weak_arrows,dag_topological,200,100,0.9474203737825744,0.9260154147296304,0.9667355371900828,0.9125000000000001,124.0,200.0
cleaned_archive,csuite_weak_arrows,dag_topological,500,100,0.9574419920769666,0.9398484848484848,0.9703698311007571,0.9375,99.0,200.0
cleaned_archive,csuite_weak_arrows,vanilla_original,20,100,1.0,0.995,1.0,0.995,199.0,200.0
cleaned_archive,csuite_weak_arrows,vanilla_original,50,100,0.9644858503782573,0.9454269757386501,0.9770443349753695,0.925,180.0,200.0
cleaned_archive,csuite_weak_arrows,vanilla_original,100,100,0.948032226768465,0.9243959284627093,0.9661564625850341,0.915,144.0,200.0
cleaned_archive,csuite_weak_arrows,vanilla_original,200,100,0.9508196721311476,0.9277073170731708,0.9591816499206768,0.92,124.0,200.0
cleaned_archive,csuite_weak_arrows,vanilla_original,500,100,0.96,0.9393939393939394,0.97065962307253,0.945,99.0,200.0
cleaned_archive,csuite_weak_arrows,vanilla_topological,20,100,1.0,0.995,1.0,0.995,199.0,200.0
cleaned_archive,csuite_weak_arrows,vanilla_topological,50,100,0.9654175802272273,0.944366852886406,0.9819547651684584,0.925,180.0,200.0
cleaned_archive,csuite_weak_arrows,vanilla_topological,100,100,0.9444417651314203,0.9196467937098909,0.9646629965778901,0.915,144.0,200.0
cleaned_archive,csuite_weak_arrows,vanilla_topological,200,100,0.9442222222222222,0.927651376146789,0.9594315499606609,0.92,124.0,200.0
cleaned_archive,csuite_weak_arrows,vanilla_topological,500,100,0.9572180279112332,0.929112554112554,0.9737903225806451,0.935,99.0,200.0
cleaned_archive,custom_scm,cpdag_discovered_original,20,100,0.8888888888888888,0.75,0.9,0.875,9.0,24.0
cleaned_archive,custom_scm,cpdag_discovered_original,50,100,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.875,9.0,24.0
cleaned_archive,custom_scm,cpdag_discovered_original,100,100,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.875,9.0,24.0
cleaned_archive,custom_scm,cpdag_discovered_original,200,100,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.9583333333333334,9.0,24.0
cleaned_archive,custom_scm,cpdag_discovered_original,500,100,0.75,0.6666666666666666,0.8888888888888888,0.9166666666666666,9.0,24.0
cleaned_archive,custom_scm,cpdag_minimal_original,20,100,0.8888888888888888,0.7443181818181819,0.8888888888888888,0.8333333333333334,9.0,24.0
cleaned_archive,custom_scm,cpdag_minimal_original,50,100,0.8888888888888888,0.7944444444444445,0.8888888888888888,0.875,9.0,24.0
cleaned_archive,custom_scm,cpdag_minimal_original,100,100,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.875,9.0,24.0
cleaned_archive,custom_scm,cpdag_minimal_original,200,100,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.9583333333333334,9.0,24.0
cleaned_archive,custom_scm,cpdag_minimal_original,500,100,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.9583333333333334,9.0,24.0
cleaned_archive,custom_scm,dag_topological,20,100,0.8888888888888888,0.7272727272727273,0.8888888888888888,0.875,9.0,24.0
cleaned_archive,custom_scm,dag_topological,50,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,9.0,24.0
cleaned_archive,custom_scm,dag_topological,100,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,9.0,24.0
cleaned_archive,custom_scm,dag_topological,200,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9583333333333334,9.0,24.0
cleaned_archive,custom_scm,dag_topological,500,100,0.8888888888888888,0.75,0.8888888888888888,0.9583333333333334,9.0,24.0
cleaned_archive,custom_scm,vanilla_original,20,100,0.8888888888888888,0.7204545454545455,0.8916666666666666,0.875,9.0,24.0
cleaned_archive,custom_scm,vanilla_original,50,100,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.875,9.0,24.0
cleaned_archive,custom_scm,vanilla_original,100,100,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.875,9.0,24.0
cleaned_archive,custom_scm,vanilla_original,200,100,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.9583333333333334,9.0,24.0
cleaned_archive,custom_scm,vanilla_original,500,100,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.9583333333333334,9.0,24.0
cleaned_archive,custom_scm,vanilla_topological,20,100,0.8888888888888888,0.75,0.8888888888888888,0.875,9.0,24.0
cleaned_archive,custom_scm,vanilla_topological,50,100,0.8888888888888888,0.8428571428571429,0.8888888888888888,0.875,9.0,24.0
cleaned_archive,custom_scm,vanilla_topological,100,100,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.875,9.0,24.0
cleaned_archive,custom_scm,vanilla_topological,200,100,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.9583333333333334,9.0,24.0
cleaned_archive,custom_scm,vanilla_topological,500,100,0.7638888888888888,0.6666666666666666,0.8888888888888888,0.9166666666666666,9.0,24.0
cleaned_archive,simglucose,vanilla_original,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_archive,simglucose,vanilla_original,50,100,0.9889195825659913,0.983402394106814,0.9944827272175338,0.91,182.0,200.0
cleaned_archive,simglucose,vanilla_original,100,100,0.9863479638430714,0.9743589743589745,0.9931851613496369,0.815,152.0,200.0
cleaned_archive,simglucose,vanilla_original,200,100,0.9740254872563718,0.9651411136536995,0.9827586206896552,0.72,112.0,200.0
cleaned_archive,simglucose,vanilla_original,500,100,0.9708013640238704,0.9516129032258064,0.9850746268656716,0.65,70.0,200.0
cleaned_archive,simglucose,vanilla_topological,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_archive,simglucose,vanilla_topological,50,100,0.9835615204467664,0.977496349901606,0.989071038251366,0.91,182.0,200.0
cleaned_archive,simglucose,vanilla_topological,100,100,0.9733333333333334,0.9607843137254902,0.9807692307692308,0.83,152.0,200.0
cleaned_archive,simglucose,vanilla_topological,200,100,0.9632996632996632,0.9482758620689656,0.9739130434782608,0.78,112.0,200.0
cleaned_archive,simglucose,vanilla_topological,500,100,0.9444444444444444,0.9205192034139402,0.9583333333333334,0.705,70.0,200.0
