source,dataset,sample_size,baseline,condition,n_pairs,median_baseline,median_condition,effect_hl,effect_ci_lower,effect_ci_upper,statistic,p_value,p_value_holm,holm_significant
cleaned_interventional_archive,csuite_mixed_simpson,500,vanilla_original,cpdag_discovered_original,100,0.8,0.6666666666666666,-0.10000000000000003,-0.16666666666666669,-2.7755575615628914e-17,1349.5,0.002972666879241038,0.008918000637723114,True
cleaned_interventional_archive,csuite_mixed_simpson,500,vanilla_original,cpdag_minimal_original,100,0.8,0.8,0.0,0.0,0.10000000000000003,1863.0,0.27261697302814614,0.5452339460562923,False
cleaned_interventional_archive,csuite_mixed_simpson,500,vanilla_original,dag_topological,100,0.8,0.775,0.0,-0.09999999999999995,0.047619047619047616,2149.0,0.7377520305134769,0.7377520305134769,False
cleaned_interventional_archive,csuite_mixed_simpson,1000,vanilla_original,cpdag_discovered_original,99,1.0,0.5,-0.25,-0.41666666666666663,-0.25,493.0,9.342140561657678e-10,2.8026421684973033e-09,True
cleaned_interventional_archive,csuite_mixed_simpson,1000,vanilla_original,cpdag_minimal_original,99,1.0,1.0,0.0,0.0,0.0,1552.5,0.7090159549068555,0.7090159549068555,False
cleaned_interventional_archive,csuite_mixed_simpson,1000,vanilla_original,dag_topological,99,1.0,1.0,0.0,0.0,0.041666666666666685,1465.5,0.26370029486186575,0.5274005897237315,False
cleaned_interventional_archive,csuite_nonlin_simpson,20,vanilla_original,cpdag_discovered_original,100,0.9534632034632036,0.9511904761904761,0.0,0.0,0.023809523809523836,1942.0,0.493507969083001,1.0,False
cleaned_interventional_archive,csuite_nonlin_simpson,20,vanilla_original,cpdag_minimal_original,100,0.9534632034632036,0.9473684210526316,0.0,-0.022727272727272763,0.021739130434782594,2232.5,0.8342486046712649,1.0,False
cleaned_interventional_archive,csuite_nonlin_simpson,20,vanilla_original,dag_topological,100,0.9534632034632036,0.9555335968379447,0.0,-0.006038647342995196,0.027777777777777735,2064.5,0.4918166448244574,1.0,False
cleaned_interventional_archive,csuite_nonlin_simpson,50,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,0.0,0.0,1334.5,0.39837801401520223,0.39837801401520223,False
cleaned_interventional_archive,csuite_nonlin_simpson,50,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,-0.048611111111111105,0.0,1253.5,0.04716883828935046,0.09433767657870092,False
cleaned_interventional_archive,csuite_nonlin_simpson,50,vanilla_original,dag_topological,100,1.0,1.0,0.0,-0.055555555555555525,-5.551115123125783e-17,1306.0,0.021160396454778636,0.06348118936433592,False
cleaned_interventional_archive,csuite_nonlin_simpson,100,vanilla_original,cpdag_discovered_original,100,1.0,0.875,-0.008928571428571452,-0.059523809523809534,0.0,1510.0,0.04376640018283471,0.13129920054850414,False
cleaned_interventional_archive,csuite_nonlin_simpson,100,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,0.0,0.0,1880.5,0.836546055692465,1.0,False
cleaned_interventional_archive,csuite_nonlin_simpson,100,vanilla_original,dag_topological,100,1.0,1.0,0.0,-0.006944444444444475,5.551115123125783e-17,2024.5,0.9842025730676628,1.0,False
cleaned_interventional_archive,csuite_nonlin_simpson,200,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,0.0,0.0,1365.0,0.24196699523774245,0.4839339904754849,False
cleaned_interventional_archive,csuite_nonlin_simpson,200,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,0.0,0.0,1245.0,0.40082486709819887,0.4839339904754849,False
cleaned_interventional_archive,csuite_nonlin_simpson,200,vanilla_original,dag_topological,100,1.0,1.0,0.0,0.008928571428571452,0.020833333333333315,603.0,0.0012404366739141137,0.003721310021742341,True
cleaned_interventional_archive,csuite_nonlin_simpson,500,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,0.0,0.0,1590.0,0.9378150281298605,0.9378150281298605,False
cleaned_interventional_archive,csuite_nonlin_simpson,500,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,0.0,0.0,1404.0,0.36035933774134565,0.7207186754826913,False
cleaned_interventional_archive,csuite_nonlin_simpson,500,vanilla_original,dag_topological,100,1.0,1.0,0.0,0.0,0.0,1061.5,0.1426158116382372,0.42784743491471156,False
cleaned_interventional_archive,csuite_nonlin_simpson,1000,vanilla_original,cpdag_discovered_original,100,1.0,0.8333333333333334,-0.08333333333333331,-0.08333333333333337,-0.08333333333333331,731.5,8.062056706170024e-07,2.4186170118510072e-06,True
cleaned_interventional_archive,csuite_nonlin_simpson,1000,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,0.0,0.0,1816.0,0.5937203949616751,1.0,False
cleaned_interventional_archive,csuite_nonlin_simpson,1000,vanilla_original,dag_topological,100,1.0,1.0,0.0,0.0,0.0,1753.0,0.6841046948484099,1.0,False
cleaned_interventional_archive,csuite_symprod_simpson,20,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,0.0,0.0,1214.5,0.18714134158961349,0.37428268317922697,False
cleaned_interventional_archive,csuite_symprod_simpson,20,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,0.0,0.0,1237.5,0.38437833488150797,0.38437833488150797,False
cleaned_interventional_archive,csuite_symprod_simpson,20,vanilla_original,dag_topological,100,1.0,1.0,0.0,0.0,-5.551115123125783e-17,887.5,0.0399203591902356,0.11976107757070681,False
cleaned_interventional_archive,csuite_symprod_simpson,50,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,-0.001315789473684159,0.0,1958.5,0.9249513588503099,1.0,False
cleaned_interventional_archive,csuite_symprod_simpson,50,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,0.0,0.002380952380952317,1757.5,0.6323585488042951,1.0,False
cleaned_interventional_archive,csuite_symprod_simpson,50,vanilla_original,dag_topological,100,1.0,1.0,0.0,0.0,0.0,1707.0,0.6319131972319434,1.0,False
cleaned_interventional_archive,csuite_symprod_simpson,100,vanilla_original,cpdag_discovered_original,100,0.9333333333333332,0.9285714285714286,0.0,-0.033333333333333326,0.002380952380952428,2019.5,0.36843394796778484,0.7368678959355697,False
cleaned_interventional_archive,csuite_symprod_simpson,100,vanilla_original,cpdag_minimal_original,100,0.9333333333333332,0.930952380952381,0.0,-0.02757352941176472,0.01336898395721925,2143.5,0.96894308353843,0.96894308353843,False
cleaned_interventional_archive,csuite_symprod_simpson,100,vanilla_original,dag_topological,100,0.9333333333333332,0.9045454545454545,-0.03125,-0.05490196078431364,0.0,1756.0,0.061321856423126486,0.18396556926937946,False
cleaned_interventional_archive,csuite_symprod_simpson,200,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,0.0,0.0,1184.5,0.4063693202058878,0.4063693202058878,False
cleaned_interventional_archive,csuite_symprod_simpson,200,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,-0.0444444444444444,0.0,931.0,0.019669125540001955,0.059007376620005866,False
cleaned_interventional_archive,csuite_symprod_simpson,200,vanilla_original,dag_topological,100,1.0,1.0,0.0,0.0,0.0,772.0,0.10248125413593859,0.20496250827187718,False
cleaned_interventional_archive,csuite_symprod_simpson,500,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,0.0,0.0,716.0,0.2674696762844536,0.5349393525689072,False
cleaned_interventional_archive,csuite_symprod_simpson,500,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,0.0,0.0,890.5,0.5338984097992125,0.5349393525689072,False
cleaned_interventional_archive,csuite_symprod_simpson,500,vanilla_original,dag_topological,100,1.0,1.0,0.0,0.00694444444444442,0.0,447.5,0.052929648361666075,0.15878894508499822,False
cleaned_interventional_archive,csuite_symprod_simpson,1000,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,0.0,0.0,1295.5,0.44626513454210004,0.8006941670401129,False
cleaned_interventional_archive,csuite_symprod_simpson,1000,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,0.0,0.0,1018.0,0.40034708352005643,0.8006941670401129,False
cleaned_interventional_archive,csuite_symprod_simpson,1000,vanilla_original,dag_topological,100,1.0,1.0,0.0,0.0,0.0,922.0,0.12459536479990599,0.373786094399718,False
cleaned_interventional_archive,csuite_weak_arrows,20,vanilla_original,cpdag_discovered_original,100,1.0,1.0,0.0,0.0,0.0,740.5,0.8269051101226428,0.8269051101226428,False
cleaned_interventional_archive,csuite_weak_arrows,20,vanilla_original,cpdag_minimal_original,100,1.0,1.0,0.0,0.0,0.0,378.0,0.3590890702340105,0.718178140468021,False
cleaned_interventional_archive,csuite_weak_arrows,20,vanilla_original,dag_topological,100,1.0,1.0,0.0,0.0,0.0,708.0,0.18832626106783468,0.564978783203504,False
cleaned_interventional_archive,csuite_weak_arrows,50,vanilla_original,cpdag_discovered_original,100,0.9611099107997161,0.9596458001063264,0.0001642359742477506,-0.005943152454780387,0.007771210557588282,2472.5,0.8851606538384788,1.0,False
cleaned_interventional_archive,csuite_weak_arrows,50,vanilla_original,cpdag_minimal_original,100,0.9611099107997161,0.9558011049723756,-0.002493606138107285,-0.008139086881140456,0.0033105939004816065,2292.0,0.5043374865886969,1.0,False
cleaned_interventional_archive,csuite_weak_arrows,50,vanilla_original,dag_topological,100,0.9611099107997161,0.9605630673522504,-0.00017674091919450685,-0.005744739756367856,0.00495243847199156,2438.0,0.7924972633258784,1.0,False
cleaned_interventional_archive,csuite_weak_arrows,100,vanilla_original,cpdag_discovered_original,100,0.945945945945946,0.9581835842642059,0.011734270295914173,0.0035971223021583065,0.020217877360734493,1640.5,0.0030257768386912002,0.0090773305160736,True
cleaned_interventional_archive,csuite_weak_arrows,100,vanilla_original,cpdag_minimal_original,100,0.945945945945946,0.952054794520548,0.0064884831606278615,-0.0029538131041890736,0.014049852832965504,2092.0,0.13926920451155203,0.27853840902310406,False
cleaned_interventional_archive,csuite_weak_arrows,100,vanilla_original,dag_topological,100,0.945945945945946,0.9496402877697842,0.003410636982065479,-0.006448412698412731,0.012034895942821089,2307.5,0.4576695730177448,0.4576695730177448,False
cleaned_interventional_archive,csuite_weak_arrows,200,vanilla_original,cpdag_discovered_original,100,0.9514162077104642,0.9529404527559056,5.761280369556698e-05,-0.0044698360073411325,0.007874015748031371,2342.5,0.73795413826905,0.73795413826905,False
cleaned_interventional_archive,csuite_weak_arrows,200,vanilla_original,cpdag_minimal_original,100,0.9514162077104642,0.9683789526309212,0.018690783807063016,0.011304588170259755,0.02571770334928225,1241.5,1.3455661370661307e-05,4.036698411198392e-05,True
cleaned_interventional_archive,csuite_weak_arrows,200,vanilla_original,dag_topological,100,0.9514162077104642,0.9446424106026508,-0.006741590109237278,-0.015094452415112536,0.0032136793596895807,2139.5,0.19720661211680157,0.39441322423360314,False
cleaned_interventional_archive,csuite_weak_arrows,500,vanilla_original,cpdag_discovered_original,100,0.9521520146520146,0.9509803921568628,-0.00024767188428773124,-0.008958038661009082,0.0050000000000000044,2377.0,0.6784600721779459,0.6784600721779459,False
cleaned_interventional_archive,csuite_weak_arrows,500,vanilla_original,cpdag_minimal_original,100,0.9521520146520146,0.9789380334774416,0.019512659432705193,0.01079102032951157,0.024845360824742257,950.5,1.2588354583798408e-07,3.7765063751395225e-07,True
cleaned_interventional_archive,csuite_weak_arrows,500,vanilla_original,dag_topological,100,0.9521520146520146,0.95,-0.0062232597199126105,-0.014259259259259305,-1.6653345369377348e-16,1904.0,0.038081485021683216,0.07616297004336643,False
cleaned_interventional_archive,csuite_weak_arrows,1000,vanilla_original,cpdag_discovered_original,100,0.9675666199158486,0.9438202247191012,-0.021622253389434243,-0.027915019762845827,-0.015621500559910462,1095.0,1.0526881536666096e-06,3.158064460999829e-06,True
cleaned_interventional_archive,csuite_weak_arrows,1000,vanilla_original,cpdag_minimal_original,100,0.9675666199158486,0.9653074866310161,0.0,-0.005554228380315329,0.006117908787541704,2381.0,0.8159787941083397,0.8159787941083397,False
cleaned_interventional_archive,csuite_weak_arrows,1000,vanilla_original,dag_topological,100,0.9675666199158486,0.956989247311828,-0.010639501980758415,-0.016304347826086918,-0.0006864988558352159,1756.5,0.012804635335500055,0.02560927067100011,True
cleaned_interventional_archive,custom_scm,20,vanilla_original,cpdag_discovered_original,100,0.9090909090909092,0.9090909090909092,0.0,0.0,0.03535353535353536,2009.5,0.7614415127687831,0.8701627733921349,False
cleaned_interventional_archive,custom_scm,20,vanilla_original,cpdag_minimal_original,100,0.9090909090909092,0.9090909090909092,0.0,-0.045454545454545414,0.0,1634.0,0.1772731037037446,0.5318193111112338,False
cleaned_interventional_archive,custom_scm,20,vanilla_original,dag_topological,100,0.9090909090909092,0.9090909090909092,0.0,-0.04444444444444445,0.0,1746.5,0.43508138669606744,0.8701627733921349,False
cleaned_interventional_archive,custom_scm,50,vanilla_original,cpdag_discovered_original,100,0.8888888888888888,0.8181818181818182,0.0,-0.05050505050505061,0.0,1826.5,0.2733917272013233,0.2733917272013233,False
cleaned_interventional_archive,custom_scm,50,vanilla_original,cpdag_minimal_original,100,0.8888888888888888,0.8888888888888888,0.055555555555555525,5.551115123125783e-17,0.08080808080808083,1153.5,0.0007820814175636043,0.0023462442526908127,True
cleaned_interventional_archive,custom_scm,50,vanilla_original,dag_topological,100,0.8888888888888888,0.8888888888888888,0.010101010101010055,5.551115123125783e-17,0.055555555555555525,1399.5,0.028042000130338092,0.056084000260676184,False
cleaned_interventional_archive,custom_scm,100,vanilla_original,cpdag_discovered_original,100,0.7777777777777778,0.7777777777777778,0.0,0.0,0.055555555555555525,2062.5,0.4214193981644909,0.4214193981644909,False
cleaned_interventional_archive,custom_scm,100,vanilla_original,cpdag_minimal_original,100,0.7777777777777778,0.8888888888888888,0.1111111111111111,0.11111111111111108,0.1111111111111111,396.5,1.765629234846147e-08,3.531258469692294e-08,True
cleaned_interventional_archive,custom_scm,100,vanilla_original,dag_topological,100,0.7777777777777778,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,73.5,2.2475594615902566e-11,6.74267838477077e-11,True
cleaned_interventional_archive,custom_scm,200,vanilla_original,cpdag_discovered_original,100,0.7777777777777778,0.7777777777777778,0.0,-0.05555555555555555,0.048611111111111105,2165.5,0.7378441630608424,0.7378441630608424,False
cleaned_interventional_archive,custom_scm,200,vanilla_original,cpdag_minimal_original,100,0.7777777777777778,0.8888888888888888,0.1111111111111111,0.055555555555555525,0.125,1028.5,2.3695249483475744e-05,4.739049896695149e-05,True
cleaned_interventional_archive,custom_scm,200,vanilla_original,dag_topological,100,0.7777777777777778,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1527777777777778,547.5,2.3197498737547155e-08,6.959249621264146e-08,True
cleaned_interventional_archive,custom_scm,500,vanilla_original,cpdag_discovered_original,100,0.6666666666666666,0.6666666666666666,-0.055555555555555525,-0.1111111111111111,0.0,1927.5,0.2027987042585474,0.2027987042585474,False
cleaned_interventional_archive,custom_scm,500,vanilla_original,cpdag_minimal_original,100,0.6666666666666666,0.6666666666666666,0.055555555555555525,0.00694444444444442,0.1111111111111111,1794.0,0.05323963314454531,0.10647926628909062,False
cleaned_interventional_archive,custom_scm,500,vanilla_original,dag_topological,100,0.6666666666666666,0.8888888888888888,0.1527777777777778,0.1111111111111111,0.22222222222222215,883.0,8.38880865462866e-07,2.516642596388598e-06,True
cleaned_interventional_archive,custom_scm,1000,vanilla_original,cpdag_discovered_original,100,0.625,0.5902777777777778,0.0,-0.06944444444444442,0.055555555555555525,2131.0,0.78104343389183,0.78104343389183,False
cleaned_interventional_archive,custom_scm,1000,vanilla_original,cpdag_minimal_original,100,0.625,0.75,0.125,0.06944444444444442,0.22222222222222215,1263.0,9.850975778217941e-05,0.00019701951556435883,True
cleaned_interventional_archive,custom_scm,1000,vanilla_original,dag_topological,100,0.625,0.75,0.20833333333333331,0.13194444444444442,0.25,783.0,6.713207799695365e-08,2.0139623399086093e-07,True
cleaned_interventional_archive,custom_scm_noise1e-2,20,vanilla_original,cpdag_discovered_original,100,0.9090909090909092,0.9090909090909092,0.0,0.0,0.0,1441.5,0.3809099088436536,0.7618198176873072,False
cleaned_interventional_archive,custom_scm_noise1e-2,20,vanilla_original,cpdag_minimal_original,100,0.9090909090909092,0.9090909090909092,0.0,0.0,0.045454545454545414,1242.0,0.042279834843873286,0.12683950453161985,False
cleaned_interventional_archive,custom_scm_noise1e-2,20,vanilla_original,dag_topological,100,0.9090909090909092,0.9090909090909092,0.0,0.0,0.0,1820.0,0.6678213073300625,0.7618198176873072,False
cleaned_interventional_archive,custom_scm_noise1e-2,50,vanilla_original,cpdag_discovered_original,100,0.6666666666666666,0.7272727272727273,0.055555555555555525,2.7755575615628914e-17,0.11111111111111108,1711.0,0.03757210195833508,0.03757210195833508,True
cleaned_interventional_archive,custom_scm_noise1e-2,50,vanilla_original,cpdag_minimal_original,100,0.6666666666666666,0.8888888888888888,0.16666666666666669,0.11111111111111116,0.2222222222222222,515.5,2.650623125736838e-11,5.301246251473676e-11,True
cleaned_interventional_archive,custom_scm_noise1e-2,50,vanilla_original,dag_topological,100,0.6666666666666666,0.8888888888888888,0.18686868686868685,0.16666666666666669,0.22727272727272724,283.5,2.425500240041493e-13,7.276500720124479e-13,True
cleaned_interventional_archive,custom_scm_noise1e-2,100,vanilla_original,cpdag_discovered_original,100,0.6666666666666666,0.6666666666666666,0.0,0.0,0.05555555555555558,1951.0,0.2774288340264829,0.2774288340264829,False
cleaned_interventional_archive,custom_scm_noise1e-2,100,vanilla_original,cpdag_minimal_original,100,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.27777777777777773,195.5,4.442776020793184e-15,8.885552041586368e-15,True
cleaned_interventional_archive,custom_scm_noise1e-2,100,vanilla_original,dag_topological,100,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.27777777777777773,77.5,1.0662873019044437e-16,3.198861905713331e-16,True
cleaned_interventional_archive,custom_scm_noise1e-2,200,vanilla_original,cpdag_discovered_original,100,0.6666666666666666,0.6666666666666666,0.0,-0.05555555555555558,0.055555555555555525,2198.5,0.6671723025174048,0.6671723025174048,False
