source,dataset,condition,sample_size,n_runs,median_fraction_preserved,q1_fraction_preserved,q3_fraction_preserved,median_fraction_concordant,median_n_reference_independent,median_n_triples_total
cleaned_interventional_archive,csuite_large_backdoor,vanilla_topological,500,100,0.9655172413793104,0.9552565958815958,0.9765074246287685,0.95,115.0,200.0
cleaned_interventional_archive,csuite_large_backdoor,vanilla_topological,1000,100,0.990909090909091,0.9907407407407408,1.0,0.98,110.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,cpdag_discovered_original,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,cpdag_discovered_original,50,100,1.0,1.0,1.0,1.0,199.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,cpdag_discovered_original,100,100,1.0,1.0,1.0,1.0,199.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,cpdag_discovered_original,200,100,1.0,1.0,1.0,0.995,198.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,cpdag_discovered_original,500,100,1.0,0.9948979591836736,1.0,0.995,197.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,cpdag_discovered_original,1000,100,0.9948186528497408,0.9897435897435898,1.0,0.99,195.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,cpdag_minimal_original,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,cpdag_minimal_original,50,100,1.0,1.0,1.0,1.0,199.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,cpdag_minimal_original,100,100,1.0,1.0,1.0,1.0,199.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,cpdag_minimal_original,200,100,1.0,1.0,1.0,0.995,198.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,cpdag_minimal_original,500,100,1.0,0.9949238578680204,1.0,0.995,197.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,cpdag_minimal_original,1000,100,0.9897435897435898,0.9846153846153848,0.9948253298434913,0.985,195.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,dag_topological,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,dag_topological,50,100,1.0,1.0,1.0,1.0,199.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,dag_topological,100,100,1.0,1.0,1.0,1.0,199.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,dag_topological,200,100,1.0,1.0,1.0,0.995,198.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,dag_topological,500,100,0.9949238578680204,0.9898477157360406,1.0,0.99,197.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,dag_topological,1000,100,0.9897435897435898,0.9846153846153848,0.9948453608247424,0.985,195.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,vanilla_original,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,vanilla_original,50,100,1.0,1.0,1.0,1.0,199.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,vanilla_original,100,100,1.0,1.0,1.0,1.0,199.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,vanilla_original,200,100,1.0,1.0,1.0,0.995,198.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,vanilla_original,500,100,1.0,1.0,1.0,0.99,197.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,vanilla_original,1000,100,0.9898218170516937,0.9847715736040608,0.9961928934010154,0.99,195.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,vanilla_topological,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,vanilla_topological,50,100,1.0,1.0,1.0,1.0,199.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,vanilla_topological,100,100,1.0,1.0,1.0,1.0,199.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,vanilla_topological,200,100,1.0,0.9949748743718592,1.0,0.995,198.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,vanilla_topological,500,100,0.9949238578680204,0.9898477157360406,1.0,0.995,197.0,200.0
cleaned_interventional_archive,csuite_mixed_confounding,vanilla_topological,1000,100,0.9896373056994818,0.9796695327877344,0.9947984132124352,0.985,195.0,200.0
cleaned_interventional_archive,csuite_mixed_simpson,cpdag_discovered_original,20,100,1.0,1.0,1.0,1.0,24.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,cpdag_discovered_original,50,100,1.0,0.9090909090909092,1.0,0.9166666666666666,11.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,cpdag_discovered_original,100,100,1.0,0.8854166666666666,1.0,0.9583333333333334,10.5,24.0
cleaned_interventional_archive,csuite_mixed_simpson,cpdag_discovered_original,200,100,0.8452380952380952,0.75,1.0,0.875,7.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,cpdag_discovered_original,500,100,0.6666666666666666,0.5,0.8,0.7916666666666666,4.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,cpdag_discovered_original,1000,99,0.5,0.3333333333333333,0.6666666666666666,0.75,2.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,cpdag_minimal_original,20,100,1.0,1.0,1.0,1.0,24.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,cpdag_minimal_original,50,100,1.0,0.8642857142857143,1.0,0.9166666666666666,11.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,cpdag_minimal_original,100,100,0.9090909090909092,0.8181818181818182,1.0,0.9166666666666666,10.5,24.0
cleaned_interventional_archive,csuite_mixed_simpson,cpdag_minimal_original,200,100,0.875,0.75,1.0,0.875,7.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,cpdag_minimal_original,500,100,0.8,0.6666666666666666,1.0,0.9166666666666666,4.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,cpdag_minimal_original,1000,99,1.0,0.6666666666666666,1.0,0.9583333333333334,2.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,dag_topological,20,100,1.0,1.0,1.0,1.0,24.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,dag_topological,50,100,1.0,0.8615384615384616,1.0,0.9166666666666666,11.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,dag_topological,100,100,0.9090909090909092,0.8181818181818182,1.0,0.9166666666666666,10.5,24.0
cleaned_interventional_archive,csuite_mixed_simpson,dag_topological,200,100,0.875,0.75,1.0,0.875,7.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,dag_topological,500,100,0.775,0.6,1.0,0.9166666666666666,4.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,dag_topological,1000,99,1.0,0.6666666666666666,1.0,0.9583333333333334,2.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,vanilla_original,20,100,1.0,1.0,1.0,1.0,24.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,vanilla_original,50,100,1.0,0.9090909090909092,1.0,0.9166666666666666,11.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,vanilla_original,100,100,1.0,0.8181818181818182,1.0,0.9583333333333334,10.5,24.0
cleaned_interventional_archive,csuite_mixed_simpson,vanilla_original,200,100,0.8888888888888888,0.7777777777777778,1.0,0.9166666666666666,7.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,vanilla_original,500,100,0.8,0.5,1.0,0.9166666666666666,4.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,vanilla_original,1000,99,1.0,0.6666666666666666,1.0,0.9583333333333334,2.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,vanilla_topological,20,100,1.0,1.0,1.0,1.0,24.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,vanilla_topological,50,100,1.0,0.842948717948718,1.0,0.9166666666666666,11.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,vanilla_topological,100,100,1.0,0.8888888888888888,1.0,0.9583333333333334,10.5,24.0
cleaned_interventional_archive,csuite_mixed_simpson,vanilla_topological,200,100,0.8571428571428571,0.7777777777777778,1.0,0.875,7.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,vanilla_topological,500,100,0.8,0.6666666666666666,1.0,0.9166666666666666,4.0,24.0
cleaned_interventional_archive,csuite_mixed_simpson,vanilla_topological,1000,99,1.0,0.6666666666666666,1.0,0.9583333333333334,2.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,cpdag_discovered_original,20,100,0.9511904761904761,0.9,1.0,0.875,19.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,cpdag_discovered_original,50,100,1.0,0.9090909090909092,1.0,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,cpdag_discovered_original,100,100,0.875,0.8571428571428571,1.0,0.9375,8.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,cpdag_discovered_original,200,100,1.0,0.8571428571428571,1.0,0.9583333333333334,7.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,cpdag_discovered_original,500,100,1.0,0.8333333333333334,1.0,1.0,6.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,cpdag_discovered_original,1000,100,0.8333333333333334,0.8,1.0,0.8958333333333333,6.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,cpdag_minimal_original,20,100,0.9473684210526316,0.8872549019607843,1.0,0.8541666666666667,19.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,cpdag_minimal_original,50,100,1.0,0.8888888888888888,1.0,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,cpdag_minimal_original,100,100,1.0,0.8571428571428571,1.0,0.9583333333333334,8.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,cpdag_minimal_original,200,100,1.0,0.8571428571428571,1.0,0.9583333333333334,7.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,cpdag_minimal_original,500,100,1.0,1.0,1.0,1.0,6.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,cpdag_minimal_original,1000,100,1.0,0.8333333333333334,1.0,1.0,6.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,dag_topological,20,100,0.9555335968379447,0.9,1.0,0.875,19.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,dag_topological,50,100,1.0,0.8888888888888888,1.0,0.9166666666666666,9.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,dag_topological,100,100,1.0,0.8571428571428571,1.0,0.9583333333333334,8.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,dag_topological,200,100,1.0,1.0,1.0,0.9166666666666666,7.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,dag_topological,500,100,1.0,1.0,1.0,0.9583333333333334,6.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,dag_topological,1000,100,1.0,0.8333333333333334,1.0,0.9583333333333334,6.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,vanilla_original,20,100,0.9534632034632036,0.8636363636363636,1.0,0.8333333333333334,19.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,vanilla_original,50,100,1.0,0.9,1.0,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,vanilla_original,100,100,1.0,0.8571428571428571,1.0,0.9583333333333334,8.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,vanilla_original,200,100,1.0,0.8571428571428571,1.0,0.9583333333333334,7.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,vanilla_original,500,100,1.0,0.8333333333333334,1.0,1.0,6.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,vanilla_original,1000,100,1.0,0.8333333333333334,1.0,0.9791666666666667,6.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,vanilla_topological,20,100,0.9411764705882352,0.8571428571428571,1.0,0.875,19.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,vanilla_topological,50,100,1.0,0.9,1.0,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,vanilla_topological,100,100,0.8888888888888888,0.875,1.0,0.9583333333333334,8.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,vanilla_topological,200,100,1.0,1.0,1.0,0.9166666666666666,7.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,vanilla_topological,500,100,1.0,1.0,1.0,0.9583333333333334,6.0,24.0
cleaned_interventional_archive,csuite_nonlin_simpson,vanilla_topological,1000,100,1.0,0.8333333333333334,1.0,1.0,6.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,cpdag_discovered_original,20,100,1.0,0.9565217391304348,1.0,0.9583333333333334,21.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,cpdag_discovered_original,50,100,1.0,0.9392156862745097,1.0,0.9583333333333334,19.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,cpdag_discovered_original,100,100,0.9285714285714286,0.8571428571428571,1.0,0.875,15.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,cpdag_discovered_original,200,100,1.0,0.975,1.0,1.0,9.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,cpdag_discovered_original,500,100,1.0,1.0,1.0,1.0,9.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,cpdag_discovered_original,1000,100,1.0,0.8888888888888888,1.0,1.0,9.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,cpdag_minimal_original,20,100,1.0,1.0,1.0,0.9583333333333334,21.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,cpdag_minimal_original,50,100,1.0,0.9473684210526316,1.0,0.9583333333333334,19.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,cpdag_minimal_original,100,100,0.930952380952381,0.8642857142857143,1.0,0.875,15.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,cpdag_minimal_original,200,100,1.0,0.9,1.0,0.9791666666666667,9.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,cpdag_minimal_original,500,100,1.0,1.0,1.0,1.0,9.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,cpdag_minimal_original,1000,100,1.0,1.0,1.0,1.0,9.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,dag_topological,20,100,1.0,0.9545454545454546,1.0,0.9583333333333334,21.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,dag_topological,50,100,1.0,0.9411764705882352,1.0,0.9583333333333334,19.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,dag_topological,100,100,0.9045454545454545,0.8221925133689839,1.0,0.875,15.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,dag_topological,200,100,1.0,1.0,1.0,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,dag_topological,500,100,1.0,1.0,1.0,1.0,9.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,dag_topological,1000,100,1.0,1.0,1.0,1.0,9.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,vanilla_original,20,100,1.0,1.0,1.0,0.9583333333333334,21.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,vanilla_original,50,100,1.0,0.9444444444444444,1.0,0.9583333333333334,19.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,vanilla_original,100,100,0.9333333333333332,0.8543956043956044,1.0,0.875,15.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,vanilla_original,200,100,1.0,1.0,1.0,1.0,9.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,vanilla_original,500,100,1.0,1.0,1.0,1.0,9.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,vanilla_original,1000,100,1.0,1.0,1.0,1.0,9.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,vanilla_topological,20,100,1.0,1.0,1.0,0.9583333333333334,21.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,vanilla_topological,50,100,1.0,0.9466374269005848,1.0,0.9583333333333334,19.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,vanilla_topological,100,100,0.9090909090909092,0.8,1.0,0.875,15.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,vanilla_topological,200,100,1.0,0.9,1.0,0.9166666666666666,9.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,vanilla_topological,500,100,0.8888888888888888,0.7777777777777778,1.0,0.9583333333333334,9.0,24.0
cleaned_interventional_archive,csuite_symprod_simpson,vanilla_topological,1000,100,1.0,1.0,1.0,1.0,9.0,24.0
cleaned_interventional_archive,csuite_weak_arrows,cpdag_discovered_original,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,cpdag_discovered_original,50,100,0.9596458001063264,0.9424456846721149,0.9736691236691237,0.915,176.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,cpdag_discovered_original,100,100,0.9581835842642059,0.940777290448343,0.9749814677538917,0.925,146.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,cpdag_discovered_original,200,100,0.9529404527559056,0.9289932508436446,0.9756049960967993,0.91,129.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,cpdag_discovered_original,500,100,0.9509803921568628,0.9398484848484848,0.9690721649484536,0.9075,102.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,cpdag_discovered_original,1000,100,0.9438202247191012,0.9211248723186926,0.9584407216494846,0.935,92.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,cpdag_minimal_original,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,cpdag_minimal_original,50,100,0.9558011049723756,0.9400197195442593,0.973885918003565,0.915,176.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,cpdag_minimal_original,100,100,0.952054794520548,0.9250805585392051,0.971830985915493,0.92,146.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,cpdag_minimal_original,200,100,0.9683789526309212,0.9451894223555889,0.9913202122954445,0.91,129.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,cpdag_minimal_original,500,100,0.9789380334774416,0.9542268479184367,0.9897170208289501,0.915,102.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,cpdag_minimal_original,1000,100,0.9653074866310161,0.946236559139785,0.9782608695652174,0.965,92.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,dag_topological,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,dag_topological,50,100,0.9605630673522504,0.945212712461028,0.9715909090909092,0.9125000000000001,176.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,dag_topological,100,100,0.9496402877697842,0.9261454581832733,0.9726493337060851,0.92,146.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,dag_topological,200,100,0.9446424106026508,0.9221754257462005,0.9652808491817779,0.92,129.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,dag_topological,500,100,0.95,0.9306930693069309,0.9616300366300367,0.94,102.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,dag_topological,1000,100,0.956989247311828,0.935483870967742,0.9678277282086479,0.96,92.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,vanilla_original,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,vanilla_original,50,100,0.9611099107997161,0.9396402550091074,0.9761879749273383,0.915,176.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,vanilla_original,100,100,0.945945945945946,0.9211438923395444,0.966100534173401,0.925,146.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,vanilla_original,200,100,0.9514162077104642,0.9277518248175183,0.9689922480620154,0.925,129.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,vanilla_original,500,100,0.9521520146520146,0.9331730769230768,0.9705882352941176,0.945,102.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,vanilla_original,1000,100,0.9675666199158486,0.9455028666985189,0.9783193080878916,0.965,92.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,vanilla_topological,20,100,1.0,1.0,1.0,1.0,200.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,vanilla_topological,50,100,0.9536196813873765,0.9427750410509032,0.9714285714285714,0.915,176.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,vanilla_topological,100,100,0.9549019607843138,0.9312580025608195,0.9716145450986149,0.925,146.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,vanilla_topological,200,100,0.968251968503937,0.9515,0.9834016393442622,0.905,129.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,vanilla_topological,500,100,0.9639376218323585,0.9497881355932203,0.9809523809523808,0.915,102.0,200.0
cleaned_interventional_archive,csuite_weak_arrows,vanilla_topological,1000,100,0.966662550932214,0.945054945054945,0.9789473684210528,0.965,92.0,200.0
cleaned_interventional_archive,custom_scm,cpdag_discovered_original,20,100,0.9090909090909092,0.8888888888888888,0.9090909090909092,0.875,11.0,24.0
cleaned_interventional_archive,custom_scm,cpdag_discovered_original,50,100,0.8181818181818182,0.7272727272727273,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,cpdag_discovered_original,100,100,0.7777777777777778,0.6666666666666666,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,cpdag_discovered_original,200,100,0.7777777777777778,0.6666666666666666,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,cpdag_discovered_original,500,100,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,cpdag_discovered_original,1000,100,0.5902777777777778,0.25,0.75,0.8333333333333334,8.0,24.0
cleaned_interventional_archive,custom_scm,cpdag_minimal_original,20,100,0.9090909090909092,0.8181818181818182,0.9090909090909092,0.875,11.0,24.0
cleaned_interventional_archive,custom_scm,cpdag_minimal_original,50,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,cpdag_minimal_original,100,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,cpdag_minimal_original,200,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,cpdag_minimal_original,500,100,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,cpdag_minimal_original,1000,100,0.75,0.6666666666666666,0.75,0.875,8.0,24.0
cleaned_interventional_archive,custom_scm,dag_topological,20,100,0.9090909090909092,0.8888888888888888,0.9090909090909092,0.875,11.0,24.0
cleaned_interventional_archive,custom_scm,dag_topological,50,100,0.8888888888888888,0.7272727272727273,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,dag_topological,100,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,dag_topological,200,100,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,dag_topological,500,100,0.8888888888888888,0.6666666666666666,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,dag_topological,1000,100,0.75,0.6666666666666666,0.75,0.9166666666666666,8.0,24.0
cleaned_interventional_archive,custom_scm,vanilla_original,20,100,0.9090909090909092,0.8181818181818182,0.9090909090909092,0.875,11.0,24.0
cleaned_interventional_archive,custom_scm,vanilla_original,50,100,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.875,9.0,24.0
cleaned_interventional_archive,custom_scm,vanilla_original,100,100,0.7777777777777778,0.6666666666666666,0.8888888888888888,0.875,9.0,24.0
