algorithm,column_order,actual_column_order,graph_structure,graph_nodes,graph_edges,undirected_edges,train_size,seed,repetition,categorical_cols,correlation_matrix_difference,k_marginal_tvd,nnaa,nnaa_raw,nnaa_distance_0p5
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,70,71,,0.2904282177678136,0.27025,0.6105,0.6105,0.11050000000000004
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,71,72,,0.8423465072054042,0.3684166666666666,0.6757500000000001,0.6757500000000001,0.17575000000000007
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,72,73,,0.3996462699035981,0.26375,0.6074999999999999,0.6074999999999999,0.10749999999999993
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,73,74,,0.2439867498215114,0.2674166666666667,0.6065,0.6065,0.10650000000000004
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,74,75,,0.2625769982777223,0.30525,0.626,0.626,0.126
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,75,76,,0.4358816223230088,0.3065,0.6597500000000001,0.6597500000000001,0.15975000000000006
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,76,77,,0.1312874270471498,0.2860833333333333,0.62025,0.62025,0.12024999999999997
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,77,78,,0.322713607299191,0.3063333333333334,0.6492500000000001,0.6492500000000001,0.1492500000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,78,79,,0.0750096840900438,0.3916666666666668,0.6695,0.6695,0.16949999999999998
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,79,80,,0.2947743319301257,0.3174166666666667,0.6335,0.6335,0.13349999999999995
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,80,81,,1.3383738580083675,0.3976666666666666,0.69025,0.69025,0.19025000000000003
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,81,82,,0.2593436893394895,0.2891666666666667,0.62175,0.62175,0.12175000000000002
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,82,83,,0.4456052353425039,0.3343333333333333,0.6475,0.6475,0.14749999999999996
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,83,84,,0.7849688929356329,0.3413333333333334,0.6547499999999999,0.6547499999999999,0.15474999999999994
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,84,85,,0.200219179556851,0.3531666666666668,0.6655,0.6655,0.16549999999999998
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,85,86,,0.7339417066213542,0.3109166666666667,0.62375,0.62375,0.12375000000000003
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,86,87,,0.2947933180358364,0.3816666666666666,0.65,0.65,0.15000000000000002
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,87,88,,0.3242560360963998,0.293,0.62475,0.62475,0.12475000000000003
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,88,89,,0.2415337283115335,0.2834166666666667,0.61825,0.61825,0.11824999999999997
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,89,90,,0.3594084473541191,0.3445,0.6327499999999999,0.6327499999999999,0.13274999999999992
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,90,91,,0.6643395175618307,0.31775,0.6227499999999999,0.6227499999999999,0.12274999999999991
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,91,92,,0.3228217605095155,0.2966666666666667,0.6312500000000001,0.6312500000000001,0.1312500000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,92,93,,1.4898433074969015,0.4014166666666667,0.6599999999999999,0.6599999999999999,0.15999999999999992
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,93,94,,0.1056572899485068,0.2751666666666667,0.606,0.606,0.10599999999999998
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,94,95,,1.4851361605428317,0.3394166666666667,0.6605000000000001,0.6605000000000001,0.1605000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,95,96,,0.0625691531484418,0.3135,0.652,0.652,0.15200000000000002
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,96,97,,0.2646934778377124,0.2834166666666667,0.603,0.603,0.10299999999999998
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,97,98,,0.1232203723563654,0.3254999999999999,0.6174999999999999,0.6174999999999999,0.11749999999999994
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,98,99,,0.1500755588575234,0.2863333333333334,0.6167499999999999,0.6167499999999999,0.11674999999999991
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,99,100,,0.6549590226357609,0.3553333333333333,0.6695,0.6695,0.16949999999999998
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,100,101,,0.5655814108511888,0.3171666666666666,0.65125,0.65125,0.15125
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,20,101,102,,0.2698934383527787,0.3340833333333333,0.6435,0.6435,0.14349999999999996
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,125,1,,0.0960046327254557,0.2405,0.57025,0.57025,0.07025000000000003
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,126,2,,0.1276581696818877,0.253,0.589,0.589,0.08899999999999997
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,127,3,,0.2829807803930543,0.266,0.57675,0.57675,0.07674999999999998
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,128,4,,0.0942011648436507,0.2505,0.57875,0.57875,0.07874999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,129,5,,0.0710815247527316,0.2404166666666667,0.55775,0.55775,0.05774999999999997
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,130,6,,0.0803581085654718,0.2640833333333333,0.5845,0.5845,0.08450000000000002
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,131,7,,0.3892673226920832,0.2599166666666667,0.58325,0.58325,0.08325000000000005
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,132,8,,0.1589346188028065,0.252,0.5895,0.5895,0.08950000000000002
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,133,9,,0.2626934605626823,0.2570833333333333,0.5687500000000001,0.5687500000000001,0.06875000000000009
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,134,10,,0.2033044231827485,0.25175,0.58325,0.58325,0.08325000000000005
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,135,11,,0.1443909776645658,0.2389166666666666,0.56325,0.56325,0.06325000000000003
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,136,12,,0.2898330371533384,0.24775,0.56175,0.56175,0.06174999999999997
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,137,13,,0.3698047184252218,0.2645833333333333,0.58725,0.58725,0.08725000000000005
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,138,14,,0.1356959702116364,0.281,0.61025,0.61025,0.11024999999999996
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,139,15,,0.3720859683776625,0.2645,0.5840000000000001,0.5840000000000001,0.08400000000000007
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,140,16,,0.3604340544317295,0.2633333333333333,0.5760000000000001,0.5760000000000001,0.07600000000000007
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,141,17,,0.3931003636391591,0.2744166666666667,0.58325,0.58325,0.08325000000000005
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,142,18,,0.0855639121463591,0.2634166666666667,0.5509999999999999,0.5509999999999999,0.050999999999999934
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,143,19,,0.2578874774346995,0.3003333333333333,0.5994999999999999,0.5994999999999999,0.09949999999999992
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,144,20,,0.5679412587551151,0.2605833333333333,0.58675,0.58675,0.08675
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,145,21,,0.336136538308986,0.2507500000000001,0.5965,0.5965,0.09650000000000003
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,146,22,,0.2986699197981885,0.2566666666666666,0.596,0.596,0.09599999999999997
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,147,23,,0.0632583452943645,0.2394166666666667,0.5665,0.5665,0.0665
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,148,24,,0.1050008237276007,0.2471666666666666,0.5840000000000001,0.5840000000000001,0.08400000000000007
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,149,25,,0.1431668157497289,0.2465833333333333,0.5740000000000001,0.5740000000000001,0.07400000000000007
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,150,26,,0.1197451760327729,0.2443333333333333,0.5785,0.5785,0.07850000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,151,27,,0.1765825347831537,0.23375,0.5602499999999999,0.5602499999999999,0.060249999999999915
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,152,28,,0.2047309871417124,0.2690833333333334,0.56575,0.56575,0.06574999999999998
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,153,29,,0.3326195633725102,0.2670833333333333,0.5885,0.5885,0.08850000000000002
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,154,30,,0.065208595518489,0.2733333333333333,0.58175,0.58175,0.08174999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,155,31,,0.1290873916792168,0.2400833333333333,0.5780000000000001,0.5780000000000001,0.07800000000000007
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,156,32,,0.3136496321105044,0.2384166666666667,0.56525,0.56525,0.06525000000000003
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,157,33,,0.0973181190032776,0.2529166666666667,0.5662499999999999,0.5662499999999999,0.06624999999999992
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,158,34,,0.3478913074391713,0.2613333333333333,0.595,0.595,0.09499999999999997
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,159,35,,0.1800269025840445,0.2885,0.59075,0.59075,0.09075
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,160,36,,0.1196748306030291,0.2503333333333333,0.5782499999999999,0.5782499999999999,0.07824999999999993
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,161,37,,0.214993645242385,0.24125,0.57075,0.57075,0.07074999999999998
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,162,38,,0.0414824665439822,0.2646666666666666,0.5785,0.5785,0.07850000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,164,40,,0.0723810272649999,0.25625,0.5842499999999999,0.5842499999999999,0.08424999999999994
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,165,41,,0.1127196776005003,0.2400833333333333,0.5920000000000001,0.5920000000000001,0.09200000000000008
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,166,42,,0.0683824543035201,0.241,0.5774999999999999,0.5774999999999999,0.0774999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,167,43,,0.3037801950354601,0.2746666666666666,0.5974999999999999,0.5974999999999999,0.09749999999999992
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,168,44,,0.2750338386503,0.2769166666666667,0.5735,0.5735,0.07350000000000001
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,169,45,,0.0996167280206019,0.24975,0.58325,0.58325,0.08325000000000005
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,171,47,,0.1543381670474779,0.2393333333333333,0.57775,0.57775,0.07774999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,172,48,,0.2864703214911205,0.2716666666666666,0.5905,0.5905,0.09050000000000002
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,173,49,,0.2007200209098091,0.2559166666666667,0.566,0.566,0.06599999999999995
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,174,50,,0.134148321672839,0.2680833333333333,0.587,0.587,0.08699999999999997
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,175,51,,0.0923642985485518,0.2520833333333333,0.5555,0.5555,0.055499999999999994
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,176,52,,0.1331073466150978,0.2424166666666667,0.5680000000000001,0.5680000000000001,0.06800000000000006
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,177,53,,0.3952351223877363,0.28275,0.59475,0.59475,0.09475
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,178,54,,0.0671015992852368,0.2809166666666666,0.59675,0.59675,0.09675
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,179,55,,0.2663766496492212,0.2441666666666666,0.578,0.578,0.07799999999999996
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,180,56,,0.1280994623469579,0.2883333333333334,0.5995,0.5995,0.09950000000000003
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,181,57,,0.2197805383305849,0.26125,0.5740000000000001,0.5740000000000001,0.07400000000000007
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,182,58,,0.1619216080421898,0.269,0.62375,0.62375,0.12375000000000003
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,183,59,,0.2379945765394556,0.2508333333333333,0.57975,0.57975,0.07974999999999999
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,184,60,,0.1241764190400845,0.25475,0.5934999999999999,0.5934999999999999,0.09349999999999992
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,185,61,,0.3135992773958578,0.2664166666666667,0.58325,0.58325,0.08325000000000005
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,186,62,,0.1822905000869562,0.24425,0.5902499999999999,0.5902499999999999,0.09024999999999994
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,187,63,,0.2317826044427516,0.2570833333333334,0.58675,0.58675,0.08675
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,188,64,,0.1345237666189997,0.2415,0.565,0.565,0.06499999999999995
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,189,65,,0.2364917983839309,0.25575,0.5667500000000001,0.5667500000000001,0.06675000000000009
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,190,66,,0.2861651912782904,0.25675,0.57525,0.57525,0.07525000000000004
vanilla,original,"x1_0,x2_0,x3_0,x0_0",no_graph,0,0,0,50,191,67,,0.3342766885375949,0.28725,0.595,0.595,0.09499999999999997
