algorithm,column_order,train_size,seed,directed_edges_from_graph_structure
cpdag_discovered,original,20,14,0
cpdag_discovered,original,20,15,0
cpdag_discovered,original,20,16,0
cpdag_discovered,original,20,17,0
cpdag_discovered,original,20,18,0
cpdag_discovered,original,20,19,0
cpdag_discovered,original,20,20,0
cpdag_discovered,original,20,21,0
cpdag_discovered,original,20,22,0
cpdag_discovered,original,20,23,0
cpdag_discovered,original,20,24,0
cpdag_discovered,original,20,25,0
cpdag_discovered,original,20,26,0
cpdag_discovered,original,20,27,0
cpdag_discovered,original,20,28,0
cpdag_discovered,original,20,29,0
cpdag_discovered,original,20,31,0
cpdag_discovered,original,20,32,0
cpdag_discovered,original,20,33,0
cpdag_discovered,original,20,34,0
cpdag_discovered,original,20,35,0
cpdag_discovered,original,20,36,0
cpdag_discovered,original,20,37,0
cpdag_discovered,original,20,38,0
cpdag_discovered,original,20,39,0
cpdag_discovered,original,20,40,0
cpdag_discovered,original,20,41,0
cpdag_discovered,original,20,42,0
cpdag_discovered,original,20,43,0
cpdag_discovered,original,20,44,0
cpdag_discovered,original,20,45,0
cpdag_discovered,original,20,46,0
cpdag_discovered,original,20,47,0
cpdag_discovered,original,20,48,0
cpdag_discovered,original,20,49,0
cpdag_discovered,original,20,50,0
cpdag_discovered,original,20,51,2
cpdag_discovered,original,20,52,0
cpdag_discovered,original,20,53,0
cpdag_discovered,original,20,54,0
cpdag_discovered,original,20,55,0
cpdag_discovered,original,20,56,0
cpdag_discovered,original,20,57,0
cpdag_discovered,original,20,58,0
cpdag_discovered,original,20,59,0
cpdag_discovered,original,20,60,0
cpdag_discovered,original,20,61,0
cpdag_discovered,original,20,62,0
cpdag_discovered,original,20,63,0
cpdag_discovered,original,20,64,0
cpdag_discovered,original,20,65,0
cpdag_discovered,original,20,66,0
cpdag_discovered,original,20,67,0
cpdag_discovered,original,20,68,0
cpdag_discovered,original,20,69,0
cpdag_discovered,original,20,70,0
cpdag_discovered,original,20,71,0
cpdag_discovered,original,20,72,0
cpdag_discovered,original,20,73,0
cpdag_discovered,original,20,74,0
cpdag_discovered,original,20,75,0
cpdag_discovered,original,20,76,0
cpdag_discovered,original,20,77,0
cpdag_discovered,original,20,78,0
cpdag_discovered,original,20,79,0
cpdag_discovered,original,20,80,0
cpdag_discovered,original,20,81,0
cpdag_discovered,original,20,82,0
cpdag_discovered,original,20,83,0
cpdag_discovered,original,20,84,0
cpdag_discovered,original,20,85,0
cpdag_discovered,original,20,86,0
cpdag_discovered,original,20,87,0
cpdag_discovered,original,20,88,0
cpdag_discovered,original,20,89,0
cpdag_discovered,original,20,90,0
cpdag_discovered,original,20,91,0
cpdag_discovered,original,20,92,0
cpdag_discovered,original,20,93,0
cpdag_discovered,original,20,94,2
cpdag_discovered,original,20,96,0
cpdag_discovered,original,20,97,0
cpdag_discovered,original,20,98,0
cpdag_discovered,original,20,99,2
cpdag_discovered,original,20,100,0
cpdag_discovered,original,20,101,0
dag,topological,50,120,3
dag,topological,50,121,3
dag,topological,50,122,3
dag,topological,50,123,3
dag,topological,50,124,3
dag,topological,50,125,3
dag,topological,50,126,3
dag,topological,50,127,3
dag,topological,50,128,3
dag,topological,50,129,3
dag,topological,50,130,3
dag,topological,50,131,3
dag,topological,50,132,3
dag,topological,50,133,3
dag,topological,50,134,3
dag,topological,50,135,3
dag,topological,50,136,3
dag,topological,50,137,3
dag,topological,50,138,3
dag,topological,50,139,3
dag,topological,50,140,3
dag,topological,50,141,3
dag,topological,50,142,3
dag,topological,50,143,3
dag,topological,50,144,3
dag,topological,50,145,3
dag,topological,50,146,3
dag,topological,50,147,3
dag,topological,50,148,3
dag,topological,50,149,3
dag,topological,50,150,3
dag,topological,50,151,3
dag,topological,50,152,3
dag,topological,50,153,3
dag,topological,50,154,3
dag,topological,50,155,3
dag,topological,50,156,3
dag,topological,50,157,3
dag,topological,50,158,3
dag,topological,50,159,3
dag,topological,50,160,3
dag,topological,50,161,3
dag,topological,50,162,3
dag,topological,50,163,3
dag,topological,50,164,3
dag,topological,50,165,3
dag,topological,50,166,3
dag,topological,50,167,3
dag,topological,50,168,3
dag,topological,50,169,3
dag,topological,50,170,3
dag,topological,50,171,3
dag,topological,50,172,3
dag,topological,50,173,3
dag,topological,50,174,3
dag,topological,50,175,3
dag,topological,50,176,3
dag,topological,50,177,3
dag,topological,50,178,3
dag,topological,50,179,3
dag,topological,50,180,3
dag,topological,50,181,3
dag,topological,50,182,3
dag,topological,50,184,3
dag,topological,50,185,3
dag,topological,50,186,3
dag,topological,50,187,3
dag,topological,50,188,3
dag,topological,50,189,3
dag,topological,50,190,3
dag,topological,50,191,3
dag,topological,50,192,3
dag,topological,50,193,3
dag,topological,50,194,3
dag,topological,50,195,3
dag,topological,50,196,3
dag,topological,50,197,3
dag,topological,50,198,3
dag,topological,50,199,3
dag,topological,50,200,3
dag,topological,50,202,3
dag,topological,50,203,3
dag,topological,50,204,3
dag,topological,50,205,3
dag,topological,50,206,3
dag,topological,50,207,3
dag,topological,50,208,3
dag,topological,50,209,3
dag,topological,50,210,3
dag,topological,50,211,3
dag,topological,50,212,3
dag,topological,50,213,3
dag,topological,50,214,3
dag,topological,50,215,3
dag,topological,50,216,3
dag,topological,50,217,3
dag,topological,50,218,3
dag,topological,50,219,3
dag,topological,50,220,3
dag,topological,50,221,3
cpdag_minimal,original,50,120,2
cpdag_minimal,original,50,121,2
cpdag_minimal,original,50,122,2
cpdag_minimal,original,50,123,2
cpdag_minimal,original,50,124,2
cpdag_minimal,original,50,125,2
cpdag_minimal,original,50,126,2
cpdag_minimal,original,50,127,2
cpdag_minimal,original,50,128,2
cpdag_minimal,original,50,129,2
cpdag_minimal,original,50,130,2
cpdag_minimal,original,50,131,2
cpdag_minimal,original,50,132,2
cpdag_minimal,original,50,133,2
cpdag_minimal,original,50,134,2
cpdag_minimal,original,50,135,2
cpdag_minimal,original,50,136,2
cpdag_minimal,original,50,137,2
cpdag_minimal,original,50,138,2
cpdag_minimal,original,50,139,2
cpdag_minimal,original,50,140,2
cpdag_minimal,original,50,141,2
cpdag_minimal,original,50,142,2
cpdag_minimal,original,50,143,2
cpdag_minimal,original,50,144,2
cpdag_minimal,original,50,145,2
cpdag_minimal,original,50,146,2
cpdag_minimal,original,50,147,2
cpdag_minimal,original,50,148,2
cpdag_minimal,original,50,149,2
cpdag_minimal,original,50,150,2
cpdag_minimal,original,50,151,2
cpdag_minimal,original,50,152,2
cpdag_minimal,original,50,153,2
cpdag_minimal,original,50,154,2
cpdag_minimal,original,50,155,2
cpdag_minimal,original,50,156,2
cpdag_minimal,original,50,157,2
cpdag_minimal,original,50,158,2
cpdag_minimal,original,50,159,2
cpdag_minimal,original,50,160,2
cpdag_minimal,original,50,161,2
cpdag_minimal,original,50,162,2
cpdag_minimal,original,50,163,2
cpdag_minimal,original,50,164,2
cpdag_minimal,original,50,165,2
cpdag_minimal,original,50,166,2
cpdag_minimal,original,50,167,2
cpdag_minimal,original,50,168,2
cpdag_minimal,original,50,169,2
cpdag_minimal,original,50,170,2
cpdag_minimal,original,50,171,2
cpdag_minimal,original,50,172,2
cpdag_minimal,original,50,173,2
cpdag_minimal,original,50,174,2
cpdag_minimal,original,50,175,2
cpdag_minimal,original,50,176,2
cpdag_minimal,original,50,177,2
cpdag_minimal,original,50,178,2
cpdag_minimal,original,50,179,2
cpdag_minimal,original,50,180,2
cpdag_minimal,original,50,181,2
cpdag_minimal,original,50,182,2
cpdag_minimal,original,50,184,2
cpdag_minimal,original,50,185,2
cpdag_minimal,original,50,186,2
cpdag_minimal,original,50,187,2
cpdag_minimal,original,50,188,2
cpdag_minimal,original,50,189,2
cpdag_minimal,original,50,190,2
cpdag_minimal,original,50,191,2
cpdag_minimal,original,50,192,2
cpdag_minimal,original,50,193,2
cpdag_minimal,original,50,194,2
cpdag_minimal,original,50,195,2
cpdag_minimal,original,50,196,2
cpdag_minimal,original,50,197,2
cpdag_minimal,original,50,198,2
cpdag_minimal,original,50,199,2
cpdag_minimal,original,50,200,2
cpdag_minimal,original,50,202,2
cpdag_minimal,original,50,203,2
cpdag_minimal,original,50,204,2
cpdag_minimal,original,50,205,2
cpdag_minimal,original,50,206,2
cpdag_minimal,original,50,207,2
cpdag_minimal,original,50,208,2
cpdag_minimal,original,50,209,2
cpdag_minimal,original,50,210,2
cpdag_minimal,original,50,211,2
cpdag_minimal,original,50,212,2
cpdag_minimal,original,50,213,2
cpdag_minimal,original,50,214,2
cpdag_minimal,original,50,215,2
cpdag_minimal,original,50,216,2
cpdag_minimal,original,50,217,2
cpdag_minimal,original,50,218,2
cpdag_minimal,original,50,219,2
cpdag_minimal,original,50,220,2
cpdag_minimal,original,50,221,2
cpdag_discovered,original,50,120,0
cpdag_discovered,original,50,121,0
cpdag_discovered,original,50,122,0
cpdag_discovered,original,50,123,0
cpdag_discovered,original,50,124,2
cpdag_discovered,original,50,125,0
cpdag_discovered,original,50,126,0
cpdag_discovered,original,50,127,0
cpdag_discovered,original,50,128,0
cpdag_discovered,original,50,129,0
cpdag_discovered,original,50,130,0
cpdag_discovered,original,50,131,0
cpdag_discovered,original,50,132,0
cpdag_discovered,original,50,133,0
cpdag_discovered,original,50,134,0
cpdag_discovered,original,50,135,0
cpdag_discovered,original,50,136,0
cpdag_discovered,original,50,137,0
cpdag_discovered,original,50,138,0
cpdag_discovered,original,50,139,0
cpdag_discovered,original,50,140,0
cpdag_discovered,original,50,141,0
cpdag_discovered,original,50,142,0
cpdag_discovered,original,50,143,0
cpdag_discovered,original,50,144,0
cpdag_discovered,original,50,145,0
cpdag_discovered,original,50,146,0
cpdag_discovered,original,50,147,0
cpdag_discovered,original,50,148,0
cpdag_discovered,original,50,149,0
cpdag_discovered,original,50,150,0
cpdag_discovered,original,50,151,0
cpdag_discovered,original,50,152,0
cpdag_discovered,original,50,153,0
cpdag_discovered,original,50,154,0
cpdag_discovered,original,50,155,0
cpdag_discovered,original,50,156,0
cpdag_discovered,original,50,157,0
cpdag_discovered,original,50,158,2
cpdag_discovered,original,50,159,0
cpdag_discovered,original,50,160,0
cpdag_discovered,original,50,161,0
cpdag_discovered,original,50,162,0
cpdag_discovered,original,50,163,0
cpdag_discovered,original,50,164,0
cpdag_discovered,original,50,165,0
cpdag_discovered,original,50,166,0
cpdag_discovered,original,50,167,0
cpdag_discovered,original,50,168,0
cpdag_discovered,original,50,169,0
cpdag_discovered,original,50,170,0
cpdag_discovered,original,50,171,0
cpdag_discovered,original,50,172,0
cpdag_discovered,original,50,173,0
cpdag_discovered,original,50,174,0
cpdag_discovered,original,50,175,0
cpdag_discovered,original,50,176,0
cpdag_discovered,original,50,177,0
cpdag_discovered,original,50,178,0
cpdag_discovered,original,50,179,0
cpdag_discovered,original,50,180,0
cpdag_discovered,original,50,181,0
cpdag_discovered,original,50,182,0
cpdag_discovered,original,50,184,0
cpdag_discovered,original,50,185,0
cpdag_discovered,original,50,186,0
cpdag_discovered,original,50,187,0
cpdag_discovered,original,50,188,0
cpdag_discovered,original,50,189,0
cpdag_discovered,original,50,190,0
cpdag_discovered,original,50,191,0
cpdag_discovered,original,50,192,2
cpdag_discovered,original,50,193,0
cpdag_discovered,original,50,194,0
cpdag_discovered,original,50,195,0
cpdag_discovered,original,50,196,2
cpdag_discovered,original,50,197,0
cpdag_discovered,original,50,198,0
cpdag_discovered,original,50,199,0
cpdag_discovered,original,50,200,2
cpdag_discovered,original,50,202,0
cpdag_discovered,original,50,203,0
cpdag_discovered,original,50,204,2
cpdag_discovered,original,50,205,0
cpdag_discovered,original,50,206,0
cpdag_discovered,original,50,207,0
cpdag_discovered,original,50,208,0
cpdag_discovered,original,50,209,0
cpdag_discovered,original,50,210,2
cpdag_discovered,original,50,211,0
cpdag_discovered,original,50,212,0
cpdag_discovered,original,50,213,0
cpdag_discovered,original,50,214,0
cpdag_discovered,original,50,215,0
cpdag_discovered,original,50,216,0
cpdag_discovered,original,50,217,0
cpdag_discovered,original,50,218,0
cpdag_discovered,original,50,219,0
cpdag_discovered,original,50,220,0
cpdag_discovered,original,50,221,0
dag,topological,100,240,3
dag,topological,100,241,3
dag,topological,100,242,3
dag,topological,100,243,3
dag,topological,100,244,3
dag,topological,100,245,3
dag,topological,100,246,3
dag,topological,100,247,3
dag,topological,100,248,3
dag,topological,100,249,3
dag,topological,100,250,3
dag,topological,100,251,3
dag,topological,100,252,3
dag,topological,100,253,3
dag,topological,100,254,3
dag,topological,100,255,3
dag,topological,100,256,3
dag,topological,100,257,3
dag,topological,100,258,3
dag,topological,100,259,3
dag,topological,100,260,3
dag,topological,100,261,3
dag,topological,100,262,3
dag,topological,100,263,3
dag,topological,100,264,3
dag,topological,100,265,3
dag,topological,100,266,3
dag,topological,100,267,3
dag,topological,100,268,3
dag,topological,100,269,3
dag,topological,100,270,3
dag,topological,100,271,3
dag,topological,100,272,3
dag,topological,100,273,3
dag,topological,100,274,3
dag,topological,100,275,3
dag,topological,100,276,3
dag,topological,100,277,3
dag,topological,100,278,3
dag,topological,100,279,3
dag,topological,100,280,3
dag,topological,100,281,3
dag,topological,100,282,3
dag,topological,100,283,3
dag,topological,100,284,3
dag,topological,100,285,3
dag,topological,100,286,3
dag,topological,100,287,3
dag,topological,100,288,3
dag,topological,100,289,3
dag,topological,100,290,3
dag,topological,100,291,3
dag,topological,100,292,3
dag,topological,100,293,3
dag,topological,100,294,3
dag,topological,100,295,3
dag,topological,100,296,3
dag,topological,100,297,3
dag,topological,100,298,3
dag,topological,100,299,3
dag,topological,100,300,3
dag,topological,100,301,3
dag,topological,100,302,3
dag,topological,100,303,3
dag,topological,100,304,3
dag,topological,100,305,3
dag,topological,100,306,3
dag,topological,100,307,3
dag,topological,100,308,3
dag,topological,100,309,3
dag,topological,100,310,3
dag,topological,100,311,3
dag,topological,100,312,3
dag,topological,100,313,3
dag,topological,100,314,3
dag,topological,100,315,3
dag,topological,100,316,3
dag,topological,100,317,3
dag,topological,100,318,3
dag,topological,100,319,3
dag,topological,100,320,3
dag,topological,100,321,3
dag,topological,100,322,3
dag,topological,100,323,3
dag,topological,100,324,3
dag,topological,100,325,3
dag,topological,100,326,3
dag,topological,100,327,3
dag,topological,100,328,3
dag,topological,100,329,3
dag,topological,100,330,3
dag,topological,100,331,3
dag,topological,100,332,3
dag,topological,100,333,3
dag,topological,100,334,3
dag,topological,100,335,3
dag,topological,100,336,3
dag,topological,100,337,3
dag,topological,100,338,3
dag,topological,100,339,3
cpdag_minimal,original,100,240,2
cpdag_minimal,original,100,241,2
cpdag_minimal,original,100,242,2
cpdag_minimal,original,100,243,2
cpdag_minimal,original,100,244,2
cpdag_minimal,original,100,245,2
cpdag_minimal,original,100,246,2
cpdag_minimal,original,100,247,2
cpdag_minimal,original,100,248,2
cpdag_minimal,original,100,249,2
cpdag_minimal,original,100,250,2
cpdag_minimal,original,100,251,2
cpdag_minimal,original,100,252,2
cpdag_minimal,original,100,253,2
cpdag_minimal,original,100,254,2
cpdag_minimal,original,100,255,2
cpdag_minimal,original,100,256,2
cpdag_minimal,original,100,257,2
cpdag_minimal,original,100,258,2
cpdag_minimal,original,100,259,2
cpdag_minimal,original,100,260,2
cpdag_minimal,original,100,261,2
cpdag_minimal,original,100,262,2
cpdag_minimal,original,100,263,2
cpdag_minimal,original,100,264,2
cpdag_minimal,original,100,265,2
cpdag_minimal,original,100,266,2
cpdag_minimal,original,100,267,2
cpdag_minimal,original,100,268,2
cpdag_minimal,original,100,269,2
cpdag_minimal,original,100,270,2
cpdag_minimal,original,100,271,2
cpdag_minimal,original,100,272,2
cpdag_minimal,original,100,273,2
cpdag_minimal,original,100,274,2
cpdag_minimal,original,100,275,2
cpdag_minimal,original,100,276,2
cpdag_minimal,original,100,277,2
cpdag_minimal,original,100,278,2
cpdag_minimal,original,100,279,2
cpdag_minimal,original,100,280,2
cpdag_minimal,original,100,281,2
cpdag_minimal,original,100,282,2
cpdag_minimal,original,100,283,2
cpdag_minimal,original,100,284,2
cpdag_minimal,original,100,285,2
cpdag_minimal,original,100,286,2
cpdag_minimal,original,100,287,2
cpdag_minimal,original,100,288,2
cpdag_minimal,original,100,289,2
cpdag_minimal,original,100,290,2
cpdag_minimal,original,100,291,2
cpdag_minimal,original,100,292,2
cpdag_minimal,original,100,293,2
cpdag_minimal,original,100,294,2
cpdag_minimal,original,100,295,2
cpdag_minimal,original,100,296,2
cpdag_minimal,original,100,297,2
cpdag_minimal,original,100,298,2
cpdag_minimal,original,100,299,2
cpdag_minimal,original,100,300,2
cpdag_minimal,original,100,301,2
cpdag_minimal,original,100,302,2
cpdag_minimal,original,100,303,2
cpdag_minimal,original,100,304,2
cpdag_minimal,original,100,305,2
cpdag_minimal,original,100,306,2
cpdag_minimal,original,100,307,2
cpdag_minimal,original,100,308,2
cpdag_minimal,original,100,309,2
cpdag_minimal,original,100,310,2
cpdag_minimal,original,100,311,2
cpdag_minimal,original,100,312,2
cpdag_minimal,original,100,313,2
cpdag_minimal,original,100,314,2
cpdag_minimal,original,100,315,2
cpdag_minimal,original,100,316,2
cpdag_minimal,original,100,317,2
cpdag_minimal,original,100,318,2
cpdag_minimal,original,100,319,2
cpdag_minimal,original,100,320,2
cpdag_minimal,original,100,321,2
cpdag_minimal,original,100,322,2
cpdag_minimal,original,100,323,2
cpdag_minimal,original,100,324,2
cpdag_minimal,original,100,325,2
cpdag_minimal,original,100,326,2
cpdag_minimal,original,100,327,2
cpdag_minimal,original,100,328,2
cpdag_minimal,original,100,329,2
cpdag_minimal,original,100,330,2
cpdag_minimal,original,100,331,2
cpdag_minimal,original,100,332,2
cpdag_minimal,original,100,333,2
cpdag_minimal,original,100,334,2
cpdag_minimal,original,100,335,2
cpdag_minimal,original,100,336,2
cpdag_minimal,original,100,337,2
cpdag_minimal,original,100,338,2
cpdag_minimal,original,100,339,2
cpdag_discovered,original,100,240,0
cpdag_discovered,original,100,241,0
cpdag_discovered,original,100,242,0
cpdag_discovered,original,100,243,0
cpdag_discovered,original,100,244,0
cpdag_discovered,original,100,245,0
cpdag_discovered,original,100,246,0
cpdag_discovered,original,100,247,0
cpdag_discovered,original,100,248,0
cpdag_discovered,original,100,249,0
cpdag_discovered,original,100,250,0
cpdag_discovered,original,100,251,0
cpdag_discovered,original,100,252,0
cpdag_discovered,original,100,253,0
cpdag_discovered,original,100,254,0
cpdag_discovered,original,100,255,0
cpdag_discovered,original,100,256,0
cpdag_discovered,original,100,257,0
cpdag_discovered,original,100,258,0
cpdag_discovered,original,100,259,0
cpdag_discovered,original,100,260,0
cpdag_discovered,original,100,261,0
cpdag_discovered,original,100,262,0
cpdag_discovered,original,100,263,0
cpdag_discovered,original,100,264,0
cpdag_discovered,original,100,265,0
cpdag_discovered,original,100,266,0
cpdag_discovered,original,100,267,0
cpdag_discovered,original,100,268,0
cpdag_discovered,original,100,269,0
cpdag_discovered,original,100,270,0
cpdag_discovered,original,100,271,0
cpdag_discovered,original,100,272,0
cpdag_discovered,original,100,273,0
cpdag_discovered,original,100,274,0
cpdag_discovered,original,100,275,0
cpdag_discovered,original,100,276,0
cpdag_discovered,original,100,277,0
cpdag_discovered,original,100,278,0
cpdag_discovered,original,100,279,0
cpdag_discovered,original,100,280,0
cpdag_discovered,original,100,281,0
cpdag_discovered,original,100,282,0
cpdag_discovered,original,100,283,0
cpdag_discovered,original,100,284,2
cpdag_discovered,original,100,285,0
cpdag_discovered,original,100,286,0
cpdag_discovered,original,100,287,2
cpdag_discovered,original,100,288,0
cpdag_discovered,original,100,289,0
cpdag_discovered,original,100,290,0
cpdag_discovered,original,100,291,0
cpdag_discovered,original,100,292,0
cpdag_discovered,original,100,293,0
cpdag_discovered,original,100,294,0
cpdag_discovered,original,100,295,0
cpdag_discovered,original,100,296,0
cpdag_discovered,original,100,297,0
cpdag_discovered,original,100,298,0
cpdag_discovered,original,100,299,0
cpdag_discovered,original,100,300,0
cpdag_discovered,original,100,301,0
cpdag_discovered,original,100,302,0
cpdag_discovered,original,100,303,0
cpdag_discovered,original,100,304,0
cpdag_discovered,original,100,305,0
cpdag_discovered,original,100,306,0
cpdag_discovered,original,100,307,0
cpdag_discovered,original,100,308,0
cpdag_discovered,original,100,309,0
cpdag_discovered,original,100,310,0
cpdag_discovered,original,100,311,0
cpdag_discovered,original,100,312,0
cpdag_discovered,original,100,313,0
cpdag_discovered,original,100,314,0
cpdag_discovered,original,100,315,0
cpdag_discovered,original,100,316,0
cpdag_discovered,original,100,317,0
cpdag_discovered,original,100,318,2
cpdag_discovered,original,100,319,0
cpdag_discovered,original,100,320,0
cpdag_discovered,original,100,321,2
cpdag_discovered,original,100,322,0
cpdag_discovered,original,100,323,0
cpdag_discovered,original,100,324,0
cpdag_discovered,original,100,325,0
cpdag_discovered,original,100,326,0
cpdag_discovered,original,100,327,0
cpdag_discovered,original,100,328,0
cpdag_discovered,original,100,329,0
cpdag_discovered,original,100,330,0
cpdag_discovered,original,100,331,0
cpdag_discovered,original,100,332,0
cpdag_discovered,original,100,333,0
cpdag_discovered,original,100,334,0
cpdag_discovered,original,100,335,0
cpdag_discovered,original,100,336,0
cpdag_discovered,original,100,337,0
cpdag_discovered,original,100,338,0
cpdag_discovered,original,100,339,0
dag,topological,200,360,3
dag,topological,200,361,3
dag,topological,200,362,3
dag,topological,200,363,3
dag,topological,200,364,3
dag,topological,200,365,3
dag,topological,200,366,3
dag,topological,200,367,3
dag,topological,200,368,3
dag,topological,200,369,3
dag,topological,200,370,3
