algorithm,column_order,train_size,seed,corr_X0_X3,corr_X0_X2,synthetic_npz,graph_structure
vanilla,original,20,26,-0.18444126844406128,-0.16437390446662903,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s26.npz,no_graph
vanilla,original,20,27,-0.2767803370952606,-0.28069207072257996,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s27.npz,no_graph
vanilla,original,20,28,-0.25671958923339844,-0.254403680562973,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s28.npz,no_graph
vanilla,original,20,29,-0.47792381048202515,-0.48812493681907654,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s29.npz,no_graph
vanilla,original,20,31,0.03384232521057129,0.04123082756996155,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s31.npz,no_graph
vanilla,original,20,32,-0.48003071546554565,-0.49644169211387634,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s32.npz,no_graph
vanilla,original,20,33,0.10259658843278885,0.09643034636974335,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s33.npz,no_graph
vanilla,original,20,34,-0.0664801150560379,0.0012878194684162736,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s34.npz,no_graph
vanilla,original,20,35,0.15407681465148926,0.1252703219652176,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s35.npz,no_graph
vanilla,original,20,36,-0.09930530935525894,-0.10304741561412811,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s36.npz,no_graph
vanilla,original,20,37,0.09313500672578812,0.08476108312606812,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s37.npz,no_graph
vanilla,original,20,38,-0.4332766532897949,-0.44510889053344727,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s38.npz,no_graph
vanilla,original,20,39,-0.37928950786590576,-0.38257792592048645,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s39.npz,no_graph
vanilla,original,20,40,-0.04145132377743721,-0.05033227428793907,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s40.npz,no_graph
vanilla,original,20,41,-0.224930077791214,-0.22177591919898987,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s41.npz,no_graph
vanilla,original,20,42,-0.0663844421505928,-0.07201012969017029,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s42.npz,no_graph
vanilla,original,20,43,-0.20681466162204742,-0.19737926125526428,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s43.npz,no_graph
vanilla,original,20,44,-0.2903323769569397,-0.2961954176425934,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s44.npz,no_graph
vanilla,original,20,45,-0.29843422770500183,-0.2970615327358246,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s45.npz,no_graph
vanilla,original,20,46,-0.3450521230697632,-0.3392591178417206,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s46.npz,no_graph
vanilla,original,20,47,0.0007401927723549306,0.010243024677038193,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s47.npz,no_graph
vanilla,original,20,48,-0.2593274414539337,-0.25412288308143616,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s48.npz,no_graph
vanilla,original,20,49,-0.5203513503074646,-0.5238263607025146,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s49.npz,no_graph
vanilla,original,20,50,-0.12091255933046341,-0.11390024423599243,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s50.npz,no_graph
vanilla,original,20,51,-0.1547023355960846,-0.13964393734931946,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s51.npz,no_graph
vanilla,original,20,52,-0.03249848634004593,0.03938328102231026,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s52.npz,no_graph
vanilla,original,20,53,-0.21862877905368805,-0.21279895305633545,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s53.npz,no_graph
vanilla,original,20,54,-0.21338598430156708,-0.2234680950641632,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s54.npz,no_graph
vanilla,original,20,55,-0.07066382467746735,-0.07261927425861359,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s55.npz,no_graph
vanilla,original,20,56,-0.1386723667383194,-0.1266314834356308,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s56.npz,no_graph
vanilla,original,20,57,0.4150075316429138,0.4031330645084381,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s57.npz,no_graph
vanilla,original,20,58,-0.41702333092689514,-0.4230653941631317,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s58.npz,no_graph
vanilla,original,20,59,-0.06279061734676361,-0.0696483626961708,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s59.npz,no_graph
vanilla,original,20,60,0.12385553866624832,0.2987005114555359,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s60.npz,no_graph
vanilla,original,20,61,-0.6959629654884338,-0.7001726627349854,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s61.npz,no_graph
vanilla,original,20,62,0.0459514781832695,0.033977050334215164,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s62.npz,no_graph
vanilla,original,20,63,-0.15925735235214233,-0.16390478610992432,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s63.npz,no_graph
vanilla,original,20,64,-0.07443828135728836,-0.09156043827533722,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s64.npz,no_graph
vanilla,original,20,65,-0.043581899255514145,-0.10706804692745209,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s65.npz,no_graph
vanilla,original,20,66,-0.3038342595100403,-0.3096514344215393,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s66.npz,no_graph
vanilla,original,20,67,0.024896694347262383,0.02819904312491417,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s67.npz,no_graph
vanilla,original,20,68,-0.45186561346054077,-0.4417915344238281,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s68.npz,no_graph
vanilla,original,20,69,-0.051895201206207275,-0.05620615929365158,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s69.npz,no_graph
vanilla,original,20,70,-0.15147307515144348,-0.14347918331623077,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s70.npz,no_graph
vanilla,original,20,71,0.23732730746269226,0.2198406159877777,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s71.npz,no_graph
vanilla,original,20,72,-0.30199897289276123,-0.3050537705421448,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s72.npz,no_graph
vanilla,original,20,73,-0.029193630442023277,-0.02800271473824978,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s73.npz,no_graph
vanilla,original,20,74,-0.3414452373981476,-0.3640648424625397,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s74.npz,no_graph
vanilla,original,20,75,-0.10621636360883713,-0.11996938288211823,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s75.npz,no_graph
vanilla,original,20,76,-0.1339193731546402,-0.13762186467647552,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s76.npz,no_graph
vanilla,original,20,77,0.19178436696529388,0.1788889616727829,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s77.npz,no_graph
vanilla,original,20,78,0.0877639427781105,0.0863327607512474,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s78.npz,no_graph
vanilla,original,20,79,-0.2865529954433441,-0.2854369878768921,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s79.npz,no_graph
vanilla,original,20,80,-0.04720580205321312,-0.051704518496990204,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s80.npz,no_graph
vanilla,original,20,81,-0.11827174574136734,-0.11899507790803909,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s81.npz,no_graph
vanilla,original,20,82,-0.16128352284431458,-0.1379748433828354,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s82.npz,no_graph
vanilla,original,20,83,-0.2339804619550705,-0.2171093225479126,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s83.npz,no_graph
vanilla,original,20,84,-0.2150368094444275,-0.2271045446395874,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s84.npz,no_graph
vanilla,original,20,85,-0.06936068832874298,-0.0826495811343193,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s85.npz,no_graph
vanilla,original,20,86,-0.4814963638782501,-0.49138331413269043,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s86.npz,no_graph
vanilla,original,20,87,0.17280979454517365,0.16821181774139404,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s87.npz,no_graph
vanilla,original,20,88,-0.16329501569271088,-0.24572230875492096,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s88.npz,no_graph
vanilla,original,20,89,-0.43531686067581177,-0.43310949206352234,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s89.npz,no_graph
vanilla,original,20,90,-0.10715395957231522,-0.107302725315094,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s90.npz,no_graph
vanilla,original,20,91,-0.5034329295158386,-0.5019473433494568,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s91.npz,no_graph
vanilla,original,20,92,-0.21389740705490112,-0.2121620625257492,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s92.npz,no_graph
vanilla,original,20,93,-0.5292353630065918,-0.538822591304779,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s93.npz,no_graph
vanilla,original,20,94,-0.030177265405654907,-0.04503250867128372,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s94.npz,no_graph
vanilla,original,20,96,-0.421256422996521,-0.27834612131118774,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s96.npz,no_graph
vanilla,original,20,97,-0.39899060130119324,-0.3081470727920532,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s97.npz,no_graph
vanilla,original,20,98,-0.3248118460178375,-0.2353227436542511,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s98.npz,no_graph
vanilla,original,20,99,-0.22933633625507355,-0.224620521068573,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s99.npz,no_graph
vanilla,original,20,100,-0.12836278975009918,-0.1278531849384308,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s100.npz,no_graph
vanilla,original,20,101,0.17599131166934967,0.1840827614068985,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_original_ts20_s101.npz,no_graph
vanilla,topological,20,0,-0.05242673680186272,-0.05210239067673683,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s0.npz,no_graph
vanilla,topological,20,1,0.12025421112775803,0.11648116260766983,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s1.npz,no_graph
vanilla,topological,20,2,-0.053878676146268845,-0.04892382025718689,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s2.npz,no_graph
vanilla,topological,20,3,0.06908904016017914,0.06597664207220078,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s3.npz,no_graph
vanilla,topological,20,4,-0.010327216237783432,0.008787988685071468,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s4.npz,no_graph
vanilla,topological,20,5,0.007113165222108364,0.0050015076994895935,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s5.npz,no_graph
vanilla,topological,20,6,-0.021282577887177467,-0.01971665769815445,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s6.npz,no_graph
vanilla,topological,20,7,0.1258355975151062,0.12677522003650665,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s7.npz,no_graph
vanilla,topological,20,8,-0.10981403291225433,-0.11008162051439285,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s8.npz,no_graph
vanilla,topological,20,9,0.07512467354536057,0.0751408115029335,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s9.npz,no_graph
vanilla,topological,20,10,0.0551161952316761,0.05604826286435127,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s10.npz,no_graph
vanilla,topological,20,11,-0.21914567053318024,-0.21783281862735748,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s11.npz,no_graph
vanilla,topological,20,12,0.03416189178824425,0.040607914328575134,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s12.npz,no_graph
vanilla,topological,20,13,-0.005844497121870518,-0.006216675043106079,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s13.npz,no_graph
vanilla,topological,20,14,0.00590904988348484,0.005165911745280027,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s14.npz,no_graph
vanilla,topological,20,15,0.06704636663198471,0.06819888949394226,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s15.npz,no_graph
vanilla,topological,20,16,0.02272653765976429,0.03022066503763199,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s16.npz,no_graph
vanilla,topological,20,17,-0.06721155345439911,-0.07502373307943344,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s17.npz,no_graph
vanilla,topological,20,18,0.07302778959274292,0.07180088013410568,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s18.npz,no_graph
vanilla,topological,20,19,0.06245425343513489,0.06281311810016632,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s19.npz,no_graph
vanilla,topological,20,20,-0.01115204207599163,-0.009156132116913795,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s20.npz,no_graph
vanilla,topological,20,21,-0.03510960191488266,-0.01762659288942814,<work_root>/data/cleaned_npz_archive/comparison_current_cleaned_20260429/datasets/custom_scm_noise1e-2/synthetic/synthetic_vanilla_topological_ts20_s21.npz,no_graph
