dataset,train_size,effect,ci_lower,ci_upper,p_value,p_holm,comparison,is_significant
csuite_large_backdoor,20,0.0378846526145934,0.0076880119740962,0.0666152238845825,0.0015786634788142,0.0094719808728853,vanilla_vs_minimal,True
csuite_large_backdoor,50,0.0308485112657654,0.0080404728651047,0.0523348227143287,0.0008737820489002,0.0034951281956009,vanilla_vs_minimal,True
csuite_large_backdoor,100,0.0092096820047009,-0.0049870461225509,0.0245165228843689,0.1303144795171301,0.4773492529061444,vanilla_vs_minimal,False
csuite_large_backdoor,200,0.0081463887007558,-0.0078257620334625,0.0239396393299102,0.1555994829260015,0.9335968975560092,vanilla_vs_minimal,False
csuite_large_backdoor,500,-0.0089307620694744,-0.0212123482566094,0.0029127211231971,0.0446452354259104,0.2678714125554626,vanilla_vs_minimal,False
csuite_large_backdoor,1000,0.0005926936864852,-0.011141002178192,0.0126026659350609,0.8743284035131398,1.0,vanilla_vs_minimal,False
csuite_mixed_confounding,20,-0.0686538144946098,-0.1063307374715805,-0.0316022302471101,1.2615363371354731e-05,6.307681685677366e-05,vanilla_vs_minimal,True
csuite_mixed_confounding,50,0.0433715134859085,0.0120005309581756,0.0759682723358272,0.0002405363828495,0.0014432182970972,vanilla_vs_minimal,True
csuite_mixed_confounding,100,0.0292852933965623,0.0054391324520111,0.0529055114351213,0.0016354699829627,0.0081773499148137,vanilla_vs_minimal,True
csuite_mixed_confounding,200,0.028859868645668,0.0091907497011125,0.050674319267273,0.0002279099423132,0.001139549711566,vanilla_vs_minimal,True
csuite_mixed_confounding,500,0.0329364240169525,0.0157895203195513,0.0494282360635698,2.6433140750645978e-06,1.3216570375322989e-05,vanilla_vs_minimal,True
csuite_mixed_confounding,1000,0.0185816884040832,0.0039734840393066,0.0318491458892821,0.0022899827381861,0.0068699482145583,vanilla_vs_minimal,True
csuite_mixed_simpson,20,0.3475883677601814,0.2754577411115169,0.4146674548983573,8.576774246556677e-16,4.288387123278338e-15,vanilla_vs_minimal,True
csuite_mixed_simpson,50,0.3299052429497242,0.2572852671146393,0.4040207056105137,4.3571215496604895e-16,2.6142729297962937e-15,vanilla_vs_minimal,True
csuite_mixed_simpson,100,0.144761690288782,0.0972361849844455,0.2001208811998367,1.1566035944560293e-12,6.939621566736176e-12,vanilla_vs_minimal,True
csuite_mixed_simpson,200,0.0511301606893539,0.0253048539161682,0.0791977333128453,5.961886908328214e-07,3.5771321449969283e-06,vanilla_vs_minimal,True
csuite_mixed_simpson,500,0.024182824999094,0.0008497523367405,0.0471753180027007,0.0096238713573493,0.0481193567867469,vanilla_vs_minimal,True
csuite_mixed_simpson,1000,0.0211288475543261,0.001430720090866,0.0396411133706569,0.0072457855911389,0.0362289279556948,vanilla_vs_minimal,True
csuite_nonlin_simpson,20,0.5290279537439346,0.3645657300949096,0.6777290358543395,9.712263309814642e-13,4.856131654907321e-12,vanilla_vs_minimal,True
csuite_nonlin_simpson,50,0.3459754288196563,0.2468864068984986,0.4531233816146849,3.23922440721765e-14,1.29568976288706e-13,vanilla_vs_minimal,True
csuite_nonlin_simpson,100,0.2018614881038666,0.1455742969512939,0.2605929970741272,3.6015361654799444e-14,1.800768082739972e-13,vanilla_vs_minimal,True
csuite_nonlin_simpson,200,0.141047137260437,0.0978583946228026,0.1865175709724427,1.558314759335337e-13,9.34988855601202e-13,vanilla_vs_minimal,True
csuite_nonlin_simpson,500,0.0779962413311005,0.0426643490791321,0.1156885118484498,4.856122648755628e-09,2.9136735892533773e-08,vanilla_vs_minimal,True
csuite_nonlin_simpson,1000,0.0518068075180053,0.0233093247413636,0.0816742181777954,1.1476512377739004e-05,4.590604951095602e-05,vanilla_vs_minimal,True
csuite_symprod_simpson,20,-0.0273707397282123,-0.0582028795033693,0.0029280632734298,0.0347610145348535,0.1042830436045605,vanilla_vs_minimal,False
csuite_symprod_simpson,50,0.0002076998353004,-0.0351989418268203,0.0355731807649135,0.9780556767995896,1.0,vanilla_vs_minimal,False
csuite_symprod_simpson,100,-0.0091333426535129,-0.0342888491619378,0.016203872859478,0.3339594815730144,1.0,vanilla_vs_minimal,False
csuite_symprod_simpson,200,-0.0231997333467006,-0.0443604183923452,-0.0019942037761211,0.0039601810761664,0.0237610864569989,vanilla_vs_minimal,True
csuite_symprod_simpson,500,0.0047171078892424,-0.0096195903606712,0.0179610196501016,0.3676728067146256,1.0,vanilla_vs_minimal,False
csuite_symprod_simpson,1000,0.0131261888891458,-0.0018172799069434,0.0281429624967277,0.0216301247548843,0.1297807485293059,vanilla_vs_minimal,False
csuite_weak_arrows,20,-0.0087730213999748,-0.0250109589491041,0.0058417618274688,0.1185238737969819,0.7111432427818918,vanilla_vs_minimal,False
csuite_weak_arrows,50,0.008598286817316,-0.0055091899437828,0.0228725373744964,0.1090982647047737,0.5454913235238685,vanilla_vs_minimal,False
csuite_weak_arrows,100,0.0017207413911819,-0.0119634866714477,0.0151076018810272,0.75175516524754,1.0,vanilla_vs_minimal,False
csuite_weak_arrows,200,-0.0001012456221505,-0.0103806257247924,0.0096063613891601,0.958867441403214,1.0,vanilla_vs_minimal,False
csuite_weak_arrows,500,0.0115274897119961,0.0003169697327538,0.0231128412680701,0.0080266090218995,0.0401330451094975,vanilla_vs_minimal,True
csuite_weak_arrows,1000,-0.0031984785296954,-0.012342095375061,0.0062173604965209,0.339145847016118,0.6782916940322361,vanilla_vs_minimal,False
custom_scm,20,0.819141149520874,0.592485828458063,1.0434521436691284,1.6627115560058022e-14,8.313557780029009e-14,vanilla_vs_minimal,True
custom_scm,50,0.6753155803972444,0.5144709778416079,0.8702197074890137,5.588321712651698e-13,2.235328685060679e-12,vanilla_vs_minimal,True
custom_scm,100,0.3009499956053378,0.1414179801940918,0.4697171117043339,1.0603101444789758e-05,4.241240577915903e-05,vanilla_vs_minimal,True
custom_scm,200,0.0256911945927065,-0.0951902436626035,0.1401260328876894,0.6012349777584516,0.6346210157258283,vanilla_vs_minimal,False
custom_scm,500,0.0100243306451996,-0.0596342086791992,0.0804004669189453,0.7727196720119712,0.7727196720119712,vanilla_vs_minimal,False
custom_scm,1000,0.0622441983514985,-0.0144617127788144,0.1391947699177187,0.036572773348455,0.1462910933938201,vanilla_vs_minimal,False
